order_id,customer_id,order_date,status,region_code
ORD00389,CUST0228,2026-05-02 21:06:36,PLACED,SOUTH
ORD00390,CUST0583,2024-10-04 06:23:36,RETURNED,NORTH
ORD00391,CUST0299,2026-06-27 15:10:36,PLACED,SOUTH
ORD00392,CUST0597,2025-12-20 23:16:36,SHIPPED,SOUTH
ORD00393,CUST0103,2025-05-28 07:58:36,SHIPPED,EAST
ORD00394,CUST0500,2025-11-13 23:33:36,DELIVERED,SOUTH
ORD00395,CUST0582,2026-03-13 00:45:36,DELIVERED,WEST
ORD00396,CUST0174,2024-08-13 23:09:36,SHIPPED,WEST
ORD00397,CUST0285,2025-08-12 17:37:36,DELIVERED,WEST
ORD00398,CUST0476,2025-11-09 00:43:36,DELIVERED,WEST
ORD00399,CUST0567,2024-11-28 18:35:36,RETURNED,NORTH
ORD00400,,31-12-2024,DELIVERED,NORTH
ORD00401,CUST0078,2024-08-29 05:34:36,PLACED,WEST
ORD00402,CUST0219,2024-09-16 06:10:36,RETURNED,WEST
ORD00403,CUST0154,2025-08-19 01:08:36,RETURNED,EAST
ORD00404,CUST0138,2025-11-28 05:26:36,PLACED,WEST
ORD00405,CUST0375,2026-01-05 13:36:36,SHIPPED,SOUTH
ORD00406,CUST0529,2024-12-31 03:04:36,SHIPPED,SOUTH
ORD00407,CUST0498,2025-08-11 14:08:36,CANCELLED,SOUTH
ORD00408,CUST0065,2025-05-07 00:08:36,PLACED,SOUTH
ORD00409,CUST0533,2025-08-14 01:24:36,CANCELLED,NORTH
ORD00410,CUST0041,2026-06-04 23:00:36,RETURNED,EAST
ORD00411,CUST0271,2026-03-25 06:30:36,SHIPPED,WEST
ORD00412,CUST0390,2025-08-19 07:35:36,PLACED,EAST
ORD00413,CUST0388,2025-03-26 05:19:36,DELIVERED,EAST
ORD00414,CUST0501,2025-12-16 07:54:36,RETURNED,SOUTH
ORD00415,CUST0453,2025-01-25 19:58:36,RETURNED,EAST
ORD00416,CUST0218,2025-01-09 18:04:36,DELIVERED,NORTH
ORD00417,CUST0237,2025-10-07 23:40:36,PLACED,WEST
ORD00418,CUST0493,2025-12-12 19:31:36,SHIPPED,WEST
ORD00419,CUST0023,2025-04-15 14:02:36,RETURNED,SOUTH
ORD00420,,2026-05-16 04:56:36,RETURNED,SOUTH
ORD00421,CUST0058,2025-01-26 21:53:36,SHIPPED,WEST
ORD00422,CUST0580,2026-05-23 13:50:36,DELIVERED,NORTH
ORD00423,CUST0223,2025-11-12 08:24:36,CANCELLED,SOUTH
ORD00424,CUST0226,2025-10-04 08:03:36,RETURNED,SOUTH
ORD00425,CUST0526,2025-05-06 18:40:36,DELIVERED,WEST
ORD00426,CUST0071,2025-04-02 01:18:36,SHIPPED,NORTH
ORD00427,CUST0017,2025-03-05 05:49:36,RETURNED,WEST
ORD00428,CUST0155,2026-04-21 16:05:36,CANCELLED,NORTH
ORD00429,CUST0547,2026-01-06 15:59:36,CANCELLED,SOUTH
ORD00430,CUST0555,2024-08-11 10:35:36,CANCELLED,WEST
ORD00431,CUST0382,2024-09-23 11:27:36,CANCELLED,SOUTH
ORD00432,CUST0496,2025-09-04 00:31:36,RETURNED,NORTH
ORD00433,CUST0438,2024-12-24 21:24:36,SHIPPED,NORTH
ORD00434,CUST0292,2026-04-14 06:20:36,DELIVERED,SOUTH
ORD00435,CUST0006,2026-08-06 12:44:36,PLACED,NORTH
ORD00436,CUST0535,2024-08-17 01:35:36,SHIPPED,EAST
ORD00437,CUST0421,2025-08-14 16:03:36,CANCELLED,EAST
ORD00438,CUST0269,2026-02-09 02:30:36,DELIVERED,EAST
ORD00439,CUST0409,2025-03-06 02:29:36,RETURNED,WEST
ORD00440,,2025-08-24 06:29:36,CANCELLED,EAST
ORD00441,CUST0316,2026-03-24 00:43:36,CANCELLED,SOUTH
ORD00442,CUST0122,2025-04-02 03:44:36,SHIPPED,NORTH
ORD00443,CUST0221,2026-01-12 01:44:36,DELIVERED,NORTH
ORD00444,CUST0166,2025-09-12 08:54:36,PLACED,SOUTH
ORD00445,CUST0485,2026-04-16 01:59:36,PLACED,EAST
ORD00446,CUST0229,2025-08-23 15:32:36,PLACED,WEST
ORD00447,CUST0413,2026-04-30 09:27:36,DELIVERED,NORTH
ORD00448,CUST0181,2026-05-27 04:22:36,PLACED,SOUTH
ORD00449,CUST0533,2025-05-28 18:56:36,RETURNED,SOUTH
ORD00450,CUST0175,2026-06-30 14:17:36,SHIPPED,NORTH
ORD00451,CUST0163,2024-11-05 21:43:36,CANCELLED,EAST
ORD00452,CUST0407,2025-09-29 07:06:36,RETURNED,NORTH
ORD00453,CUST0071,2024-11-10 06:12:36,RETURNED,EAST
ORD00454,CUST0358,2025-05-19 20:32:36,SHIPPED,WEST
ORD00455,CUST0416,2026-03-20 13:10:36,SHIPPED,WEST
ORD00456,CUST0521,2024-11-27 05:58:36,RETURNED,EAST
ORD00457,CUST0351,2024-12-07 05:10:36,RETURNED,EAST
ORD00458,CUST0456,2025-08-31 07:24:36,SHIPPED,EAST
ORD00459,CUST0472,2026-07-08 03:51:36,RETURNED,NORTH
ORD00460,,2024-12-06 20:58:36,CANCELLED,SOUTH
ORD00461,CUST0237,2025-06-29 02:16:36,RETURNED,NORTH
ORD00462,CUST0271,2025-04-20 21:59:36,CANCELLED,EAST
ORD00463,CUST0078,2026-02-27 18:24:36,DELIVERED,EAST
ORD00464,CUST0225,2026-03-19 21:05:36,SHIPPED,WEST
ORD00465,CUST0206,2025-04-07 12:09:36,DELIVERED,SOUTH
ORD00466,CUST0236,2025-03-04 20:47:36,RETURNED,EAST
ORD00467,CUST0161,2024-11-26 16:52:36,PLACED,WEST
ORD00468,CUST0007,2026-02-14 14:48:36,CANCELLED,EAST
ORD00469,CUST0324,2025-12-27 07:49:36,DELIVERED,WEST
ORD00470,CUST0189,2026-01-14 21:19:36,SHIPPED,SOUTH
ORD00471,CUST0056,2026-01-30 02:24:36,RETURNED,NORTH
ORD00472,CUST0517,2025-07-31 01:49:36,SHIPPED,WEST
ORD00473,CUST0124,2026-07-26 05:23:36,DELIVERED,NORTH
ORD00474,CUST0013,2026-06-30 19:18:36,RETURNED,NORTH
ORD00475,CUST0335,2025-08-15 08:49:36,DELIVERED,SOUTH
ORD00476,CUST0564,2025-05-05 20:11:36,CANCELLED,EAST
ORD00477,CUST0377,2025-02-14 04:21:36,SHIPPED,WEST
ORD00478,CUST0384,2025-08-18 01:11:36,CANCELLED,SOUTH
ORD00479,CUST0588,2024-12-22 07:37:36,SHIPPED,NORTH
ORD00480,,2025-04-08 06:21:36,CANCELLED,SOUTH
ORD00481,CUST0151,2025-01-10 04:45:36,PLACED,SOUTH
ORD00482,CUST0434,2026-01-02 17:51:36,RETURNED,EAST
ORD00483,CUST0501,2025-06-12 21:29:36,RETURNED,NORTH
ORD00484,CUST0410,2024-11-19 11:04:36,PLACED,SOUTH
ORD00485,CUST0262,2025-12-10 09:00:36,CANCELLED,EAST
ORD00486,CUST0268,2025-08-14 00:29:36,RETURNED,EAST
ORD00487,CUST0355,2024-08-30 02:01:36,DELIVERED,SOUTH
ORD00488,CUST0593,2026-03-22 09:35:36,RETURNED,SOUTH
ORD00489,CUST0293,2025-08-07 23:37:36,RETURNED,WEST
ORD00490,CUST0460,2024-10-29 01:33:36,DELIVERED,WEST
ORD00491,CUST0149,2025-01-28 09:45:36,DELIVERED,WEST
ORD00492,CUST0588,2025-09-27 14:59:36,SHIPPED,EAST
ORD00493,CUST0235,2025-06-26 23:35:36,DELIVERED,EAST
ORD00494,CUST0407,2025-05-14 03:43:36,DELIVERED,WEST
ORD00495,CUST0426,2025-01-27 18:48:36,PLACED,SOUTH
ORD00496,CUST0242,2026-06-17 21:41:36,PLACED,SOUTH
ORD00497,CUST0172,2025-09-19 16:00:36,PLACED,WEST
ORD00498,CUST0564,2024-10-03 13:43:36,CANCELLED,NORTH
ORD00499,CUST0107,2025-05-05 08:03:36,PLACED,WEST
ORD00500,,31-03-2025,DELIVERED,WEST
ORD00501,CUST0130,2024-12-22 05:47:36,SHIPPED,NORTH
ORD00502,CUST0036,2026-06-20 00:49:36,DELIVERED,WEST
ORD00503,CUST0481,2026-02-13 21:29:36,CANCELLED,SOUTH
ORD00504,CUST0555,2025-02-07 07:32:36,CANCELLED,WEST
ORD00505,CUST0539,2026-05-27 09:28:36,DELIVERED,EAST
ORD00506,CUST0496,2026-02-12 20:45:36,PLACED,WEST
ORD00507,CUST0317,2025-08-19 02:10:36,SHIPPED,EAST
ORD00508,CUST0011,2024-08-10 05:46:36,SHIPPED,EAST
ORD00509,CUST0295,2025-12-03 05:54:36,CANCELLED,WEST
ORD00510,CUST0308,2024-08-19 02:45:36,DELIVERED,SOUTH
ORD00511,CUST0008,2026-02-22 00:06:36,CANCELLED,WEST
ORD00512,CUST0407,2025-04-21 18:39:36,CANCELLED,WEST
ORD00513,CUST0227,2025-05-05 15:21:36,SHIPPED,EAST
ORD00514,CUST0293,2026-06-05 12:28:36,DELIVERED,WEST
ORD00515,CUST0194,2024-10-18 18:02:36,DELIVERED,NORTH
ORD00516,CUST0469,2026-05-04 03:11:36,RETURNED,WEST
ORD00517,CUST0194,2025-07-03 13:03:36,PLACED,NORTH
ORD00518,CUST0192,2024-11-21 22:11:36,SHIPPED,WEST
ORD00519,CUST0009,2025-04-04 15:03:36,PLACED,WEST
ORD00520,,2025-07-26 02:13:36,CANCELLED,EAST
ORD00521,CUST0477,2026-07-23 14:15:36,PLACED,SOUTH
ORD00522,CUST0058,2025-05-09 00:58:36,RETURNED,WEST
ORD00523,CUST0187,2025-02-21 21:46:36,CANCELLED,NORTH
ORD00524,CUST0125,2025-04-21 01:43:36,CANCELLED,SOUTH
ORD00525,CUST0035,2025-03-01 03:41:36,PLACED,SOUTH
ORD00526,CUST0487,2025-09-12 10:13:36,DELIVERED,SOUTH
ORD00527,CUST0044,2026-02-23 05:01:36,DELIVERED,WEST
ORD00528,CUST0307,2025-03-01 00:50:36,PLACED,SOUTH
ORD00529,CUST0116,2025-04-08 09:21:36,DELIVERED,NORTH
ORD00530,CUST0173,2025-05-19 07:01:36,CANCELLED,SOUTH
ORD00531,CUST0010,2024-09-22 07:44:36,CANCELLED,SOUTH
ORD00532,CUST0383,2024-11-08 20:04:36,CANCELLED,NORTH
ORD00533,CUST0348,2026-05-11 13:57:36,DELIVERED,SOUTH
ORD00534,CUST0552,2024-11-26 17:25:36,SHIPPED,EAST
ORD00535,CUST0574,2026-06-01 00:45:36,CANCELLED,SOUTH
ORD00536,CUST0022,2026-07-16 01:16:36,SHIPPED,EAST
ORD00537,CUST0041,2025-12-19 11:22:36,RETURNED,EAST
ORD00538,CUST0558,2026-07-24 04:06:36,RETURNED,SOUTH
ORD00539,CUST0559,2025-07-31 23:40:36,CANCELLED,EAST
ORD00540,,2025-01-20 15:27:36,SHIPPED,WEST
ORD00541,CUST0304,2025-05-06 06:17:36,CANCELLED,NORTH
ORD00542,CUST0521,2025-09-02 12:05:36,PLACED,EAST
ORD00543,CUST0246,2025-07-04 11:58:36,RETURNED,WEST
ORD00544,CUST0196,2026-01-28 10:25:36,RETURNED,SOUTH
ORD00545,CUST0291,2025-07-06 02:35:36,DELIVERED,NORTH
ORD00546,CUST0099,2026-01-27 09:58:36,PLACED,SOUTH
ORD00547,CUST0184,2024-09-10 19:00:36,CANCELLED,SOUTH
ORD00548,CUST0102,2024-09-11 07:35:36,CANCELLED,WEST
ORD00549,CUST0541,2026-05-10 11:31:36,DELIVERED,NORTH
ORD00550,CUST0378,2025-03-24 08:39:36,PLACED,NORTH
ORD00551,CUST0215,2026-06-12 04:53:36,PLACED,WEST
ORD00552,CUST0063,2025-08-14 06:41:36,CANCELLED,EAST
ORD00553,CUST0060,2026-05-02 21:27:36,PLACED,NORTH
ORD00554,CUST0313,2024-10-27 19:27:36,PLACED,NORTH
ORD00555,CUST0238,2026-02-05 01:06:36,SHIPPED,SOUTH
ORD00556,CUST0586,2026-05-11 18:29:36,RETURNED,WEST
ORD00557,CUST0109,2026-05-25 07:16:36,CANCELLED,WEST
ORD00558,CUST0107,2025-01-26 18:29:36,CANCELLED,EAST
ORD00559,CUST0163,2026-02-07 08:22:36,DELIVERED,EAST
ORD00560,,2025-07-08 00:20:36,CANCELLED,EAST
ORD00561,CUST0248,2026-03-09 06:07:36,CANCELLED,EAST
ORD00562,CUST0371,2025-11-16 03:19:36,PLACED,NORTH
ORD00563,CUST0293,2026-04-11 13:27:36,SHIPPED,EAST
ORD00564,CUST0007,2025-06-12 20:07:36,DELIVERED,NORTH
ORD00565,CUST0284,2026-02-27 05:29:36,RETURNED,SOUTH
ORD00566,CUST0097,2024-09-17 03:16:36,SHIPPED,SOUTH
ORD00567,CUST0273,2025-08-20 07:09:36,SHIPPED,EAST
ORD00568,CUST0309,2024-11-12 07:19:36,RETURNED,SOUTH
ORD00569,CUST0080,2025-07-08 04:05:36,CANCELLED,NORTH
ORD00570,CUST0309,2024-09-17 12:45:36,RETURNED,WEST
ORD00571,CUST0081,2024-10-05 23:16:36,CANCELLED,WEST
ORD00572,CUST0124,2025-03-30 12:35:36,RETURNED,NORTH
ORD00573,CUST0394,2024-10-03 22:27:36,PLACED,EAST
ORD00574,CUST0555,2026-03-10 17:14:36,RETURNED,SOUTH
ORD00575,CUST0158,2024-09-30 10:40:36,CANCELLED,WEST
ORD00576,CUST0592,2026-01-07 15:08:36,CANCELLED,EAST
ORD00577,CUST0406,2025-01-07 17:15:36,PLACED,WEST
ORD00578,CUST0588,2024-09-29 06:19:36,DELIVERED,NORTH
ORD00579,CUST0411,2026-01-05 02:43:36,SHIPPED,SOUTH
ORD00580,,2026-03-04 19:25:36,CANCELLED,SOUTH
ORD00581,CUST0577,2026-05-02 12:27:36,SHIPPED,SOUTH
ORD00582,CUST0074,2025-05-09 02:14:36,RETURNED,NORTH
ORD00583,CUST0116,2026-06-28 02:21:36,DELIVERED,EAST
ORD00584,CUST0197,2025-07-04 00:32:36,PLACED,EAST
ORD00585,CUST0175,2025-08-03 08:46:36,CANCELLED,SOUTH
ORD00586,CUST0454,2024-09-23 20:06:36,DELIVERED,SOUTH
ORD00587,CUST0088,2024-12-03 11:57:36,SHIPPED,SOUTH
ORD00588,CUST0296,2024-08-23 23:38:36,PLACED,EAST
ORD00589,CUST0463,2025-12-04 13:15:36,SHIPPED,SOUTH
ORD00590,CUST0210,2026-02-20 05:42:36,DELIVERED,WEST
ORD00591,CUST0145,2026-07-22 11:36:36,PLACED,WEST
ORD00592,CUST0599,2026-06-20 04:56:36,DELIVERED,SOUTH
ORD00593,CUST0062,2025-05-26 19:44:36,RETURNED,EAST
ORD00594,CUST0055,2025-11-29 08:54:36,PLACED,WEST
ORD00595,CUST0279,2026-06-19 10:17:36,PLACED,NORTH
ORD00596,CUST0301,2026-06-05 01:08:36,CANCELLED,NORTH
ORD00597,CUST0325,2025-12-19 08:28:36,PLACED,SOUTH
ORD00598,CUST0205,2026-01-04 03:29:36,PLACED,NORTH
ORD00599,CUST0255,2026-02-02 22:15:36,CANCELLED,WEST
ORD00600,,28-08-2024,DELIVERED,EAST
ORD00601,CUST0311,2025-04-08 05:11:36,PLACED,EAST
ORD00602,CUST0399,2024-09-09 06:11:36,SHIPPED,SOUTH
ORD00603,CUST0352,2025-09-16 10:02:36,PLACED,WEST
ORD00604,CUST0536,2026-07-05 08:49:36,SHIPPED,WEST
ORD00605,CUST0248,2026-03-18 17:21:36,DELIVERED,EAST
ORD00606,CUST0462,2026-02-15 17:07:36,SHIPPED,SOUTH
ORD00607,CUST0142,2025-06-22 11:39:36,RETURNED,SOUTH
ORD00608,CUST0443,2025-01-05 09:53:36,RETURNED,SOUTH
ORD00609,CUST0327,2024-10-18 06:28:36,PLACED,SOUTH
ORD00610,CUST0327,2025-01-06 11:55:36,DELIVERED,WEST
ORD00611,CUST0424,2025-06-16 03:41:36,DELIVERED,SOUTH
ORD00612,CUST0194,2024-11-26 17:05:36,PLACED,EAST
ORD00613,CUST0583,2026-04-28 20:32:36,SHIPPED,SOUTH
ORD00614,CUST0027,2025-08-11 15:38:36,CANCELLED,SOUTH
ORD00615,CUST0517,2026-04-21 04:39:36,DELIVERED,SOUTH
ORD00616,CUST0399,2025-12-26 04:02:36,SHIPPED,SOUTH
ORD00617,CUST0233,2024-09-12 02:42:36,PLACED,EAST
ORD00618,CUST0425,2025-03-25 12:36:36,SHIPPED,SOUTH
ORD00619,CUST0068,2025-02-07 03:49:36,RETURNED,WEST
ORD00620,,2025-11-20 20:21:36,CANCELLED,NORTH
ORD00621,CUST0392,2025-06-26 01:33:36,RETURNED,NORTH
ORD00622,CUST0536,2024-11-29 03:23:36,PLACED,SOUTH
ORD00623,CUST0534,2026-02-11 01:41:36,PLACED,WEST
ORD00624,CUST0531,2026-05-16 14:06:36,DELIVERED,WEST
ORD00625,CUST0410,2025-06-16 22:23:36,SHIPPED,WEST
ORD00626,CUST0303,2026-04-28 14:38:36,RETURNED,SOUTH
ORD00627,CUST0477,2026-06-02 02:59:36,RETURNED,NORTH
ORD00628,CUST0186,2026-04-01 11:28:36,SHIPPED,WEST
ORD00629,CUST0426,2025-07-07 02:55:36,SHIPPED,WEST
ORD00630,CUST0208,2025-11-17 15:10:36,DELIVERED,SOUTH
ORD00631,CUST0127,2024-11-10 16:39:36,CANCELLED,EAST
ORD00632,CUST0088,2026-01-28 11:18:36,RETURNED,SOUTH
ORD00633,CUST0390,2026-02-24 00:56:36,SHIPPED,EAST
ORD00634,CUST0582,2026-06-15 17:04:36,SHIPPED,SOUTH
ORD00635,CUST0053,2025-10-12 22:13:36,CANCELLED,EAST
ORD00636,CUST0187,2024-12-07 17:06:36,PLACED,EAST
ORD00637,CUST0013,2025-11-22 04:48:36,CANCELLED,NORTH
ORD00638,CUST0508,2025-04-09 19:31:36,CANCELLED,WEST
ORD00639,CUST0422,2025-11-04 15:32:36,RETURNED,NORTH
ORD00640,,2026-02-20 21:33:36,RETURNED,SOUTH
ORD00641,CUST0051,2025-02-14 16:57:36,DELIVERED,NORTH
ORD00642,CUST0149,2024-09-12 10:30:36,RETURNED,EAST
ORD00643,CUST0341,2024-11-06 14:00:36,CANCELLED,SOUTH
ORD00644,CUST0167,2026-06-28 22:33:36,RETURNED,SOUTH
ORD00645,CUST0469,2026-03-25 00:53:36,PLACED,NORTH
ORD00646,CUST0308,2025-07-06 00:51:36,CANCELLED,NORTH
ORD00647,CUST0440,2026-02-23 15:12:36,CANCELLED,SOUTH
ORD00648,CUST0125,2026-07-21 21:15:36,RETURNED,WEST
ORD00649,CUST0540,2025-03-12 11:07:36,RETURNED,NORTH
ORD00650,CUST0112,2026-03-18 12:34:36,RETURNED,NORTH
ORD00651,CUST0498,2026-07-16 08:53:36,DELIVERED,WEST
ORD00652,CUST0326,2025-05-02 05:30:36,RETURNED,EAST
ORD00653,CUST0133,2026-05-01 07:25:36,RETURNED,WEST
ORD00654,CUST0507,2025-02-10 08:08:36,DELIVERED,SOUTH
ORD00655,CUST0002,2024-12-08 13:23:36,PLACED,SOUTH
ORD00656,CUST0427,2025-10-06 14:15:36,DELIVERED,SOUTH
ORD00657,CUST0012,2026-05-26 19:38:36,DELIVERED,EAST
ORD00658,CUST0070,2025-06-20 22:26:36,RETURNED,EAST
ORD00659,CUST0007,2024-12-04 10:15:36,DELIVERED,WEST
ORD00660,,2026-05-01 13:47:36,SHIPPED,SOUTH
ORD00661,CUST0340,2025-07-22 10:24:36,CANCELLED,NORTH
ORD00662,CUST0140,2025-12-15 17:34:36,CANCELLED,EAST
ORD00663,CUST0476,2025-10-07 11:57:36,RETURNED,EAST
ORD00664,CUST0581,2026-07-04 23:29:36,RETURNED,NORTH
ORD00665,CUST0215,2026-03-24 10:15:36,DELIVERED,NORTH
ORD00666,CUST0154,2025-05-23 13:15:36,CANCELLED,SOUTH
ORD00667,CUST0587,2026-04-22 01:05:36,RETURNED,NORTH
ORD00668,CUST0317,2026-08-01 23:39:36,PLACED,EAST
ORD00669,CUST0426,2024-11-06 04:50:36,SHIPPED,EAST
ORD00670,CUST0465,2025-06-14 19:27:36,DELIVERED,SOUTH
ORD00671,CUST0115,2025-08-27 14:43:36,SHIPPED,NORTH
ORD00672,CUST0457,2026-01-09 13:45:36,CANCELLED,SOUTH
ORD00673,CUST0196,2025-07-24 04:40:36,RETURNED,EAST
ORD00674,CUST0337,2025-01-02 16:46:36,RETURNED,SOUTH
ORD00675,CUST0212,2024-09-16 03:18:36,RETURNED,NORTH
ORD00676,CUST0005,2025-06-23 14:37:36,RETURNED,NORTH
ORD00677,CUST0343,2025-11-30 14:00:36,RETURNED,EAST
ORD00678,CUST0024,2026-03-23 22:34:36,SHIPPED,EAST
ORD00679,CUST0207,2025-02-22 22:11:36,RETURNED,EAST
ORD00680,,2026-06-27 16:11:36,SHIPPED,SOUTH
ORD00681,CUST0282,2024-12-04 13:33:36,RETURNED,NORTH
ORD00682,CUST0213,2026-02-16 00:29:36,DELIVERED,EAST
ORD00683,CUST0145,2026-07-31 22:30:36,SHIPPED,SOUTH
ORD00684,CUST0073,2025-06-24 08:51:36,DELIVERED,WEST
ORD00685,CUST0052,2024-12-20 13:24:36,PLACED,NORTH
ORD00686,CUST0395,2024-10-03 15:21:36,CANCELLED,SOUTH
ORD00687,CUST0459,2026-05-03 00:13:36,DELIVERED,SOUTH
ORD00688,CUST0549,2024-10-29 03:30:36,SHIPPED,NORTH
ORD00689,CUST0482,2024-11-17 03:13:36,CANCELLED,WEST
ORD00690,CUST0239,2025-03-26 17:49:36,RETURNED,EAST
ORD00691,CUST0375,2025-09-14 18:38:36,DELIVERED,EAST
ORD00692,CUST0467,2025-12-21 12:58:36,CANCELLED,NORTH
ORD00693,CUST0362,2025-12-13 03:48:36,SHIPPED,EAST
ORD00694,CUST0359,2026-04-20 07:02:36,RETURNED,NORTH
ORD00695,CUST0418,2024-11-26 23:29:36,PLACED,EAST
ORD00696,CUST0548,2025-11-25 01:31:36,CANCELLED,SOUTH
ORD00697,CUST0251,2026-02-21 18:24:36,CANCELLED,NORTH
ORD00698,CUST0351,2025-03-11 11:31:36,CANCELLED,WEST
ORD00699,CUST0583,2025-07-26 06:38:36,SHIPPED,SOUTH
ORD00700,,08-08-2026,CANCELLED,NORTH
ORD00701,CUST0477,2025-07-09 06:00:36,CANCELLED,SOUTH
ORD00702,CUST0317,2025-09-28 15:32:36,PLACED,WEST
ORD00703,CUST0337,2025-12-29 09:36:36,PLACED,NORTH
ORD00704,CUST0224,2024-12-30 07:51:36,PLACED,SOUTH
ORD00705,CUST0154,2025-11-16 06:12:36,CANCELLED,WEST
ORD00706,CUST0202,2025-03-08 10:50:36,DELIVERED,EAST
ORD00707,CUST0586,2026-07-05 22:52:36,CANCELLED,EAST
ORD00708,CUST0092,2026-03-28 13:33:36,RETURNED,WEST
ORD00709,CUST0131,2025-06-06 14:17:36,RETURNED,NORTH
ORD00710,CUST0001,2026-07-31 06:46:36,DELIVERED,NORTH
ORD00711,CUST0290,2024-09-09 20:21:36,RETURNED,WEST
ORD00712,CUST0327,2026-08-08 01:19:36,CANCELLED,WEST
ORD00713,CUST0561,2025-03-14 10:05:36,CANCELLED,SOUTH
ORD00714,CUST0194,2026-03-01 01:47:36,DELIVERED,WEST
ORD00715,CUST0159,2025-06-01 10:02:36,SHIPPED,NORTH
ORD00716,CUST0074,2026-06-03 13:03:36,CANCELLED,WEST
ORD00717,CUST0140,2024-11-03 17:35:36,CANCELLED,WEST
ORD00718,CUST0438,2026-05-09 18:23:36,RETURNED,WEST
ORD00719,CUST0568,2025-11-13 01:16:36,SHIPPED,SOUTH
ORD00720,,2026-04-20 13:30:36,CANCELLED,SOUTH
ORD00721,CUST0516,2025-05-12 02:53:36,RETURNED,EAST
ORD00722,CUST0035,2024-09-17 07:24:36,DELIVERED,NORTH
ORD00723,CUST0597,2025-12-16 10:59:36,SHIPPED,EAST
ORD00724,CUST0479,2026-01-20 15:27:36,RETURNED,NORTH
ORD00725,CUST0253,2025-12-06 09:41:36,PLACED,EAST
ORD00726,CUST0055,2025-07-27 06:43:36,PLACED,WEST
ORD00727,CUST0467,2026-01-16 04:30:36,DELIVERED,WEST
ORD00728,CUST0364,2025-06-06 22:04:36,PLACED,EAST
ORD00729,CUST0580,2025-05-02 14:34:36,CANCELLED,SOUTH
ORD00730,CUST0589,2024-10-01 10:12:36,RETURNED,NORTH
ORD00731,CUST0295,2025-12-18 15:02:36,RETURNED,NORTH
ORD00732,CUST0286,2025-04-24 17:33:36,DELIVERED,EAST
ORD00733,CUST0265,2024-08-24 12:01:36,RETURNED,SOUTH
ORD00734,CUST0156,2026-06-15 03:17:36,SHIPPED,EAST
ORD00735,CUST0243,2025-12-18 18:45:36,RETURNED,NORTH
ORD00736,CUST0354,2024-11-03 17:32:36,SHIPPED,WEST
ORD00737,CUST0425,2025-09-05 20:36:36,CANCELLED,SOUTH
ORD00738,CUST0217,2026-03-24 12:47:36,DELIVERED,NORTH
ORD00739,CUST0272,2024-12-05 14:04:36,CANCELLED,WEST
ORD00740,,2025-06-14 04:41:36,RETURNED,SOUTH
ORD00741,CUST0391,2026-07-10 11:18:36,CANCELLED,EAST
ORD00742,CUST0149,2026-02-04 01:54:36,DELIVERED,WEST
ORD00743,CUST0394,2026-07-04 23:27:36,PLACED,NORTH
ORD00744,CUST0547,2026-05-24 00:48:36,CANCELLED,EAST
ORD00745,CUST0345,2025-05-12 21:45:36,PLACED,EAST
ORD00746,CUST0403,2025-11-25 10:41:36,SHIPPED,SOUTH
ORD00747,CUST0535,2025-07-21 10:38:36,SHIPPED,EAST
ORD00748,CUST0563,2024-08-20 09:54:36,PLACED,NORTH
ORD00749,CUST0424,2024-11-18 05:00:36,CANCELLED,EAST
ORD00750,CUST0226,2025-05-26 21:06:36,PLACED,NORTH
ORD00751,CUST0095,2024-10-07 08:36:36,SHIPPED,NORTH
ORD00752,CUST0123,2024-11-06 08:02:36,CANCELLED,SOUTH
ORD00753,CUST0114,2026-07-22 18:10:36,DELIVERED,WEST
ORD00754,CUST0078,2026-05-26 03:53:36,DELIVERED,WEST
ORD00755,CUST0333,2025-04-29 18:43:36,PLACED,EAST
ORD00756,CUST0064,2025-09-05 01:15:36,PLACED,EAST
ORD00757,CUST0273,2025-02-08 02:58:36,CANCELLED,SOUTH
ORD00758,CUST0405,2025-02-08 09:25:36,PLACED,SOUTH
ORD00759,CUST0556,2025-10-24 19:33:36,PLACED,WEST
ORD00760,,2024-11-22 13:58:36,PLACED,EAST
ORD00761,CUST0459,2024-08-29 04:03:36,PLACED,NORTH
ORD00762,CUST0402,2025-05-08 17:38:36,DELIVERED,WEST
ORD00763,CUST0591,2024-08-13 05:39:36,CANCELLED,WEST
ORD00764,CUST0449,2025-09-27 12:43:36,PLACED,SOUTH
ORD00765,CUST0004,2025-09-07 11:46:36,CANCELLED,NORTH
ORD00766,CUST0583,2026-02-09 00:15:36,DELIVERED,WEST
ORD00767,CUST0057,2026-05-19 08:59:36,DELIVERED,EAST
ORD00768,CUST0083,2025-11-22 22:35:36,SHIPPED,SOUTH
ORD00769,CUST0570,2024-09-19 01:36:36,SHIPPED,EAST
ORD00770,CUST0402,2024-11-27 09:38:36,DELIVERED,WEST
ORD00771,CUST0087,2026-05-19 03:41:36,SHIPPED,SOUTH
ORD00772,CUST0037,2025-02-22 13:40:36,RETURNED,SOUTH
ORD00773,CUST0503,2025-09-11 15:44:36,RETURNED,EAST
ORD00774,CUST0514,2026-02-07 02:55:36,PLACED,EAST
ORD00775,CUST0058,2025-07-21 11:56:36,CANCELLED,NORTH
ORD00776,CUST0218,2026-06-10 10:27:36,CANCELLED,SOUTH
ORD00777,CUST0596,2025-04-04 14:56:36,SHIPPED,WEST
