product_id,product_name,category,subcategory,cost_price
PROD0560,  novel  ,Books,Books - General,683.49
PROD0561,Novel,Books,Books - General,899.9
PROD0562,Novel,Books,Books - General,458.9
PROD0563,Data Science Book,Books,Books - General,568.27
PROD0564,SQL Book,Books,Books - General,726.05
PROD0565,SQL Book,Books,Books - General,818.29
PROD0566,Hoodie,Clothing,Clothing - General,82.3
PROD0567,SQL Book,Books,Books - General,703.38
PROD0568,Laptop,Electronics,Electronics - General,986.28
PROD0569,Novel,Books,Books - General,294.22
PROD0570,Jeans,Clothing,Clothing - General,768.17
PROD0571,SQL Book,Books,Books - General,992.93
PROD0572,Data Science Book,Books,Books - General,870.92
PROD0573,Data Science Book,Books,Books - General,89.45
PROD0574,Shirt,Clothing,Clothing - General,861.68
PROD0575,Smartphone,Electronics,Electronics - General,992.92
PROD0576,History Book,Books,Books - General,136.07
PROD0577,T-Shirt,Clothing,Clothing - General,758.62
PROD0578,Sofa,Home,Home - General,676.76
PROD0579,History Book,Books,Books - General,385.48
PROD0580,Jeans,Clothing,Clothing - General,466.02
PROD0581,Jacket,Clothing,Clothing - General,196.6
PROD0582,Laptop,Electronics,Electronics - General,811.38
PROD0583,History Book,Books,Books - General,768.39
PROD0584,Smartphone,Electronics,Electronics - General,214.02
PROD0585,Mouse,Electronics,Electronics - General,43.24
PROD0586,Smartphone,Electronics,Electronics - General,743.14
PROD0587,Data Science Book,Books,Books - General,242.0
PROD0588,T-Shirt,Clothing,Clothing - General,148.73
PROD0589,Table,Home,Home - General,817.63
PROD0590,Curtains,Home,Home - General,601.94
PROD0591,Table,Home,Home - General,308.75
PROD0592,Shirt,Clothing,Clothing - General,526.04
PROD0593,SQL Book,Books,Books - General,282.4
PROD0594,Shirt,Clothing,Clothing - General,681.96
PROD0595,Novel,Books,Books - General,972.57
PROD0596,History Book,Books,Books - General,325.55
PROD0597,Data Science Book,Books,Books - General,157.73
PROD0598,Python Book,Books,Books - General,756.87
PROD0599,Python Book,Books,Books - General,850.85
PROD0600,  pillow  ,Home,Home - General,152.91
