item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM000510,ORD00869,PROD0059,4,546.5,20
ITEM000511,ORD00472,PROD0306,3,543.76,0
ITEM000512,ORD00359,PROD0412,2,544.71,0
ITEM000513,ORD00442,PROD0203,4,145.42,20
ITEM000514,ORD00921,PROD0421,2,203.29,15
ITEM000515,ORD00008,PROD0257,2,354.62,15
ITEM000516,ORD00384,PROD0374,3,653.95,5
ITEM000517,ORD00550,PROD0112,3,1484.27,25
ITEM000518,ORD00860,PROD0166,4,227.01,25
ITEM000519,ORD00445,PROD0368,1,1327.69,25
ITEM000520,ORD00204,PROD0195,1,441.65,5
ITEM000521,ORD00405,PROD0340,4,1353.48,5
ITEM000522,ORD00683,PROD0491,2,1440.35,10
ITEM000523,ORD00122,PROD0501,4,834.18,30
ITEM000524,ORD00699,PROD0333,2,1131.61,30
ITEM000525,ORD00903,PROD0514,4,1094.47,25
ITEM000526,ORD00864,PROD0135,4,182.4,0
ITEM000527,ORD00812,PROD0130,1,250.2,20
ITEM000528,ORD00014,PROD0351,-1,655.9,20
ITEM000529,ORD00756,PROD0445,1,730.69,10
ITEM000530,ORD00498,PROD0440,1,386.67,5
ITEM000531,ORD00747,PROD0192,5,389.21,30
ITEM000532,ORD00118,PROD0254,3,1006.17,15
ITEM000533,ORD00204,PROD0106,4,1057.69,20
ITEM000534,ORD00626,PROD0194,2,1488.98,20
ITEM000535,ORD00645,PROD0235,2,198.28,15
ITEM000536,ORD00040,PROD0197,3,1395.07,15
ITEM000537,ORD00019,PROD0205,5,154.58,0
ITEM000538,ORD00390,PROD0538,4,473.54,25
ITEM000539,ORD00237,PROD0345,2,650.59,0
ITEM000540,ORD00523,PROD0053,4,470.35,10
ITEM000541,ORD00373,PROD0360,3,1073.15,5
ITEM000542,ORD00328,PROD0187,1,80.52,0
ITEM000543,ORD00677,PROD0218,3,442.27,10
ITEM000544,ORD00931,PROD0104,5,657.74,10
ITEM000545,ORD00972,PROD0373,4,514.74,0
ITEM000546,ORD00100,PROD0566,1,1160.29,5
ITEM000547,ORD00340,PROD0371,3,1119.54,20
ITEM000548,ORD00542,PROD0381,5,372.61,10
ITEM000549,ORD00216,PROD0394,5,149.1,0
ITEM000550,ORD00134,PROD0124,5,80.74,25
ITEM000551,ORD00838,PROD0198,2,1062.9,0
ITEM000552,ORD00077,PROD0352,5,466.19,15
ITEM000553,ORD00780,PROD0547,2,1086.74,0
ITEM000554,ORD00131,PROD0429,2,834.73,10
ITEM000555,ORD00913,PROD0356,5,1344.47,15
ITEM000556,ORD00645,PROD0447,1,120.21,15
ITEM000557,ORD00537,PROD0023,5,267.06,10
ITEM000558,ORD00714,PROD0297,2,87.26,20
ITEM000559,ORD00063,PROD0408,2,752.64,20
ITEM000560,ORD00892,PROD0077,5,264.97,30
ITEM000561,ORD00522,PROD0400,-3,613.26,10
ITEM000562,ORD00212,PROD0004,2,256.8,5
ITEM000563,ORD00607,PROD0526,1,694.05,25
ITEM000564,ORD00738,PROD0266,5,469.05,5
ITEM000565,ORD00304,PROD0566,3,196.27,5
ITEM000566,ORD00047,PROD0244,5,451.93,25
ITEM000567,ORD00152,PROD0137,3,420.24,30
ITEM000568,ORD00053,PROD0216,2,811.2,0
ITEM000569,ORD00665,PROD0378,3,500.35,25
ITEM000570,ORD00906,PROD0271,5,1088.68,15
ITEM000571,ORD00920,PROD0302,5,500.46,0
ITEM000572,ORD00641,PROD0365,1,344.53,10
ITEM000573,ORD00181,PROD0017,3,815.34,30
ITEM000574,ORD00797,PROD0109,5,1089.45,25
ITEM000575,ORD00392,PROD0565,3,325.12,15
ITEM000576,ORD00226,PROD0276,3,321.8,25
ITEM000577,ORD00828,PROD0160,4,680.16,25
ITEM000578,ORD00744,PROD0378,4,239.53,15
ITEM000579,ORD00096,PROD0186,4,699.9,30
ITEM000580,ORD00884,PROD0194,2,863.09,25
ITEM000581,ORD00185,PROD0022,3,479.04,5
ITEM000582,ORD00838,PROD0193,4,122.79,0
ITEM000583,ORD00437,PROD0466,2,1365.51,15
ITEM000584,ORD00103,PROD0141,5,1095.61,30
ITEM000585,ORD00013,PROD0103,5,579.26,0
ITEM000586,ORD00113,PROD0045,1,215.62,30
ITEM000587,ORD00086,PROD0147,3,1409.13,20
ITEM000588,ORD00014,PROD0109,1,822.71,30
ITEM000589,ORD00347,PROD0208,1,226.06,30
ITEM000590,ORD00577,PROD0168,4,474.93,15
ITEM000591,ORD00159,PROD0058,2,824.42,10
ITEM000592,ORD00643,PROD0127,5,51.39,0
ITEM000593,ORD00106,PROD0304,5,171.8,30
ITEM000594,ORD00426,PROD0230,-1,55.52,15
ITEM000595,ORD00395,PROD0362,2,989.94,5
ITEM000596,ORD00944,PROD0116,4,747.89,0
ITEM000597,ORD00230,PROD0289,1,548.82,20
ITEM000598,ORD00342,PROD0370,1,1386.51,0
ITEM000599,ORD00918,PROD0155,1,283.54,20
ITEM000600,INVALID00600,PROD0186,5,1025.56,5
ITEM000601,ORD00915,PROD0294,3,535.61,0
ITEM000602,ORD00278,PROD0378,4,1400.67,30
ITEM000603,ORD00929,PROD0003,1,1295.34,5
ITEM000604,ORD00797,PROD0328,2,238.71,15
ITEM000605,ORD00739,PROD0069,4,187.48,15
ITEM000606,ORD00983,PROD0149,3,153.86,5
ITEM000607,ORD00187,PROD0362,4,492.59,15
ITEM000608,ORD00493,PROD0342,4,224.57,25
ITEM000609,ORD00944,PROD0393,2,639.62,15
ITEM000610,ORD00552,PROD0505,5,808.06,30
ITEM000611,ORD00236,PROD0086,4,879.83,15
ITEM000612,ORD00540,PROD0225,5,1060.58,5
ITEM000613,ORD00371,PROD0209,1,1490.98,0
ITEM000614,ORD00372,PROD0486,5,1437.27,0
ITEM000615,ORD00062,PROD0370,3,1276.15,30
ITEM000616,ORD00798,PROD0302,2,701.37,30
ITEM000617,ORD00874,PROD0432,5,378.9,30
ITEM000618,ORD00230,PROD0142,1,193.51,25
ITEM000619,ORD00721,PROD0387,2,1104.96,25
ITEM000620,ORD00989,PROD0381,4,100.04,0
ITEM000621,ORD00679,PROD0076,5,725.7,20
ITEM000622,ORD00892,PROD0031,2,237.39,5
ITEM000623,ORD00081,PROD0079,2,38.47,30
ITEM000624,ORD00834,PROD0154,4,1152.82,15
ITEM000625,ORD00762,PROD0541,2,1053.87,10
ITEM000626,ORD00482,PROD0346,4,677.08,25
ITEM000627,ORD00712,PROD0114,-2,250.71,25
ITEM000628,ORD00033,PROD0178,5,764.88,0
ITEM000629,ORD00406,PROD0466,4,840.15,30
ITEM000630,ORD00265,PROD0514,5,472.93,5
ITEM000631,ORD00434,PROD0279,2,1460.22,20
ITEM000632,ORD00387,PROD0217,2,612.6,0
ITEM000633,ORD00225,PROD0189,4,1237.31,20
ITEM000634,ORD00620,PROD0480,1,726.58,25
ITEM000635,ORD00658,PROD0390,4,263.94,30
ITEM000636,ORD00381,PROD0200,4,419.48,0
ITEM000637,ORD00080,PROD0344,3,61.51,10
ITEM000638,ORD00167,PROD0110,5,116.67,20
ITEM000639,ORD00012,PROD0193,3,836.5,25
ITEM000640,ORD00952,PROD0247,1,418.37,20
ITEM000641,ORD00579,PROD0578,1,1480.01,15
ITEM000642,ORD00047,PROD0323,1,157.95,10
ITEM000643,ORD00009,PROD0290,3,1438.93,20
ITEM000644,ORD00200,PROD0401,3,1094.02,5
ITEM000645,ORD00720,PROD0340,1,622.78,25
ITEM000646,ORD00516,PROD0515,1,1215.09,5
ITEM000647,ORD00025,PROD0392,5,725.89,30
ITEM000648,ORD00873,PROD0298,1,258.61,25
ITEM000649,ORD00475,PROD0096,1,1430.17,5
ITEM000650,ORD00906,PROD0145,2,1157.86,5
ITEM000651,ORD00987,PROD0529,5,1488.57,20
ITEM000652,ORD00668,PROD0350,5,682.27,5
ITEM000653,ORD00348,PROD0369,3,942.74,15
ITEM000654,ORD00041,PROD0245,4,329.05,20
ITEM000655,ORD00622,PROD0157,1,859.01,15
ITEM000656,ORD00100,PROD0147,1,1154.15,10
ITEM000657,ORD00561,PROD0511,1,159.29,10
ITEM000658,ORD00174,PROD0166,3,120.88,20
ITEM000659,ORD00373,PROD0092,3,125.28,25
ITEM000660,ORD00791,PROD0485,-2,1468.16,30
ITEM000661,ORD00898,PROD0144,4,1410.95,20
ITEM000662,ORD00500,PROD0373,1,1291.32,15
ITEM000663,ORD00419,PROD0133,5,672.42,20
ITEM000664,ORD00866,PROD0322,5,573.05,25
ITEM000665,ORD00424,PROD0461,5,408.98,25
ITEM000666,ORD00044,PROD0059,5,1116.74,5
ITEM000667,ORD00717,PROD0009,5,248.75,0
ITEM000668,ORD00298,PROD0163,4,863.8,30
ITEM000669,ORD00075,PROD0398,2,1313.76,25
ITEM000670,ORD00096,PROD0478,3,713.36,20
ITEM000671,ORD00922,PROD0112,4,147.02,25
ITEM000672,ORD00111,PROD0444,4,315.22,10
ITEM000673,ORD00067,PROD0351,3,1494.73,15
ITEM000674,ORD00218,PROD0118,4,432.0,0
ITEM000675,ORD00559,PROD0482,2,235.36,5
ITEM000676,ORD00328,PROD0033,5,1481.96,30
ITEM000677,ORD00390,PROD0371,1,1188.55,15
ITEM000678,ORD00219,PROD0217,1,1304.67,30
ITEM000679,ORD00701,PROD0277,4,393.07,5
ITEM000680,ORD00086,PROD0071,2,425.38,0
ITEM000681,ORD00306,PROD0430,4,796.67,25
ITEM000682,ORD00915,PROD0189,3,1249.21,0
ITEM000683,ORD00917,PROD0351,4,1445.78,10
ITEM000684,ORD00169,PROD0358,2,1414.07,15
ITEM000685,ORD00487,PROD0165,5,1449.07,15
ITEM000686,ORD00364,PROD0399,5,1238.06,20
ITEM000687,ORD00802,PROD0204,5,135.16,25
ITEM000688,ORD00593,PROD0149,5,499.12,30
ITEM000689,ORD00962,PROD0015,3,242.75,15
ITEM000690,ORD00957,PROD0512,2,1299.17,0
ITEM000691,ORD00812,PROD0270,4,790.62,0
ITEM000692,ORD00462,PROD0461,2,965.6,20
ITEM000693,ORD00100,PROD0193,-1,641.86,20
ITEM000694,ORD00793,PROD0387,2,339.88,5
ITEM000695,ORD00976,PROD0591,2,1433.55,10
ITEM000696,ORD00834,PROD0017,3,466.88,10
ITEM000697,ORD00515,PROD0512,1,980.39,15
ITEM000698,ORD00424,PROD0361,4,541.27,20
ITEM000699,ORD00437,PROD0344,5,187.8,5
ITEM000700,INVALID00700,PROD0383,4,281.8,20
ITEM000701,ORD00167,PROD0447,5,584.71,30
ITEM000702,ORD00676,PROD0291,4,1059.1,30
ITEM000703,ORD00102,PROD0107,1,152.66,0
ITEM000704,ORD00632,PROD0107,4,754.68,30
ITEM000705,ORD00639,PROD0103,5,957.62,20
ITEM000706,ORD00596,PROD0297,1,1280.52,5
ITEM000707,ORD00229,PROD0565,4,584.0,5
ITEM000708,ORD00877,PROD0128,4,538.91,30
ITEM000709,ORD00936,PROD0423,4,1363.83,25
ITEM000710,ORD00721,PROD0008,4,1410.63,30
ITEM000711,ORD00230,PROD0291,5,416.06,25
ITEM000712,ORD00271,PROD0425,3,1016.49,0
ITEM000713,ORD00922,PROD0034,4,42.98,5
ITEM000714,ORD00810,PROD0532,3,1233.65,20
ITEM000715,ORD00326,PROD0175,3,1439.56,15
ITEM000716,ORD00248,PROD0401,5,305.14,25
ITEM000717,ORD00403,PROD0592,1,655.07,25
ITEM000718,ORD00400,PROD0413,2,1358.17,20
ITEM000719,ORD00163,PROD0237,4,167.38,30
ITEM000720,ORD00130,PROD0122,5,954.53,30
ITEM000721,ORD00402,PROD0567,3,255.4,10
ITEM000722,ORD00209,PROD0096,1,57.95,0
ITEM000723,ORD00644,PROD0157,5,61.17,25
ITEM000724,ORD00557,PROD0586,1,585.96,25
ITEM000725,ORD00752,PROD0465,2,959.01,30
ITEM000726,ORD00367,PROD0228,-1,459.45,20
ITEM000727,ORD00861,PROD0388,2,1160.18,25
ITEM000728,ORD00053,PROD0085,3,1403.76,25
ITEM000729,ORD00024,PROD0106,5,184.18,20
ITEM000730,ORD00126,PROD0146,1,438.05,5
ITEM000731,ORD00096,PROD0507,1,1270.04,30
ITEM000732,ORD00213,PROD0104,4,746.73,0
ITEM000733,ORD00424,PROD0499,1,1439.64,0
ITEM000734,ORD00216,PROD0385,4,1336.78,25
ITEM000735,ORD00931,PROD0165,4,286.11,0
ITEM000736,ORD00926,PROD0581,2,954.2,30
ITEM000737,ORD00033,PROD0352,1,1490.73,15
ITEM000738,ORD00629,PROD0560,5,27.42,20
ITEM000739,ORD00760,PROD0125,3,305.41,0
ITEM000740,ORD00549,PROD0531,1,777.38,5
ITEM000741,ORD00222,PROD0118,3,1349.89,0
ITEM000742,ORD00336,PROD0226,2,143.5,25
ITEM000743,ORD00963,PROD0275,2,425.03,5
ITEM000744,ORD00977,PROD0357,1,1067.96,25
ITEM000745,ORD00302,PROD0508,4,665.37,15
ITEM000746,ORD00945,PROD0257,2,275.98,25
ITEM000747,ORD00867,PROD0403,3,172.28,30
ITEM000748,ORD00785,PROD0320,5,265.17,5
ITEM000749,ORD00977,PROD0444,4,1326.63,15
ITEM000750,ORD00611,PROD0327,3,941.91,20
ITEM000751,ORD00393,PROD0205,4,859.37,10
ITEM000752,ORD00920,PROD0461,1,267.53,0
ITEM000753,ORD00982,PROD0260,5,888.57,10
ITEM000754,ORD00619,PROD0361,5,609.49,0
ITEM000755,ORD00185,PROD0440,3,1190.53,10
ITEM000756,ORD00252,PROD0221,1,992.29,10
ITEM000757,ORD00149,PROD0126,3,34.26,25
ITEM000758,ORD00012,PROD0219,3,708.76,30
ITEM000759,ORD00330,PROD0068,-3,590.67,20
ITEM000760,ORD00218,PROD0223,5,172.32,10
ITEM000761,ORD00734,PROD0077,5,869.44,25
ITEM000762,ORD00432,PROD0326,4,1223.82,5
ITEM000763,ORD00202,PROD0506,1,758.0,10
ITEM000764,ORD00432,PROD0128,1,690.12,20
ITEM000765,ORD00335,PROD0393,5,369.9,0
ITEM000766,ORD00292,PROD0590,1,1482.17,15
ITEM000767,ORD00292,PROD0413,2,74.77,20
ITEM000768,ORD00941,PROD0041,5,519.34,0
ITEM000769,ORD00072,PROD0098,4,1248.18,15
ITEM000770,ORD00741,PROD0282,3,489.44,10
ITEM000771,ORD00410,PROD0570,1,1166.43,15
ITEM000772,ORD00628,PROD0403,1,461.7,15
ITEM000773,ORD00506,PROD0383,1,1407.8,0
ITEM000774,ORD00030,PROD0049,2,1241.68,5
ITEM000775,ORD00108,PROD0447,3,354.99,0
ITEM000776,ORD00196,PROD0551,3,1484.56,25
ITEM000777,ORD00889,PROD0266,1,1327.31,0
ITEM000778,ORD00114,PROD0312,1,131.06,10
ITEM000779,ORD00705,PROD0389,5,419.47,5
ITEM000780,ORD00948,PROD0598,2,701.83,5
ITEM000781,ORD00327,PROD0599,2,1333.94,15
ITEM000782,ORD00653,PROD0126,4,792.21,5
ITEM000783,ORD00592,PROD0502,4,1465.0,10
ITEM000784,ORD00792,PROD0232,4,155.86,30
ITEM000785,ORD00304,PROD0362,1,846.6,30
ITEM000786,ORD00249,PROD0080,2,131.21,15
ITEM000787,ORD00062,PROD0014,2,1012.34,15
ITEM000788,ORD00839,PROD0193,4,741.72,10
ITEM000789,ORD00214,PROD0541,5,780.61,10
ITEM000790,ORD00779,PROD0465,3,989.83,30
ITEM000791,ORD00517,PROD0134,1,343.8,10
ITEM000792,ORD00395,PROD0526,-3,320.47,15
ITEM000793,ORD00193,PROD0285,1,646.18,25
ITEM000794,ORD00315,PROD0105,5,237.99,0
ITEM000795,ORD00763,PROD0247,1,44.55,15
ITEM000796,ORD00192,PROD0030,3,724.84,20
ITEM000797,ORD00464,PROD0272,3,195.12,20
ITEM000798,ORD00087,PROD0442,3,333.86,15
ITEM000799,ORD00515,PROD0521,4,513.93,15
ITEM000800,INVALID00800,PROD0101,3,92.72,15
ITEM000801,ORD00750,PROD0199,4,455.13,15
ITEM000802,ORD00181,PROD0283,5,803.75,15
ITEM000803,ORD00532,PROD0112,4,1028.12,25
ITEM000804,ORD00255,PROD0225,1,190.48,0
ITEM000805,ORD00590,PROD0245,3,117.45,0
ITEM000806,ORD00283,PROD0415,2,600.02,0
ITEM000807,ORD00226,PROD0508,3,324.44,30
ITEM000808,ORD00209,PROD0295,3,1064.66,10
ITEM000809,ORD00752,PROD0097,1,293.92,25
ITEM000810,ORD00638,PROD0313,4,1281.79,25
ITEM000811,ORD00245,PROD0323,2,1028.53,5
ITEM000812,ORD00192,PROD0467,3,229.91,0
ITEM000813,ORD00683,PROD0439,4,514.4,5
ITEM000814,ORD00998,PROD0079,3,272.67,30
ITEM000815,ORD00874,PROD0361,1,1454.92,20
ITEM000816,ORD00002,PROD0254,4,719.4,0
ITEM000817,ORD00839,PROD0581,1,1026.47,10
ITEM000818,ORD00856,PROD0538,2,764.66,30
ITEM000819,ORD00151,PROD0103,1,470.81,25
ITEM000820,ORD00344,PROD0503,4,1107.53,20
ITEM000821,ORD00264,PROD0260,4,559.15,0
ITEM000822,ORD00848,PROD0309,3,1071.03,20
ITEM000823,ORD00794,PROD0496,5,186.89,25
ITEM000824,ORD00532,PROD0152,1,1468.38,30
ITEM000825,ORD00226,PROD0510,-2,65.74,20
ITEM000826,ORD00759,PROD0369,4,325.34,0
ITEM000827,ORD00199,PROD0111,4,1448.87,25
ITEM000828,ORD00696,PROD0461,5,1481.25,20
ITEM000829,ORD00180,PROD0358,3,1334.23,15
ITEM000830,ORD00604,PROD0283,4,477.8,0
ITEM000831,ORD00594,PROD0352,5,1254.57,0
ITEM000832,ORD00444,PROD0581,4,1452.87,30
ITEM000833,ORD00356,PROD0113,3,1454.82,15
ITEM000834,ORD00950,PROD0478,2,1027.77,20
ITEM000835,ORD00990,PROD0572,3,1003.19,10
ITEM000836,ORD00499,PROD0067,3,1203.68,0
ITEM000837,ORD00465,PROD0223,1,438.87,20
ITEM000838,ORD00127,PROD0501,1,472.62,15
ITEM000839,ORD00361,PROD0052,1,392.12,10
ITEM000840,ORD00900,PROD0515,3,1004.68,30
ITEM000841,ORD00575,PROD0089,2,1075.53,5
ITEM000842,ORD00751,PROD0443,2,886.13,0
ITEM000843,ORD00298,PROD0033,2,720.3,10
ITEM000844,ORD00255,PROD0433,4,610.69,0
ITEM000845,ORD00915,PROD0310,3,903.62,5
ITEM000846,ORD00578,PROD0331,4,1210.48,5
ITEM000847,ORD00700,PROD0257,2,220.82,20
ITEM000848,ORD00205,PROD0313,3,146.68,20
ITEM000849,ORD00950,PROD0559,4,291.39,30
ITEM000850,ORD00897,PROD0099,4,225.14,15
ITEM000851,ORD00711,PROD0516,3,1403.62,25
ITEM000852,ORD00367,PROD0363,4,652.95,15
ITEM000853,ORD00985,PROD0473,4,60.96,20
ITEM000854,ORD00028,PROD0091,4,1138.67,20
ITEM000855,ORD00929,PROD0249,3,878.88,10
ITEM000856,ORD00131,PROD0557,5,1351.87,10
ITEM000857,ORD00055,PROD0129,4,616.35,0
ITEM000858,ORD00474,PROD0056,-2,145.3,10
ITEM000859,ORD00850,PROD0342,1,899.62,30
ITEM000860,ORD00298,PROD0494,5,1042.08,30
ITEM000861,ORD00063,PROD0599,1,1018.13,25
ITEM000862,ORD00735,PROD0210,1,784.07,20
ITEM000863,ORD00759,PROD0140,4,350.84,25
ITEM000864,ORD00656,PROD0309,2,949.79,25
ITEM000865,ORD00960,PROD0497,1,943.02,5
ITEM000866,ORD00118,PROD0001,1,246.47,0
ITEM000867,ORD00533,PROD0254,1,322.35,15
ITEM000868,ORD00026,PROD0455,5,598.26,0
ITEM000869,ORD00308,PROD0496,4,1474.39,30
ITEM000870,ORD00241,PROD0267,5,1236.1,25
ITEM000871,ORD00450,PROD0127,5,659.88,25
ITEM000872,ORD00023,PROD0146,2,1231.45,25
ITEM000873,ORD00247,PROD0524,2,1117.66,20
ITEM000874,ORD00206,PROD0492,4,449.25,25
ITEM000875,ORD00103,PROD0505,5,563.66,10
ITEM000876,ORD00401,PROD0110,4,706.67,30
ITEM000877,ORD00436,PROD0029,2,439.46,0
ITEM000878,ORD00578,PROD0012,4,879.2,0
ITEM000879,ORD00661,PROD0456,5,83.1,10
ITEM000880,ORD00986,PROD0480,2,1325.99,15
ITEM000881,ORD00284,PROD0163,1,549.47,30
ITEM000882,ORD00882,PROD0216,5,536.27,25
ITEM000883,ORD00538,PROD0526,4,112.89,25
ITEM000884,ORD00156,PROD0577,3,522.15,25
ITEM000885,ORD00880,PROD0286,2,1181.74,25
ITEM000886,ORD00311,PROD0070,4,1375.92,25
ITEM000887,ORD00496,PROD0484,4,916.65,5
ITEM000888,ORD00590,PROD0539,5,403.65,25
ITEM000889,ORD00332,PROD0595,5,535.18,20
ITEM000890,ORD00850,PROD0070,4,86.5,30
ITEM000891,ORD00751,PROD0099,-1,1004.59,15
ITEM000892,ORD00957,PROD0332,4,1144.67,30
ITEM000893,ORD00828,PROD0108,2,1351.7,5
ITEM000894,ORD00746,PROD0431,4,1385.12,0
ITEM000895,ORD00627,PROD0118,3,75.38,25
ITEM000896,ORD00075,PROD0384,4,917.67,30
ITEM000897,ORD00031,PROD0329,2,179.34,15
ITEM000898,ORD00387,PROD0588,2,843.57,5
ITEM000899,ORD00259,PROD0449,4,1024.7,5
ITEM000900,INVALID00900,PROD0445,2,1224.48,30
ITEM000901,ORD00809,PROD0089,2,881.52,25
ITEM000902,ORD00983,PROD0209,1,69.19,5
ITEM000903,ORD00915,PROD0369,1,1166.09,20
ITEM000904,ORD00560,PROD0349,1,294.25,25
ITEM000905,ORD00981,PROD0509,5,301.4,5
ITEM000906,ORD00585,PROD0513,4,541.12,20
ITEM000907,ORD00922,PROD0142,5,1206.36,15
ITEM000908,ORD00438,PROD0073,4,862.35,5
ITEM000909,ORD00802,PROD0306,5,169.35,15
ITEM000910,ORD00237,PROD0554,1,509.76,5
ITEM000911,ORD00842,PROD0258,3,597.83,10
ITEM000912,ORD00070,PROD0295,2,130.67,20
ITEM000913,ORD00248,PROD0513,5,482.11,20
ITEM000914,ORD00059,PROD0114,5,882.5,10
ITEM000915,ORD00669,PROD0034,1,520.31,10
ITEM000916,ORD00206,PROD0061,3,226.15,20
ITEM000917,ORD00837,PROD0064,3,368.71,0
ITEM000918,ORD00825,PROD0037,5,531.85,0
ITEM000919,ORD00973,PROD0083,4,1333.53,15
ITEM000920,ORD00970,PROD0278,2,1090.53,0
ITEM000921,ORD00037,PROD0520,4,353.36,10
ITEM000922,ORD00442,PROD0311,4,1176.68,5
ITEM000923,ORD00022,PROD0027,1,1164.95,30
ITEM000924,ORD00201,PROD0389,-3,1029.27,25
ITEM000925,ORD00019,PROD0494,5,97.17,30
ITEM000926,ORD00387,PROD0441,2,1057.98,20
ITEM000927,ORD00142,PROD0449,1,194.63,20
ITEM000928,ORD00926,PROD0361,3,306.6,15
ITEM000929,ORD00941,PROD0244,1,363.41,20
ITEM000930,ORD00011,PROD0423,2,1126.26,30
ITEM000931,ORD00813,PROD0582,5,87.75,30
ITEM000932,ORD00016,PROD0059,2,133.39,5
ITEM000933,ORD00450,PROD0290,2,84.7,10
ITEM000934,ORD00617,PROD0300,2,211.98,15
ITEM000935,ORD00491,PROD0079,1,133.04,20
ITEM000936,ORD00211,PROD0366,4,1348.51,30
ITEM000937,ORD00226,PROD0310,4,1413.31,30
ITEM000938,ORD00565,PROD0251,3,799.73,10
ITEM000939,ORD00327,PROD0516,5,174.48,10
ITEM000940,ORD00923,PROD0498,4,434.08,5
ITEM000941,ORD00934,PROD0534,2,361.19,25
ITEM000942,ORD00567,PROD0126,2,571.14,30
ITEM000943,ORD00807,PROD0037,2,1467.31,25
ITEM000944,ORD00451,PROD0117,4,51.51,30
ITEM000945,ORD00035,PROD0285,3,890.6,10
ITEM000946,ORD00848,PROD0062,1,433.06,20
ITEM000947,ORD00394,PROD0020,4,1296.9,15
ITEM000948,ORD00455,PROD0230,1,324.48,5
ITEM000949,ORD00676,PROD0546,4,97.34,10
ITEM000950,ORD00033,PROD0357,5,1407.09,20
ITEM000951,ORD00773,PROD0269,3,1219.16,20
ITEM000952,ORD00222,PROD0350,1,1094.16,20
ITEM000953,ORD00445,PROD0059,4,1214.95,20
ITEM000954,ORD00398,PROD0548,3,705.98,20
ITEM000955,ORD00737,PROD0532,5,404.95,15
ITEM000956,ORD00479,PROD0136,2,1363.41,10
ITEM000957,ORD00819,PROD0256,-1,1161.58,10
ITEM000958,ORD00346,PROD0405,5,77.14,10
ITEM000959,ORD00371,PROD0257,3,1177.99,30
ITEM000960,ORD00791,PROD0013,5,203.97,20
ITEM000961,ORD00677,PROD0271,3,1274.44,15
ITEM000962,ORD00474,PROD0451,1,33.13,0
ITEM000963,ORD00990,PROD0492,3,963.86,20
ITEM000964,ORD00224,PROD0060,4,877.76,0
ITEM000965,ORD00284,PROD0565,5,484.76,0
ITEM000966,ORD00452,PROD0265,2,1153.65,10
ITEM000967,ORD00266,PROD0131,4,356.58,5
ITEM000968,ORD00151,PROD0051,5,364.36,25
ITEM000969,ORD00040,PROD0519,2,1293.64,20
ITEM000970,ORD00325,PROD0567,1,1081.69,0
ITEM000971,ORD00975,PROD0264,3,43.85,30
ITEM000972,ORD00879,PROD0554,3,1083.11,20
ITEM000973,ORD00241,PROD0112,3,134.67,15
ITEM000974,ORD00116,PROD0080,5,370.73,10
ITEM000975,ORD00585,PROD0426,3,125.66,15
ITEM000976,ORD00897,PROD0147,3,56.55,20
ITEM000977,ORD00808,PROD0344,3,1463.15,25
ITEM000978,ORD00384,PROD0302,4,940.44,5
ITEM000979,ORD00378,PROD0298,1,1396.86,20
ITEM000980,ORD00027,PROD0217,1,1215.89,20
ITEM000981,ORD00733,PROD0596,5,1075.0,5
ITEM000982,ORD00388,PROD0034,5,992.45,5
ITEM000983,ORD00391,PROD0080,1,1438.77,5
ITEM000984,ORD00579,PROD0589,5,952.88,25
ITEM000985,ORD00429,PROD0125,5,1274.44,20
ITEM000986,ORD00818,PROD0484,1,995.61,20
ITEM000987,ORD00452,PROD0276,3,308.63,20
ITEM000988,ORD00301,PROD0337,2,379.75,30
ITEM000989,ORD00371,PROD0467,2,485.93,0
ITEM000990,ORD00710,PROD0420,-2,555.58,10
ITEM000991,ORD00574,PROD0079,5,1373.66,25
ITEM000992,ORD00496,PROD0236,5,684.47,15
ITEM000993,ORD00236,PROD0129,5,1390.06,5
ITEM000994,ORD00796,PROD0599,4,1005.54,20
ITEM000995,ORD00267,PROD0350,3,484.49,0
ITEM000996,ORD00419,PROD0518,4,1475.21,20
ITEM000997,ORD00507,PROD0185,2,1317.08,0
ITEM000998,ORD00171,PROD0429,1,409.8,20
ITEM000999,ORD00729,PROD0104,4,207.07,0
ITEM001000,INVALID01000,PROD0025,4,1041.27,0
ITEM001001,ORD00136,PROD0543,5,1379.56,15
ITEM001002,ORD00363,PROD0412,2,1051.45,5
ITEM001003,ORD00730,PROD0122,3,518.48,30
ITEM001004,ORD00920,PROD0111,3,1491.32,0
ITEM001005,ORD00076,PROD0460,3,1367.8,25
ITEM001006,ORD00461,PROD0297,4,1141.34,25
ITEM001007,ORD00138,PROD0522,2,144.01,0
ITEM001008,ORD00608,PROD0379,5,1017.38,15
ITEM001009,ORD00389,PROD0450,3,281.55,25
ITEM001010,ORD00603,PROD0100,3,363.75,15
ITEM001011,ORD00350,PROD0578,1,786.16,20
ITEM001012,ORD00594,PROD0437,5,442.18,15
ITEM001013,ORD00327,PROD0147,2,82.06,25
ITEM001014,ORD00904,PROD0441,2,788.32,20
ITEM001015,ORD00901,PROD0322,5,167.21,10
ITEM001016,ORD00170,PROD0295,1,425.3,15
ITEM001017,ORD00230,PROD0296,2,1410.02,10
ITEM001018,ORD00621,PROD0238,1,1006.32,5
ITEM001019,ORD00099,PROD0566,2,1261.41,30
