product_id,old_name,category,base_price,quantity,status,region,priority,user_id,price,amount
P01266,T-Shirt,Home,3417.19,3,Cancelled,South,Medium,U0460,3417.19,10251.57
P01267,T-Shirt,Books,2536.48,3,Completed,West,Medium,U0941,2536.48,7609.44
P01268,Wireless Mouse,Beauty,560.56,4,Completed,South,High,U1035,560.56,2242.24
P01269,Running Shoes,Clothing,1524.54,4,Completed,North,Low,U0181,1524.54,6098.16
P01270,Mixer,Books,4920.29,6,Completed,South,Medium,U1256,4920.29,29521.74
P01271,Face Wash,Sports,4807.5,7,Completed,East,Low,U0029,4807.50,33652.5
P01272,T-Shirt,Home,1670.39,5,Completed,South,Medium,U0532,1670.39,8351.95
P01273,Wireless Mouse,Beauty,4981.85,6,Completed,West,Low,U1029,4981.85,29891.1
P01274,Face Wash,Beauty,4243.2,6,Completed,North,Low,U0140,4243.20,25459.2
P01275,Running Shoes,Books,3093.7,4,Completed,North,High,U1052,3093.70,12374.8
P01276,Mixer,Clothing,296.61,5,Completed,South,Medium,U0098,296.61,1483.05
P01277,Running Shoes,Electronics,4517.09,5,Completed,South,High,U0262,4517.09,22585.45
P01278,T-Shirt,Home,2831.4,3,Pending,South,Medium,U0019,2831.40,8494.2
P01279,Face Wash,Beauty,4355.53,4,Completed,South,Medium,U0012,4355.53,17422.12
P01280,Face Wash,Clothing,4188.7,5,Completed,West,Low,U0537,4188.70,20943.5
P01281,Face Wash,Sports,4181.73,6,Completed,West,Medium,U1489,4181.73,25090.38
P01282,T-Shirt,Beauty,3521.05,2,Completed,North,Medium,U0259,3521.05,7042.1
P01283,T-Shirt,Clothing,1527.93,2,Pending,South,Low,U0024,1527.93,3055.86
P01284,Running Shoes,Electronics,1747.19,4,Completed,West,High,U1032,1747.19,6988.76
P01285,Headphones,Electronics,1611.5,3,Completed,West,Low,U0228,1611.50,4834.5
P01286,Running Shoes,Beauty,198.23,3,Cancelled,North,Medium,U0376,198.23,594.69
P01287,Mixer,Beauty,2954.59,5,Returned,North,Medium,U1147,2954.59,14772.95
P01288,Wireless Mouse,Books,3524.28,7,Completed,East,High,U1114,3524.28,24669.96
P01289,Face Wash,Home,4283.94,4,Completed,West,Low,U1480,4283.94,17135.76
P01290,Headphones,Clothing,786.81,7,Completed,North,Medium,U0224,786.81,5507.67
P01291,Wireless Mouse,Beauty,2766.5,2,Completed,West,Medium,U0736,2766.50,5533.0
P01292,Headphones,Home,139.24,6,Completed,West,Low,U0257,139.24,835.44
P01293,Novel,Books,565.96,5,Completed,South,Medium,U0515,,2829.8
P01294,Running Shoes,Home,365.64,6,Completed,South,Low,U0833,365.64,2193.84
P01295,T-Shirt,Beauty,3654.84,7,Cancelled,South,Low,U1172,3654.84,25583.88
P01296,Face Wash,Electronics,497.19,5,Completed,South,Low,U1411,497.19,2485.95
P01297,Running Shoes,Clothing,3610.62,1,Completed,West,High,U0701,3610.62,3610.62
P01298,Wireless Mouse,Clothing,1323.16,6,Pending,East,Low,U0911,1323.16,7938.96
P01299,Novel,Electronics,4400.79,4,Completed,East,Medium,U0699,4400.79,17603.16
P01300,Novel,Beauty,4084.43,6,Completed,East,Low,U0438,,24506.58
P01301,Novel,Clothing,4793.37,6,Completed,West,Low,U0037,4793.37,28760.22
P01302,Wireless Mouse,Beauty,4430.43,5,Completed,East,Low,U0106,4430.43,22152.15
P01303,Wireless Mouse,Books,4673.31,2,Completed,West,Medium,U0615,4673.31,9346.62
P01304,Wireless Mouse,Beauty,4307.84,7,Completed,North,Low,U0232,4307.84,30154.88
P01305,Wireless Mouse,Home,3497.57,1,Completed,East,Low,U0867,3497.57,3497.57
P01306,Novel,Electronics,934.27,6,Completed,West,High,U1170,934.27,5605.62
P01307,Novel,Beauty,1431.37,7,Returned,North,Medium,U1041,1431.37,10019.59
P01308,Headphones,Books,1142.36,7,Completed,South,Low,U1183,1142.36,7996.52
P01309,Running Shoes,Sports,3057.57,2,Completed,North,Medium,U0960,3057.57,6115.14
P01310,Face Wash,Electronics,2567.74,3,Returned,North,Low,U1306,2567.74,7703.22
P01311,T-Shirt,Clothing,4348.69,1,Completed,East,Medium,U0278,4348.69,4348.69
P01312,Novel,Home,4768.1,1,Completed,South,Low,U0125,4768.10,4768.1
P01313,T-Shirt,Clothing,2083.81,7,Completed,South,Low,U1444,2083.81,14586.67
P01314,Running Shoes,Books,2581.12,5,Pending,East,Low,U1344,2581.12,12905.6
P01315,Running Shoes,Books,4860.43,6,Completed,North,Low,U0675,4860.43,29162.58
P01316,T-Shirt,Clothing,1453.57,3,Pending,West,High,U0715,1453.57,4360.71
P01317,Novel,Electronics,3982.71,5,Returned,East,Low,U0667,3982.71,19913.55
P01318,T-Shirt,Clothing,1203.68,4,Completed,North,Low,U1348,1203.68,4814.72
P01319,Headphones,Beauty,3439.15,2,Completed,West,Medium,U0913,3439.15,6878.3
P01320,Mixer,Clothing,1342.72,2,Completed,East,Medium,U0395,1342.72,2685.44
P01321,Novel,Home,4430.29,5,Completed,East,Low,U0773,4430.29,22151.45
P01322,Novel,Home,2851.24,7,Completed,South,Low,U0186,2851.24,19958.68
P01323,Face Wash,Sports,1011.07,2,Completed,South,Low,U0466,1011.07,2022.14
P01324,Wireless Mouse,Home,1199.41,6,Pending,South,Low,U1081,1199.41,7196.46
P01325,Mixer,Clothing,2519.86,2,Completed,West,Low,U0458,2519.86,5039.72
P01326,Running Shoes,Home,4811.85,6,Returned,East,Low,,4811.85,28871.1
P01327,Novel,Electronics,3871.25,4,Pending,South,Medium,U1232,3871.25,15485.0
P01328,T-Shirt,Home,2492.72,3,Completed,South,High,U0074,2492.72,7478.16
P01329,Mixer,Beauty,1754.82,1,Pending,East,Medium,U1109,1754.82,1754.82
P01330,Face Wash,Electronics,2791.42,5,Completed,West,Medium,U0632,2791.42,13957.1
P01331,Running Shoes,Sports,3766.97,5,Pending,South,Medium,U1038,3766.97,18834.85
P01332,Wireless Mouse,Beauty,3941.25,6,Completed,North,Medium,U0840,3941.25,23647.5
P01333,Wireless Mouse,Clothing,1690.58,4,Completed,West,High,U0912,1690.58,6762.32
P01334,Face Wash,Clothing,3633.68,4,Pending,South,Medium,U0794,3633.68,14534.72
P01335,Face Wash,Clothing,3323.17,7,Completed,North,Medium,U0049,3323.17,23262.19
P01336,T-Shirt,Beauty,4799.65,1,Cancelled,South,Low,U1450,4799.65,4799.65
P01337,Novel,Beauty,4662.34,3,Completed,West,Medium,U0966,4662.34,13987.02
P01338,Wireless Mouse,Beauty,3967.96,5,Completed,East,Low,U0359,3967.96,19839.8
P01339,Running Shoes,Electronics,3644.63,6,Completed,East,Low,U0242,3644.63,21867.78
P01340,Mixer,Books,1442.8,4,Cancelled,West,Low,U1077,1442.80,5771.2
P01341,Running Shoes,Electronics,4245.23,5,Completed,South,Medium,U1093,4245.23,21226.15
P01342,Headphones,Clothing,2194.78,6,Pending,West,Medium,U0056,2194.78,13168.68
P01343,Headphones,Books,1433.98,2,Pending,North,High,U0879,1433.98,2867.96
P01344,Face Wash,Home,1982.39,5,Cancelled,South,Low,U1480,1982.39,9911.95
P01345,T-Shirt,Clothing,4196.08,3,Pending,West,Low,U0255,4196.08,12588.24
P01346,Headphones,Sports,828.3,6,Completed,East,High,U0005,828.30,4969.8
P01347,Wireless Mouse,Electronics,2335.18,3,Cancelled,West,High,U1076,2335.18,7005.54
P01348,Running Shoes,Beauty,2512.55,5,Pending,South,Medium,U0329,2512.55,12562.75
P01349,Running Shoes,Electronics,279.49,2,Pending,West,Low,U0098,279.49,558.98
P01350,Face Wash,Beauty,1059.16,3,Completed,East,Medium,U1185,1059.16,3177.48
P01351,Novel,Books,4151.04,4,Completed,North,Low,U1430,4151.04,16604.16
P01352,Novel,Sports,4170.76,6,Completed,West,High,U0981,4170.76,25024.56
P01353,Mixer,Books,1532.83,5,Completed,West,Medium,U1003,1532.83,7664.15
P01354,Face Wash,Sports,4387.0,2,Completed,North,Low,U0783,4387.00,8774.0
P01355,Mixer,Electronics,3881.74,4,Completed,West,High,U0577,3881.74,15526.96
P01356,Novel,Beauty,2147.75,5,Completed,East,Medium,U0327,2147.75,10738.75
P01357,Face Wash,Books,3767.19,7,Completed,North,High,U0243,3767.19,26370.33
P01358,Face Wash,Sports,4810.54,2,Completed,East,High,U0367,4810.54,9621.08
P01359,Face Wash,Clothing,2348.95,4,Completed,East,Low,U0774,2348.95,9395.8
P01360,Novel,Clothing,1268.29,3,Pending,East,Low,U0724,1268.29,3804.87
P01361,Mixer,Books,4714.9,5,Completed,South,Medium,U1466,4714.90,23574.5
P01362,Mixer,Beauty,3058.35,5,Completed,North,High,U1178,3058.35,15291.75
P01363,Face Wash,Books,615.8,3,Completed,South,High,U0234,615.80,1847.4
P01364,Headphones,Electronics,2906.15,7,Completed,South,Medium,U0652,2906.15,20343.05
P01365,T-Shirt,Sports,2552.85,1,Pending,West,Low,U0333,2552.85,2552.85
P01366,Novel,Electronics,4292.39,4,Pending,North,Low,U0495,4292.39,17169.56
P01367,T-Shirt,Clothing,2700.41,3,Completed,West,High,U1139,2700.41,8101.23
P01368,T-Shirt,Sports,1350.64,5,Completed,South,Medium,U0369,1350.64,6753.2
P01369,Mixer,Books,3410.66,4,Cancelled,West,Medium,U1357,3410.66,13642.64
P01370,Mixer,Electronics,2758.62,7,Completed,East,Medium,U1154,2758.62,19310.34
P01371,Headphones,Home,1241.92,4,Completed,South,Medium,U1202,1241.92,4967.68
P01372,T-Shirt,Beauty,2910.78,1,Completed,East,High,U0095,2910.78,2910.78
P01373,T-Shirt,Beauty,4125.52,5,Completed,North,Low,U1341,4125.52,20627.6
P01374,Face Wash,Home,240.0,2,Completed,West,Low,U0907,240.00,480.0
P01375,Mixer,Clothing,3191.17,1,Completed,South,Medium,U1125,3191.17,3191.17
P01376,T-Shirt,Sports,1812.97,1,Completed,North,High,U1220,1812.97,1812.97
P01377,Running Shoes,Beauty,1534.09,2,Completed,East,Low,U0802,1534.09,3068.18
P01378,Headphones,Home,2023.68,2,Completed,West,Low,U0208,2023.68,4047.36
P01379,Running Shoes,Books,1775.91,7,Completed,West,Low,U0607,1775.91,12431.37
P01380,Running Shoes,Home,4177.97,7,Completed,South,Low,U0473,4177.97,29245.79
P01381,Novel,Clothing,1446.51,1,Completed,West,Low,U1032,1446.51,1446.51
P01382,Novel,Clothing,3692.45,4,Completed,West,Medium,U0136,3692.45,14769.8
P01383,Headphones,Electronics,560.89,3,Pending,East,Low,U0610,560.89,1682.67
P01384,Running Shoes,Beauty,4761.84,3,Completed,East,Medium,,4761.84,14285.52
P01385,T-Shirt,Electronics,3149.35,1,Completed,East,Low,U0261,3149.35,3149.35
P01386,Mixer,Home,3562.92,4,Completed,North,Low,U1171,3562.92,14251.68
P01387,Headphones,Sports,1560.39,2,Completed,North,Medium,U0458,1560.39,3120.78
P01388,Face Wash,Sports,2119.27,6,Completed,West,Medium,U1462,2119.27,12715.62
P01389,Running Shoes,Clothing,1196.51,1,Completed,North,Low,U1437,1196.51,1196.51
P01390,Headphones,Sports,4669.43,5,Pending,South,High,U0232,4669.43,23347.15
P01391,Wireless Mouse,Sports,2491.71,4,Cancelled,East,Low,U0101,2491.71,9966.84
P01392,Wireless Mouse,Sports,3189.2,5,Completed,North,Medium,U0147,3189.20,15946.0
P01393,Novel,Home,3697.93,5,Completed,West,Medium,U0717,3697.93,18489.65
P01394,Mixer,Sports,1918.42,1,Cancelled,East,High,U0507,1918.42,1918.42
P01395,T-Shirt,Books,3628.5,4,Completed,North,Medium,U0558,3628.50,14514.0
P01396,Mixer,Sports,3412.36,5,Cancelled,East,Medium,U0104,3412.36,17061.8
P01397,Mixer,Sports,3557.73,7,Completed,North,Medium,U0336,3557.73,24904.11
P01398,Mixer,Electronics,2497.23,7,Completed,West,Low,U0446,2497.23,17480.61
P01399,Mixer,Home,1976.39,4,Completed,North,Medium,U0734,1976.39,7905.56
P01400,Face Wash,Clothing,1188.2,3,Returned,North,Low,U0444,1188.20,3564.6
P01401,Face Wash,Electronics,4140.67,6,Cancelled,North,High,U0118,4140.67,24844.02
P01402,Novel,Beauty,3080.92,5,Completed,East,Low,U0929,3080.92,15404.6
P01403,Headphones,Home,2277.33,5,Pending,North,High,U0723,2277.33,11386.65
P01404,Wireless Mouse,Books,4725.58,4,Completed,North,Low,U0567,4725.58,18902.32
P01405,Mixer,Home,334.41,7,Pending,North,High,U0088,334.41,2340.87
P01406,Novel,Beauty,4265.84,6,Pending,East,Medium,U0476,4265.84,25595.04
P01407,Headphones,Beauty,4988.15,3,Completed,West,Low,U0295,4988.15,14964.45
P01408,Wireless Mouse,Beauty,4446.02,5,Completed,West,Low,U0720,4446.02,22230.1
P01409,Running Shoes,Clothing,4071.14,1,Returned,West,High,U1405,4071.14,4071.14
P01410,T-Shirt,Sports,1934.1,7,Returned,North,Low,U0995,1934.10,13538.7
P01411,Face Wash,Home,1233.44,4,Completed,East,Low,U1307,1233.44,4933.76
P01412,Running Shoes,Sports,3700.77,4,Completed,West,Low,U0844,3700.77,14803.08
P01413,Wireless Mouse,Sports,1592.42,7,Returned,West,High,U0686,1592.42,11146.94
P01414,Running Shoes,Books,962.59,5,Completed,West,Low,U0639,962.59,4812.95
P01415,T-Shirt,Beauty,3953.98,3,Completed,South,Low,U1180,3953.98,11861.94
P01416,Novel,Clothing,1631.46,5,Completed,East,High,U1204,,8157.3
P01417,Wireless Mouse,Books,4580.76,7,Cancelled,South,High,U0961,4580.76,32065.32
P01418,Running Shoes,Electronics,4219.1,2,Completed,North,Low,U0935,4219.10,8438.2
P01419,Face Wash,Clothing,4253.44,5,Completed,West,High,U0890,4253.44,21267.2
P01420,Face Wash,Sports,3880.69,6,Completed,North,Low,U0914,3880.69,23284.14
P01421,Headphones,Clothing,4416.32,7,Cancelled,East,Low,U1111,4416.32,30914.24
P01422,Running Shoes,Beauty,4048.16,6,Pending,North,High,U0406,4048.16,24288.96
P01423,Mixer,Electronics,3052.31,7,Pending,North,High,U1291,3052.31,21366.17
P01424,Running Shoes,Beauty,1549.53,2,Completed,West,Low,U1088,1549.53,3099.06
P01425,Novel,Electronics,4452.23,6,Cancelled,East,Low,U0119,4452.23,26713.38
P01426,Wireless Mouse,Books,4218.96,6,Pending,North,Low,U0341,4218.96,25313.76
P01427,Wireless Mouse,Sports,2417.11,1,Pending,South,High,U0313,2417.11,2417.11
P01428,Novel,Electronics,291.49,4,Returned,West,High,U0163,291.49,1165.96
P01429,Running Shoes,Electronics,3228.86,6,Completed,South,Low,U0293,3228.86,19373.16
P01430,Novel,Electronics,347.92,4,Completed,West,High,U0690,347.92,1391.68
P01431,T-Shirt,Clothing,4638.77,7,Cancelled,North,Low,U1401,4638.77,32471.39
P01432,Novel,Books,4811.99,3,Pending,West,Medium,U1425,4811.99,14435.97
P01433,Face Wash,Clothing,1028.5,5,Completed,North,Low,U0673,1028.50,5142.5
P01434,Novel,Sports,3414.31,1,Completed,South,Medium,U1424,3414.31,3414.31
P01435,Wireless Mouse,Electronics,552.12,7,Pending,North,Low,U0399,552.12,3864.84
P01436,Face Wash,Books,3674.63,2,Completed,West,High,U0909,3674.63,7349.26
P01437,Wireless Mouse,Books,1801.71,3,Completed,West,Low,U0487,1801.71,5405.13
P01438,Headphones,Home,3437.15,1,Cancelled,West,Medium,U1048,3437.15,3437.15
P01439,Mixer,Sports,1927.09,1,Completed,South,High,U1083,1927.09,1927.09
P01440,Wireless Mouse,Books,813.28,7,Completed,East,Medium,U0749,813.28,5692.96
P01441,Face Wash,Electronics,2089.94,2,Pending,South,Low,U0240,2089.94,4179.88
P01442,Headphones,Electronics,652.1,2,Completed,North,Medium,U0311,652.10,1304.2
P01443,Wireless Mouse,Books,2926.73,4,Completed,North,High,U0321,2926.73,11706.92
P01444,T-Shirt,Clothing,300.66,5,Completed,South,Medium,U0672,300.66,1503.3
P01445,Novel,Sports,2683.87,7,Completed,South,Low,U0572,2683.87,18787.09
P01446,Mixer,Electronics,4443.21,3,Completed,North,Medium,U0414,4443.21,13329.63
P01447,Wireless Mouse,Books,4205.58,5,Completed,North,High,U1346,4205.58,21027.9
P01448,Headphones,Electronics,4425.63,3,Completed,North,Low,U0402,4425.63,13276.89
P01449,T-Shirt,Books,4618.04,1,Completed,East,Medium,U0059,4618.04,4618.04
P01450,Running Shoes,Sports,612.19,6,Completed,East,Medium,U0053,612.19,3673.14
P01451,Headphones,Books,730.86,6,Cancelled,South,Low,U1088,730.86,4385.16
P01452,Novel,Home,2829.33,7,Completed,South,Low,U0633,2829.33,19805.31
P01453,Headphones,Books,4480.47,2,Pending,East,High,U1143,4480.47,8960.94
P01454,T-Shirt,Books,4874.31,2,Completed,West,Low,U0286,4874.31,9748.62
P01455,Headphones,Sports,326.68,1,Pending,East,High,U0018,326.68,326.68
P01456,T-Shirt,Books,1843.29,1,Completed,South,High,U1029,1843.29,1843.29
P01457,Wireless Mouse,Sports,1143.18,3,Completed,East,Low,U1416,1143.18,3429.54
P01458,T-Shirt,Home,3804.23,1,Completed,West,Low,U0160,3804.23,3804.23
P01459,T-Shirt,Sports,3236.95,7,Completed,South,High,U0142,3236.95,22658.65
P01460,Mixer,Electronics,687.45,3,Completed,North,High,U0397,687.45,2062.35
P01461,T-Shirt,Sports,2469.26,5,Completed,South,Low,U1042,2469.26,12346.3
P01462,T-Shirt,Home,3458.66,2,Cancelled,East,Low,U0580,3458.66,6917.32
P01463,Running Shoes,Beauty,3917.13,2,Completed,East,Medium,U1138,3917.13,7834.26
P01464,Wireless Mouse,Books,198.26,6,Completed,West,Medium,U0534,198.26,1189.56
P01465,Novel,Sports,4463.3,6,Completed,East,Medium,U0911,4463.30,26779.8
P01466,Mixer,Books,2889.48,7,Cancelled,West,High,U0461,2889.48,20226.36
P01467,Running Shoes,Clothing,4078.35,2,Completed,South,Medium,U0286,4078.35,8156.7
P01468,Face Wash,Electronics,4058.9,7,Completed,East,High,U1029,4058.90,28412.3
P01469,Wireless Mouse,Electronics,1030.28,5,Completed,South,Medium,U0129,1030.28,5151.4
P01470,Wireless Mouse,Clothing,639.84,5,Completed,North,Low,U0956,639.84,3199.2
P01471,Face Wash,Clothing,3634.31,4,Pending,North,Medium,U0671,3634.31,14537.24
P01472,Novel,Sports,866.49,3,Cancelled,West,Medium,U0499,866.49,2599.47
P01473,T-Shirt,Clothing,4264.69,6,Completed,East,Low,U0276,4264.69,25588.14
P01474,Running Shoes,Beauty,3658.33,3,Completed,,Low,U1107,3658.33,10974.99
P01475,Headphones,Books,4224.94,6,Completed,South,Medium,U1142,4224.94,25349.64
P01476,Mixer,Books,1565.16,4,Completed,East,Medium,U0029,1565.16,6260.64
P01477,Headphones,Home,1651.33,2,Pending,South,High,U1005,1651.33,3302.66
P01478,Face Wash,Clothing,3388.99,7,Completed,,High,U1382,3388.99,23722.93
P01479,Wireless Mouse,Clothing,254.09,3,Completed,East,Low,U0650,254.09,762.27
P01480,Novel,Beauty,3659.83,6,Pending,North,High,U1181,3659.83,21958.98
P01481,Wireless Mouse,Electronics,4195.34,3,Completed,East,Low,U0031,4195.34,12586.02
P01482,Mixer,Electronics,2134.3,2,Returned,South,Low,U0843,2134.30,4268.6
P01483,Wireless Mouse,Books,3847.91,7,Pending,East,Low,U1310,3847.91,26935.37
P01484,Wireless Mouse,Books,955.59,1,Pending,North,Medium,U0336,955.59,955.59
P01485,Mixer,Sports,1679.08,6,Completed,North,Low,U0570,1679.08,10074.48
P01486,Running Shoes,Beauty,4874.09,1,Cancelled,West,Medium,U0313,4874.09,4874.09
P01487,Running Shoes,Home,4933.01,4,Pending,South,Low,U0599,4933.01,19732.04
P01488,Mixer,Home,2611.76,7,Completed,East,Low,U1147,2611.76,18282.32
P01489,Novel,Beauty,4677.92,5,Completed,South,High,U0865,4677.92,23389.6
P01490,Face Wash,Home,2661.38,3,Completed,South,High,U0371,2661.38,7984.14
P01491,Wireless Mouse,Electronics,1528.78,6,Returned,East,Medium,U0805,1528.78,9172.68
P01492,Novel,Home,1407.81,3,Cancelled,North,Medium,U0314,1407.81,4223.43
P01493,Wireless Mouse,Home,4654.58,4,Returned,South,Medium,U0028,4654.58,18618.32
P01494,Face Wash,Beauty,944.99,4,Pending,West,High,U1179,944.99,3779.96
P01495,Running Shoes,Beauty,2940.2,3,Completed,South,Medium,U0966,2940.20,8820.6
P01496,Novel,Home,2822.07,6,Completed,North,Low,U1254,2822.07,16932.42
P01497,T-Shirt,Clothing,3724.15,7,Completed,West,Low,U1030,3724.15,26069.05
P01498,T-Shirt,Beauty,2546.29,2,Completed,West,Low,U0473,2546.29,5092.58
P01499,T-Shirt,Sports,1434.2,7,Completed,West,Medium,U1342,1434.20,10039.4
P01500,Running Shoes,Sports,930.04,2,Cancelled,West,Low,U1249,930.04,1860.08
P01501,Running Shoes,Electronics,3142.01,5,Returned,East,High,U1057,3142.01,15710.05
P01502,Face Wash,Home,3623.05,7,Completed,East,Medium,U0089,3623.05,25361.35
P01503,Wireless Mouse,Clothing,2890.65,3,Pending,East,Low,U1358,2890.65,8671.95
P01504,Face Wash,Electronics,3717.92,3,Completed,West,Low,U0040,3717.92,11153.76
P01505,Face Wash,Home,793.45,6,Completed,North,Medium,U0681,793.45,4760.7
P01506,Running Shoes,Beauty,4424.1,3,Pending,South,Low,U0375,4424.10,13272.3
P01507,T-Shirt,Sports,2953.74,6,Completed,West,Low,U1322,2953.74,17722.44
P01508,Headphones,Books,721.54,3,Returned,North,High,U0998,721.54,2164.62
P01509,Wireless Mouse,Clothing,2363.43,4,Pending,South,Medium,U0393,2363.43,9453.72
P01510,Running Shoes,Books,4239.48,1,Pending,West,High,U1042,4239.48,4239.48
P01511,T-Shirt,Sports,4498.05,3,Completed,South,High,U0132,4498.05,13494.15
P01512,Novel,Books,1396.78,1,Completed,East,High,U0290,1396.78,1396.78
P01513,Headphones,Beauty,3585.2,2,Completed,East,Low,U0806,3585.20,7170.4
P01514,Headphones,Home,589.93,5,Pending,East,Low,U0209,589.93,2949.65
P01515,Running Shoes,Beauty,264.37,7,Returned,North,Low,U0327,264.37,1850.59
P01516,Mixer,Books,2845.95,7,Completed,East,Low,U0992,2845.95,19921.65
P01517,Wireless Mouse,Beauty,3504.66,2,Pending,North,Medium,U0503,3504.66,7009.32
P01518,Headphones,Sports,3999.35,3,Completed,East,High,U0279,3999.35,11998.05
P01519,Running Shoes,Clothing,1767.06,7,Completed,East,High,U1406,1767.06,12369.42
P01520,Running Shoes,Beauty,131.97,6,Pending,East,High,U0788,131.97,791.82
P01521,T-Shirt,Sports,2449.64,2,Pending,North,Medium,U1007,2449.64,4899.28
P01522,Novel,Clothing,177.68,4,Completed,South,Medium,U0952,177.68,710.72
P01523,Mixer,Home,550.72,1,Completed,North,Low,U1333,550.72,550.72
P01524,Wireless Mouse,Books,1700.78,6,Completed,West,Medium,U0277,1700.78,10204.68
P01525,Face Wash,Home,2242.14,7,Completed,West,High,U1100,2242.14,15694.98
P01526,Novel,Electronics,1469.4,6,Cancelled,North,Low,U0298,1469.40,8816.4
P01527,Novel,Sports,2951.14,3,Completed,North,Medium,U1402,2951.14,8853.42
P01528,T-Shirt,Clothing,371.21,4,Completed,South,High,U0433,371.21,1484.84
P01529,Headphones,Beauty,808.44,1,Completed,North,Low,,808.44,808.44
P01530,Headphones,Home,3506.77,4,Returned,East,High,U1136,3506.77,14027.08
P01531,T-Shirt,Clothing,796.49,2,Pending,South,Low,U1096,796.49,1592.98
P01532,Running Shoes,Sports,3234.9,3,Pending,North,High,U0317,3234.90,9704.7
P01533,Headphones,Electronics,367.95,6,Completed,North,Medium,U1045,367.95,2207.7
P01534,Mixer,Home,2096.17,6,Cancelled,West,Low,U1212,2096.17,12577.02
P01535,Wireless Mouse,Books,969.31,2,Completed,South,Low,U0121,969.31,1938.62
P01536,Novel,Clothing,637.22,6,Pending,West,Medium,U1366,637.22,3823.32
P01537,Novel,Books,2878.46,5,Returned,North,High,U0653,2878.46,14392.3
P01538,Mixer,Clothing,4648.85,3,Completed,South,Medium,U0304,4648.85,13946.55
P01539,Headphones,Clothing,368.46,2,Completed,East,High,U0936,368.46,736.92
P01540,Novel,Sports,2165.62,3,Completed,North,High,U1471,2165.62,6496.86
P01541,Face Wash,Sports,3566.92,1,Completed,North,Low,U0721,3566.92,3566.92
P01542,Wireless Mouse,Sports,2367.17,3,Completed,West,Medium,U0496,2367.17,7101.51
P01543,Wireless Mouse,Beauty,4051.83,3,Cancelled,East,Low,U0185,4051.83,12155.49
P01544,Novel,Clothing,980.26,1,Completed,North,Medium,U0888,980.26,980.26
P01545,T-Shirt,Home,4802.01,2,Completed,West,Low,U0808,4802.01,9604.02
P01546,Novel,Books,1987.3,3,Cancelled,West,Low,U0332,1987.30,5961.9
P01547,T-Shirt,Sports,1773.69,4,Returned,North,Medium,U0713,1773.69,7094.76
P01548,Novel,Sports,4385.57,3,Completed,South,Low,U0576,4385.57,13156.71
P01549,Face Wash,Books,2862.95,2,Completed,North,Medium,U0350,2862.95,5725.9
P01550,Running Shoes,Books,2630.58,6,Completed,East,High,U0838,2630.58,15783.48
P01551,Wireless Mouse,Clothing,3662.19,7,Completed,North,Low,U0320,3662.19,25635.33
P01552,Novel,Sports,2941.19,1,Completed,South,High,U0537,2941.19,2941.19
P01553,Face Wash,Books,896.33,6,Completed,West,Medium,U0412,896.33,5377.98
P01554,T-Shirt,Beauty,3403.57,2,Completed,East,Low,U0906,3403.57,6807.14
P01555,T-Shirt,Beauty,754.0,5,Completed,East,High,U1180,754.00,3770.0
P01556,Wireless Mouse,Sports,4048.7,7,Completed,East,Low,U0533,4048.70,28340.9
P01557,Mixer,Books,4949.71,6,Completed,East,Low,U0502,4949.71,29698.26
P01558,Novel,Clothing,1949.2,3,Completed,South,Low,U1178,1949.20,5847.6
P01559,Headphones,Clothing,2279.3,7,Completed,South,Medium,U0914,2279.30,15955.1
P01560,T-Shirt,Clothing,327.52,3,Completed,South,Medium,U1092,327.52,982.56
P01561,Running Shoes,Electronics,167.29,1,Pending,South,Low,U1065,167.29,167.29
P01562,Running Shoes,Sports,4614.95,3,Completed,West,Low,U0527,4614.95,13844.85
P01563,T-Shirt,Clothing,730.26,7,Pending,North,High,U1193,730.26,5111.82
P01564,Mixer,Beauty,2284.32,4,Completed,South,High,U0711,2284.32,9137.28
P01565,Mixer,Books,4095.24,4,Completed,North,Medium,U0750,4095.24,16380.96
P01566,Face Wash,Home,4457.66,6,Completed,East,Low,U0956,4457.66,26745.96
P01567,Running Shoes,Home,2645.05,2,Completed,West,Low,U0112,2645.05,5290.1
P01568,Face Wash,Clothing,2868.66,1,Pending,West,High,U0463,2868.66,2868.66
P01569,Running Shoes,Home,3381.45,5,Completed,North,Low,U0052,3381.45,16907.25
P01570,Novel,Home,4810.77,6,Completed,North,Low,,4810.77,28864.62
P01571,Novel,Electronics,3053.08,2,Completed,North,Medium,U1182,3053.08,6106.16
P01572,Headphones,Beauty,2841.43,1,Returned,West,Medium,U0300,2841.43,2841.43
P01573,Novel,Beauty,171.22,7,Pending,South,Medium,U0958,171.22,1198.54
P01574,Headphones,Electronics,496.65,1,Pending,West,Low,U0427,496.65,496.65
P01575,Novel,Electronics,2928.14,7,Completed,South,Medium,U0990,2928.14,20496.98
P01576,Wireless Mouse,Home,4687.58,6,Returned,East,Medium,U0307,4687.58,28125.48
P01577,Novel,Sports,4346.79,2,Returned,South,Medium,U0099,4346.79,8693.58
P01578,Face Wash,Books,4914.64,2,Completed,North,Low,U0121,4914.64,9829.28
P01579,T-Shirt,Books,2686.39,3,Completed,South,High,U1054,2686.39,8059.17
P01580,Face Wash,Home,3960.86,5,Completed,South,Medium,U0230,3960.86,19804.3
P01581,T-Shirt,Books,4217.96,4,Completed,West,Medium,U0651,4217.96,16871.84
