sku,product_name,category,warehouse,stock_quantity,reorder_level
SKU01249,Product 1249,Sports,WH-PUN,418,49
SKU01250,Product 1250,Toys,WH-BLR,298,40
SKU01251,Product 1251,Home,WH-PUN,270,35
SKU01252,Product 1252,Apparel,WH-BLR,161,12
SKU01253,Product 1253,Electronics,WH-MUM,275,30
SKU01254,Product 1254,Apparel,WH-BLR,429,26
SKU01255,Product 1255,Apparel,WH-DEL,449,26
SKU01256,Product 1256,Toys,WH-PUN,313,21
SKU01257,Product 1257,Toys,WH-HYD,13,12
SKU01258,Product 1258,Electronics,WH-BLR,1,35
SKU01259,Product 1259,Toys,WH-HYD,487,32
SKU01260,Product 1260,Home,WH-HYD,172,32
SKU01261,Product 1261,Toys,WH-PUN,103,37
SKU01262,Product 1262,Home,WH-DEL,412,37
SKU01263,Product 1263,Sports,WH-BLR,107,31
SKU01264,Product 1264,Electronics,WH-DEL,,40
SKU01265,Product 1265,Toys,WH-BLR,437,50
SKU01266,Product 1266,Electronics,WH-BLR,103,32
SKU01267,Product 1267,Apparel,WH-DEL,259,40
SKU01268,Product 1268,Apparel,WH-HYD,410,24
SKU01269,Product 1269,Apparel,WH-DEL,350,44
SKU01270,Product 1270,Electronics,WH-MUM,392,45
SKU01271,Product 1271,Toys,WH-DEL,477,44
SKU01272,Product 1272,Books,WH-PUN,455,37
SKU01273,Product 1273,Books,WH-DEL,450,16
SKU01274,Product 1274,Toys,WH-MUM,85,42
SKU01275,Product 1275,Home,WH-MUM,10,24
SKU01276,Product 1276,Beauty,WH-MUM,30,39
SKU01277,Product 1277,Beauty,WH-BLR,472,15
SKU01278,Product 1278,Apparel,WH-HYD,51,16
SKU01279,Product 1279,Beauty,WH-PUN,359,16
SKU01280,Product 1280,Sports,WH-PUN,0,16
SKU01281,Product 1281,Toys,WH-HYD,493,36
SKU01282,Product 1282,Beauty,WH-BLR,460,33
SKU01283,Product 1283,Electronics,WH-MUM,65,19
SKU01284,Product 1284,Beauty,WH-HYD,477,22
SKU01285,Product 1285,Books,WH-HYD,423,17
SKU01286,Product 1286,Electronics,WH-HYD,37,10
SKU01287,Product 1287,Beauty,WH-PUN,479,36
SKU01288,Product 1288,Books,WH-HYD,269,27
SKU01289,Product 1289,Books,WH-MUM,214,16
SKU01290,Product 1290,Beauty,WH-BLR,148,32
SKU01291,Product 1291,Sports,WH-MUM,447,37
SKU01292,Product 1292,Sports,WH-MUM,281,22
SKU01293,Product 1293,Beauty,WH-MUM,325,21
SKU01294,Product 1294,Home,WH-BLR,,30
SKU01295,Product 1295,Beauty,WH-HYD,235,44
SKU01296,Product 1296,Toys,WH-PUN,298,50
SKU01297,Product 1297,Beauty,WH-HYD,355,24
SKU01298,Product 1298,Books,WH-PUN,,33
SKU01299,Product 1299,Beauty,WH-HYD,45,12
SKU01300,Product 1300,Books,WH-BLR,114,25
SKU01301,Product 1301,Beauty,WH-DEL,336,16
SKU01302,Product 1302,Books,WH-DEL,135,49
SKU01303,Product 1303,Home,WH-DEL,,38
SKU01304,Product 1304,Books,WH-DEL,407,32
SKU01305,Product 1305,Toys,WH-DEL,329,49
SKU01306,Product 1306,Beauty,WH-BLR,312,19
SKU01307,Product 1307,Electronics,WH-MUM,114,41
SKU01308,Product 1308,Beauty,WH-BLR,466,31
SKU01309,Product 1309,Sports,WH-HYD,367,14
SKU01310,Product 1310,Electronics,WH-MUM,359,50
SKU01311,Product 1311,Books,WH-PUN,493,32
SKU01312,Product 1312,Books,WH-BLR,351,24
SKU01313,Product 1313,Toys,WH-PUN,411,28
SKU01314,Product 1314,Beauty,WH-BLR,46,47
SKU01315,Product 1315,Toys,WH-DEL,349,37
SKU01316,Product 1316,Sports,WH-PUN,94,15
SKU01317,Product 1317,Books,WH-HYD,164,35
SKU01318,Product 1318,Books,WH-BLR,27,11
SKU01319,Product 1319,Sports,WH-PUN,496,13
SKU01320,Product 1320,Electronics,WH-PUN,179,23
SKU01321,Product 1321,Apparel,WH-MUM,134,46
SKU01322,Product 1322,Beauty,WH-BLR,104,30
SKU01323,Product 1323,Sports,WH-DEL,222,43
SKU01324,Product 1324,Beauty,WH-PUN,255,50
SKU01325,Product 1325,Toys,WH-BLR,470,28
SKU01326,Product 1326,Apparel,WH-MUM,249,26
SKU01327,Product 1327,Books,WH-HYD,48,39
SKU01328,Product 1328,Apparel,WH-DEL,198,44
SKU01329,Product 1329,Books,WH-MUM,251,25
SKU01330,Product 1330,Sports,WH-HYD,10,28
SKU01331,Product 1331,Home,WH-BLR,255,48
SKU01332,Product 1332,Apparel,WH-BLR,327,35
SKU01333,Product 1333,Apparel,WH-MUM,270,43
SKU01334,Product 1334,Electronics,WH-PUN,247,50
SKU01335,Product 1335,Sports,WH-MUM,88,16
SKU01336,Product 1336,Books,WH-BLR,215,45
SKU01337,Product 1337,Sports,WH-DEL,363,45
SKU01338,Product 1338,Home,WH-MUM,159,43
SKU01339,Product 1339,Apparel,WH-HYD,404,18
SKU01340,Product 1340,Beauty,WH-BLR,224,24
SKU01341,Product 1341,Toys,WH-BLR,52,31
SKU01342,Product 1342,Electronics,WH-BLR,266,45
SKU01343,Product 1343,Beauty,WH-HYD,466,35
SKU01344,Product 1344,Home,WH-DEL,114,26
SKU01345,Product 1345,Electronics,WH-PUN,408,38
SKU01346,Product 1346,Toys,WH-MUM,499,26
SKU01347,Product 1347,Beauty,WH-HYD,471,31
SKU01348,Product 1348,Apparel,WH-BLR,366,29
SKU01349,Product 1349,Toys,WH-PUN,205,35
SKU01350,Product 1350,Toys,WH-MUM,264,17
SKU01351,Product 1351,Sports,WH-BLR,211,14
SKU01352,Product 1352,Home,WH-DEL,244,39
SKU01353,Product 1353,Apparel,WH-MUM,53,19
SKU01354,Product 1354,Sports,WH-MUM,322,30
SKU01355,Product 1355,Home,WH-HYD,,11
SKU01356,Product 1356,Books,WH-MUM,364,10
SKU01357,Product 1357,Electronics,WH-MUM,320,38
SKU01358,Product 1358,Home,WH-MUM,,43
SKU01359,Product 1359,Electronics,WH-HYD,488,36
SKU01360,Product 1360,Home,WH-PUN,214,39
SKU01361,Product 1361,Home,WH-DEL,265,24
SKU01362,Product 1362,Books,WH-BLR,279,17
SKU01363,Product 1363,Beauty,WH-HYD,91,12
SKU01364,Product 1364,Sports,WH-BLR,253,22
SKU01365,Product 1365,Sports,WH-MUM,179,44
SKU01366,Product 1366,Books,WH-BLR,90,26
SKU01367,Product 1367,Apparel,WH-MUM,185,44
SKU01368,Product 1368,Electronics,WH-HYD,274,10
SKU01369,Product 1369,Apparel,WH-MUM,339,25
SKU01370,Product 1370,Electronics,WH-HYD,158,37
SKU01371,Product 1371,Toys,WH-MUM,358,29
SKU01372,Product 1372,Electronics,WH-MUM,208,16
SKU01373,Product 1373,Books,WH-PUN,52,16
SKU01374,Product 1374,Books,WH-DEL,16,28
SKU01375,Product 1375,Toys,WH-HYD,344,24
SKU01376,Product 1376,Books,WH-DEL,290,50
SKU01377,Product 1377,Toys,WH-PUN,86,42
SKU01378,Product 1378,Books,WH-BLR,419,30
SKU01379,Product 1379,Home,WH-MUM,266,45
SKU01380,Product 1380,Books,WH-DEL,458,16
SKU01381,Product 1381,Beauty,WH-HYD,68,14
SKU01382,Product 1382,Beauty,WH-HYD,69,16
SKU01383,Product 1383,Home,WH-HYD,468,42
SKU01384,Product 1384,Apparel,WH-PUN,173,10
SKU01385,Product 1385,Sports,WH-DEL,426,38
SKU01386,Product 1386,Home,WH-HYD,144,46
SKU01387,Product 1387,Home,WH-DEL,465,43
SKU01388,Product 1388,Books,WH-BLR,1,11
SKU01389,Product 1389,Toys,WH-PUN,406,48
SKU01390,Product 1390,Apparel,WH-BLR,375,46
SKU01391,Product 1391,Electronics,WH-HYD,325,26
SKU01392,Product 1392,Electronics,WH-PUN,423,49
SKU01393,Product 1393,Beauty,WH-MUM,391,45
SKU01394,Product 1394,Home,WH-DEL,383,19
SKU01395,Product 1395,Sports,WH-BLR,355,39
SKU01396,Product 1396,Home,WH-MUM,215,18
SKU01397,Product 1397,Beauty,WH-MUM,420,45
SKU01398,Product 1398,Apparel,WH-PUN,231,10
SKU01399,Product 1399,Apparel,WH-BLR,475,45
SKU01400,Product 1400,Beauty,WH-MUM,449,36
SKU01401,Product 1401,Beauty,WH-DEL,91,10
SKU01402,Product 1402,Electronics,WH-MUM,283,47
SKU01403,Product 1403,Electronics,WH-DEL,278,43
SKU01404,Product 1404,Sports,WH-PUN,393,10
SKU01405,Product 1405,Electronics,WH-BLR,,10
SKU01406,Product 1406,Home,WH-BLR,0,39
SKU01407,Product 1407,Apparel,WH-PUN,275,35
SKU01408,Product 1408,Sports,WH-HYD,443,50
SKU01409,Product 1409,Toys,WH-BLR,82,13
SKU01410,Product 1410,Toys,WH-BLR,465,10
SKU01411,Product 1411,Electronics,WH-DEL,232,44
SKU01412,Product 1412,Toys,WH-HYD,32,46
SKU01413,Product 1413,Apparel,WH-BLR,377,23
SKU01414,Product 1414,Books,WH-PUN,447,39
SKU01415,Product 1415,Books,WH-HYD,193,20
SKU01416,Product 1416,Home,WH-MUM,57,14
SKU01417,Product 1417,Toys,WH-DEL,178,47
SKU01418,Product 1418,Electronics,WH-HYD,287,10
SKU01419,Product 1419,Toys,WH-BLR,429,39
SKU01420,Product 1420,Apparel,WH-PUN,375,20
SKU01421,Product 1421,Toys,WH-PUN,425,29
SKU01422,Product 1422,Toys,WH-BLR,434,45
SKU01423,Product 1423,Apparel,WH-MUM,209,44
SKU01424,Product 1424,Toys,WH-BLR,393,29
SKU01425,Product 1425,Apparel,WH-HYD,298,22
SKU01426,Product 1426,Sports,WH-PUN,286,41
SKU01427,Product 1427,Books,WH-MUM,330,49
SKU01428,Product 1428,Home,WH-PUN,165,15
SKU01429,Product 1429,Sports,WH-BLR,27,24
SKU01430,Product 1430,Apparel,WH-MUM,481,33
SKU01431,Product 1431,Sports,WH-PUN,434,32
SKU01432,Product 1432,Toys,WH-BLR,233,42
SKU01433,Product 1433,Apparel,WH-MUM,332,35
SKU01434,Product 1434,Apparel,WH-PUN,335,48
SKU01435,Product 1435,Beauty,WH-DEL,49,48
SKU01436,Product 1436,Home,WH-MUM,13,45
SKU01437,Product 1437,Home,WH-BLR,249,11
SKU01438,Product 1438,Books,WH-BLR,357,47
SKU01439,Product 1439,Electronics,WH-MUM,209,47
SKU01440,Product 1440,Books,WH-DEL,307,49
SKU01441,Product 1441,Electronics,WH-HYD,152,39
SKU01442,Product 1442,Home,WH-BLR,289,12
SKU01443,Product 1443,Beauty,WH-PUN,95,42
SKU01444,Product 1444,Books,WH-DEL,314,27
SKU01445,Product 1445,Toys,WH-MUM,168,44
SKU01446,Product 1446,Toys,WH-DEL,41,45
SKU01447,Product 1447,Sports,WH-DEL,487,40
SKU01448,Product 1448,Apparel,WH-PUN,320,27
SKU01449,Product 1449,Toys,WH-PUN,172,29
SKU01450,Product 1450,Books,WH-HYD,274,27
SKU01451,Product 1451,Home,WH-DEL,300,12
SKU01452,Product 1452,Toys,WH-BLR,295,36
SKU01453,Product 1453,Sports,WH-PUN,94,35
SKU01454,Product 1454,Books,WH-PUN,177,11
SKU01455,Product 1455,Beauty,WH-BLR,453,11
SKU01456,Product 1456,Electronics,WH-PUN,424,50
SKU01457,Product 1457,Electronics,WH-MUM,338,39
SKU01458,Product 1458,Electronics,WH-DEL,410,46
SKU01459,Product 1459,Beauty,WH-MUM,462,23
SKU01460,Product 1460,Toys,WH-MUM,493,38
SKU01461,Product 1461,Books,WH-BLR,164,49
SKU01462,Product 1462,Home,WH-MUM,65,33
SKU01463,Product 1463,Books,WH-HYD,447,42
SKU01464,Product 1464,Books,WH-PUN,12,27
SKU01465,Product 1465,Toys,WH-PUN,217,10
SKU01466,Product 1466,Electronics,WH-MUM,0,45
SKU01467,Product 1467,Apparel,WH-BLR,56,34
SKU01468,Product 1468,Apparel,WH-MUM,438,21
SKU01469,Product 1469,Home,WH-PUN,,28
SKU01470,Product 1470,Beauty,WH-DEL,401,10
SKU01471,Product 1471,Home,WH-DEL,69,46
SKU01472,Product 1472,Electronics,WH-HYD,354,38
SKU01473,Product 1473,Apparel,WH-MUM,462,27
SKU01474,Product 1474,Beauty,WH-DEL,399,49
SKU01475,Product 1475,Home,WH-HYD,,41
SKU01476,Product 1476,Apparel,WH-MUM,459,44
SKU01477,Product 1477,Beauty,WH-MUM,245,39
SKU01478,Product 1478,Apparel,WH-DEL,197,44
SKU01479,Product 1479,Home,WH-HYD,108,18
SKU01480,Product 1480,Sports,WH-PUN,342,11
SKU01481,Product 1481,Sports,WH-DEL,483,13
SKU01482,Product 1482,Books,WH-HYD,18,25
SKU01483,Product 1483,Books,WH-HYD,136,29
SKU01484,Product 1484,Toys,WH-DEL,321,42
SKU01485,Product 1485,Toys,WH-MUM,7,18
SKU01486,Product 1486,Books,WH-BLR,23,20
SKU01487,Product 1487,Electronics,WH-MUM,99,46
SKU01488,Product 1488,Home,WH-HYD,244,25
SKU01489,Product 1489,Toys,WH-HYD,109,45
SKU01490,Product 1490,Books,WH-BLR,396,42
SKU01491,Product 1491,Beauty,WH-HYD,434,32
SKU01492,Product 1492,Beauty,WH-MUM,490,32
SKU01493,Product 1493,Apparel,WH-MUM,177,42
SKU01494,Product 1494,Sports,WH-MUM,211,34
SKU01495,Product 1495,Sports,WH-MUM,448,11
SKU01496,Product 1496,Beauty,WH-HYD,371,27
SKU01497,Product 1497,Sports,WH-HYD,,43
SKU01498,Product 1498,Books,WH-HYD,85,29
SKU01499,Product 1499,Sports,WH-HYD,447,17
SKU01500,Product 1500,Electronics,WH-DEL,114,13
SKU01501,Product 1501,Home,WH-MUM,89,26
SKU01502,Product 1502,Books,WH-MUM,207,31
SKU01503,Product 1503,Apparel,WH-BLR,434,28
SKU01504,Product 1504,Sports,WH-PUN,227,32
SKU01505,Product 1505,Sports,WH-MUM,69,50
SKU01506,Product 1506,Sports,WH-MUM,320,28
SKU01507,Product 1507,Electronics,WH-MUM,233,17
SKU01508,Product 1508,Books,WH-MUM,352,33
SKU01509,Product 1509,Home,WH-HYD,18,23
SKU01510,Product 1510,Apparel,WH-HYD,391,12
SKU01511,Product 1511,Sports,WH-MUM,218,16
SKU01512,Product 1512,Electronics,WH-PUN,436,16
SKU01513,Product 1513,Beauty,WH-DEL,302,22
SKU01514,Product 1514,Books,WH-HYD,273,33
SKU01515,Product 1515,Sports,WH-MUM,335,30
SKU01516,Product 1516,Home,WH-BLR,288,21
SKU01517,Product 1517,Sports,WH-DEL,294,22
SKU01518,Product 1518,Books,WH-BLR,126,28
SKU01519,Product 1519,Sports,WH-PUN,39,39
SKU01520,Product 1520,Beauty,WH-DEL,433,15
SKU01521,Product 1521,Electronics,WH-DEL,266,34
SKU01522,Product 1522,Books,WH-HYD,226,28
SKU01523,Product 1523,Toys,WH-BLR,481,34
SKU01524,Product 1524,Toys,WH-MUM,26,44
SKU01525,Product 1525,Electronics,WH-PUN,319,43
SKU01526,Product 1526,Sports,WH-BLR,169,38
SKU01527,Product 1527,Home,WH-BLR,50,36
SKU01528,Product 1528,Toys,WH-MUM,293,40
SKU01529,Product 1529,Sports,WH-BLR,129,50
SKU01530,Product 1530,Toys,WH-HYD,156,34
SKU01531,Product 1531,Sports,WH-PUN,356,47
SKU01532,Product 1532,Books,WH-PUN,108,36
SKU01533,Product 1533,Beauty,WH-DEL,41,43
SKU01534,Product 1534,Beauty,WH-HYD,340,34
SKU01535,Product 1535,Books,WH-MUM,157,43
SKU01536,Product 1536,Electronics,WH-PUN,345,28
SKU01537,Product 1537,Electronics,WH-PUN,96,36
SKU01538,Product 1538,Home,WH-BLR,324,14
SKU01539,Product 1539,Books,WH-HYD,463,46
SKU01540,Product 1540,Electronics,WH-DEL,376,30
SKU01541,Product 1541,Books,WH-DEL,99,18
SKU01542,Product 1542,Electronics,WH-MUM,214,30
SKU01543,Product 1543,Toys,WH-HYD,356,29
SKU01544,Product 1544,Apparel,WH-PUN,31,29
SKU01545,Product 1545,Home,WH-PUN,,33
SKU01546,Product 1546,Toys,WH-HYD,275,37
SKU01547,Product 1547,Home,WH-MUM,293,46
SKU01548,Product 1548,Toys,WH-DEL,,50
SKU01549,Product 1549,Beauty,WH-PUN,87,15
SKU01550,Product 1550,Electronics,WH-HYD,116,43
SKU01551,Product 1551,Beauty,WH-BLR,123,16
SKU01552,Product 1552,Sports,WH-BLR,400,32
SKU01553,Product 1553,Home,WH-DEL,297,20
SKU01554,Product 1554,Apparel,WH-MUM,377,30
SKU01555,Product 1555,Books,WH-BLR,298,22
SKU01556,Product 1556,Toys,WH-MUM,90,43
SKU01557,Product 1557,Books,WH-BLR,28,28
SKU01558,Product 1558,Home,WH-HYD,177,14
SKU01559,Product 1559,Electronics,WH-HYD,469,21
SKU01560,Product 1560,Books,WH-HYD,415,27
SKU01561,Product 1561,Apparel,WH-MUM,394,16
SKU01562,Product 1562,Toys,WH-MUM,466,48
SKU01563,Product 1563,Sports,WH-HYD,64,22
SKU01564,Product 1564,Beauty,WH-DEL,68,19
SKU01565,Product 1565,Electronics,WH-HYD,105,26
SKU01566,Product 1566,Electronics,WH-BLR,324,43
SKU01567,Product 1567,Electronics,WH-DEL,380,34
SKU01568,Product 1568,Toys,WH-HYD,1,34
SKU01569,Product 1569,Toys,WH-MUM,118,27
SKU01570,Product 1570,Apparel,WH-MUM,106,36
SKU01571,Product 1571,Apparel,WH-HYD,1,23
SKU01572,Product 1572,Books,WH-MUM,125,35
SKU01573,Product 1573,Electronics,WH-HYD,142,50
SKU01574,Product 1574,Sports,WH-PUN,91,41
SKU01575,Product 1575,Toys,WH-BLR,19,31
SKU01576,Product 1576,Electronics,WH-MUM,77,15
SKU01577,Product 1577,Books,WH-BLR,137,32
SKU01578,Product 1578,Toys,WH-DEL,437,40
SKU01579,Product 1579,Books,WH-BLR,66,34
SKU01580,Product 1580,Sports,WH-MUM,472,12
SKU01581,Product 1581,Books,WH-MUM,134,44
SKU01582,Product 1582,Apparel,WH-HYD,186,13
SKU01583,Product 1583,Toys,WH-BLR,324,25
SKU01584,Product 1584,Home,WH-HYD,170,19
SKU01585,Product 1585,Apparel,WH-MUM,449,12
SKU01586,Product 1586,Home,WH-MUM,456,25
SKU01587,Product 1587,Toys,WH-HYD,23,14
SKU01588,Product 1588,Electronics,WH-BLR,492,49
SKU01589,Product 1589,Electronics,WH-MUM,8,33
SKU01590,Product 1590,Sports,WH-PUN,335,18
SKU01591,Product 1591,Home,WH-BLR,242,22
SKU01592,Product 1592,Electronics,WH-PUN,137,41
SKU01593,Product 1593,Toys,WH-MUM,18,36
SKU01594,Product 1594,Toys,WH-BLR,287,24
SKU01595,Product 1595,Home,WH-MUM,171,35
SKU01596,Product 1596,Sports,WH-MUM,122,47
SKU01597,Product 1597,Electronics,WH-PUN,284,19
SKU01598,Product 1598,Home,WH-BLR,284,49
SKU01599,Product 1599,Toys,WH-HYD,288,29
SKU01600,Product 1600,Toys,WH-HYD,271,47
SKU01601,Product 1601,Electronics,WH-DEL,286,32
SKU01602,Product 1602,Home,WH-HYD,366,23
SKU01603,Product 1603,Toys,WH-BLR,422,43
SKU01604,Product 1604,Beauty,WH-PUN,1,18
SKU01605,Product 1605,Books,WH-HYD,207,10
SKU01606,Product 1606,Books,WH-MUM,295,10
SKU01607,Product 1607,Home,WH-HYD,155,33
SKU01608,Product 1608,Electronics,WH-HYD,13,30
SKU01609,Product 1609,Home,WH-HYD,7,35
SKU01610,Product 1610,Toys,WH-MUM,177,43
SKU01611,Product 1611,Toys,WH-PUN,304,50
SKU01612,Product 1612,Books,WH-DEL,494,35
SKU01613,Product 1613,Sports,WH-HYD,165,47
SKU01614,Product 1614,Toys,WH-BLR,254,20
SKU01615,Product 1615,Apparel,WH-MUM,103,21
SKU01616,Product 1616,Home,WH-BLR,21,11
SKU01617,Product 1617,Beauty,WH-BLR,31,14
SKU01618,Product 1618,Electronics,WH-DEL,293,37
SKU01619,Product 1619,Sports,WH-HYD,436,16
SKU01620,Product 1620,Toys,WH-BLR,378,34
SKU01621,Product 1621,Toys,WH-BLR,,31
SKU01622,Product 1622,Electronics,WH-DEL,302,29
SKU01623,Product 1623,Apparel,WH-DEL,367,19
SKU01624,Product 1624,Beauty,WH-DEL,280,18
SKU01625,Product 1625,Apparel,WH-BLR,417,20
SKU01626,Product 1626,Beauty,WH-DEL,283,27
SKU01627,Product 1627,Books,WH-BLR,1,50
SKU01628,Product 1628,Home,WH-MUM,147,18
SKU01629,Product 1629,Home,WH-PUN,74,19
SKU01630,Product 1630,Home,WH-BLR,87,11
SKU01631,Product 1631,Apparel,WH-BLR,76,13
SKU01632,Product 1632,Electronics,WH-DEL,7,22
SKU01633,Product 1633,Beauty,WH-PUN,66,48
SKU01634,Product 1634,Sports,WH-BLR,87,26
SKU01635,Product 1635,Apparel,WH-MUM,339,13
SKU01636,Product 1636,Sports,WH-HYD,328,46
SKU01637,Product 1637,Books,WH-BLR,49,31
SKU01638,Product 1638,Toys,WH-BLR,117,48
SKU01639,Product 1639,Beauty,WH-DEL,165,50
SKU01640,Product 1640,Beauty,WH-HYD,481,21
SKU01641,Product 1641,Home,WH-PUN,301,27
SKU01642,Product 1642,Books,WH-HYD,208,34
SKU01643,Product 1643,Electronics,WH-PUN,146,48
SKU01644,Product 1644,Beauty,WH-HYD,444,47
SKU01645,Product 1645,Home,WH-BLR,478,34
SKU01646,Product 1646,Home,WH-DEL,35,45
SKU01647,Product 1647,Electronics,WH-HYD,96,12
SKU01648,Product 1648,Electronics,WH-HYD,305,25
SKU01649,Product 1649,Apparel,WH-HYD,458,13
SKU01650,Product 1650,Beauty,WH-BLR,65,17
SKU01651,Product 1651,Home,WH-HYD,369,40
SKU01652,Product 1652,Books,WH-BLR,429,36
SKU01653,Product 1653,Beauty,WH-BLR,35,37
SKU01654,Product 1654,Sports,WH-BLR,95,28
SKU01655,Product 1655,Toys,WH-PUN,164,44
SKU01656,Product 1656,Beauty,WH-HYD,292,39
SKU01657,Product 1657,Sports,WH-BLR,100,29
SKU01658,Product 1658,Sports,WH-BLR,99,14
SKU01659,Product 1659,Beauty,WH-BLR,143,48
SKU01660,Product 1660,Apparel,WH-BLR,81,20
SKU01661,Product 1661,Sports,WH-BLR,484,22
SKU01662,Product 1662,Books,WH-DEL,267,22
SKU01663,Product 1663,Home,WH-BLR,256,20
SKU01664,Product 1664,Home,WH-PUN,111,11
SKU01665,Product 1665,Apparel,WH-HYD,197,11
SKU01666,Product 1666,Sports,WH-MUM,394,12
SKU01667,Product 1667,Books,WH-DEL,449,27
SKU01668,Product 1668,Electronics,WH-BLR,153,29
SKU01669,Product 1669,Apparel,WH-BLR,173,47
SKU01670,Product 1670,Home,WH-MUM,79,34
SKU01671,Product 1671,Books,WH-DEL,226,43
SKU01672,Product 1672,Toys,WH-PUN,340,24
SKU01673,Product 1673,Books,WH-BLR,294,32
SKU01674,Product 1674,Home,WH-HYD,17,20
SKU01675,Product 1675,Books,WH-PUN,,22
SKU01676,Product 1676,Books,WH-HYD,100,27
SKU01677,Product 1677,Home,WH-BLR,57,31
SKU01678,Product 1678,Toys,WH-BLR,283,23
SKU01679,Product 1679,Sports,WH-HYD,366,42
SKU01680,Product 1680,Sports,WH-MUM,329,49
SKU01681,Product 1681,Books,WH-PUN,40,11
SKU01682,Product 1682,Apparel,WH-DEL,174,47
SKU01683,Product 1683,Books,WH-MUM,327,31
SKU01684,Product 1684,Beauty,WH-MUM,287,46
SKU01685,Product 1685,Electronics,WH-PUN,176,21
SKU01686,Product 1686,Toys,WH-HYD,176,18
SKU01687,Product 1687,Apparel,WH-BLR,115,10
SKU01688,Product 1688,Beauty,WH-DEL,2,45
SKU01689,Product 1689,Toys,WH-DEL,215,45
SKU01690,Product 1690,Sports,WH-MUM,223,42
SKU01691,Product 1691,Home,WH-HYD,422,39
SKU01692,Product 1692,Beauty,WH-MUM,145,20
SKU01693,Product 1693,Sports,WH-DEL,380,27
SKU01694,Product 1694,Apparel,WH-MUM,280,34
SKU01695,Product 1695,Home,WH-DEL,445,45
SKU01696,Product 1696,Toys,WH-HYD,326,46
SKU01697,Product 1697,Books,WH-BLR,69,39
SKU01698,Product 1698,Toys,WH-DEL,432,21
SKU01699,Product 1699,Toys,WH-BLR,170,33
SKU01700,Product 1700,Toys,WH-MUM,411,50
SKU01701,Product 1701,Toys,WH-DEL,52,13
SKU01702,Product 1702,Toys,WH-MUM,456,32
SKU01703,Product 1703,Books,WH-HYD,,21
SKU01704,Product 1704,Home,WH-DEL,334,19
SKU01705,Product 1705,Books,WH-HYD,216,38
SKU01706,Product 1706,Books,WH-PUN,215,11
SKU01707,Product 1707,Books,WH-PUN,402,26
SKU01708,Product 1708,Electronics,WH-MUM,486,46
SKU01709,Product 1709,Home,WH-HYD,205,12
SKU01710,Product 1710,Apparel,WH-HYD,127,27
SKU01711,Product 1711,Toys,WH-MUM,87,30
SKU01712,Product 1712,Apparel,WH-BLR,388,11
SKU01713,Product 1713,Beauty,WH-MUM,,27
SKU01714,Product 1714,Books,WH-BLR,435,18
SKU01715,Product 1715,Beauty,WH-DEL,500,28
SKU01716,Product 1716,Home,WH-DEL,112,23
SKU01717,Product 1717,Beauty,WH-DEL,,32
SKU01718,Product 1718,Toys,WH-MUM,76,22
SKU01719,Product 1719,Electronics,WH-DEL,406,48
SKU01720,Product 1720,Home,WH-HYD,33,44
SKU01721,Product 1721,Books,WH-DEL,126,49
SKU01722,Product 1722,Books,WH-MUM,467,25
SKU01723,Product 1723,Electronics,WH-BLR,372,20
SKU01724,Product 1724,Apparel,WH-HYD,186,27
SKU01725,Product 1725,Beauty,WH-MUM,300,38
SKU01726,Product 1726,Beauty,WH-DEL,281,37
SKU01727,Product 1727,Books,WH-HYD,224,28
SKU01728,Product 1728,Apparel,WH-PUN,144,36
SKU01729,Product 1729,Toys,WH-BLR,321,12
SKU01730,Product 1730,Books,WH-DEL,238,39
SKU01731,Product 1731,Electronics,WH-DEL,268,14
SKU01732,Product 1732,Electronics,WH-DEL,375,18
SKU01733,Product 1733,Toys,WH-MUM,150,43
SKU01734,Product 1734,Electronics,WH-MUM,394,35
SKU01735,Product 1735,Books,WH-MUM,310,18
SKU01736,Product 1736,Electronics,WH-PUN,53,40
SKU01737,Product 1737,Books,WH-PUN,157,11
SKU01738,Product 1738,Home,WH-MUM,13,47
SKU01739,Product 1739,Toys,WH-DEL,35,13
SKU01740,Product 1740,Apparel,WH-BLR,224,14
SKU01741,Product 1741,Toys,WH-MUM,374,46
SKU01742,Product 1742,Electronics,WH-MUM,88,46
SKU01743,Product 1743,Apparel,WH-DEL,307,36
SKU01744,Product 1744,Electronics,WH-MUM,148,15
SKU01745,Product 1745,Electronics,WH-DEL,66,39
SKU01746,Product 1746,Books,WH-MUM,20,23
SKU01747,Product 1747,Electronics,WH-MUM,38,33
SKU01748,Product 1748,Electronics,WH-BLR,402,15
SKU01749,Product 1749,Books,WH-PUN,186,42
SKU01750,Product 1750,Sports,WH-MUM,233,12
SKU01751,Product 1751,Beauty,WH-DEL,198,37
SKU01752,Product 1752,Toys,WH-MUM,227,17
SKU01753,Product 1753,Electronics,WH-MUM,136,43
SKU01754,Product 1754,Home,WH-DEL,116,31
SKU01755,Product 1755,Electronics,WH-PUN,206,32
SKU01756,Product 1756,Home,WH-BLR,61,39
SKU01757,Product 1757,Electronics,WH-BLR,242,14
SKU01758,Product 1758,Toys,WH-BLR,175,44
SKU01759,Product 1759,Electronics,WH-DEL,198,31
SKU01760,Product 1760,Electronics,WH-DEL,62,37
SKU01761,Product 1761,Toys,WH-HYD,89,16
SKU01762,Product 1762,Apparel,WH-MUM,131,49
SKU01763,Product 1763,Home,WH-DEL,98,12
SKU01764,Product 1764,Electronics,WH-HYD,201,30
