order_item_id,order_id,sku,quantity,unit_price
OI00016466,ORD0017881,SKU02785,6,842.33
OI00016467,ORD0009218,SKU00908,1,139.52
OI00016468,ORD0000828,SKU03507,10,2105.69
OI00016469,ORD0009535,SKU00354,1,875.35
OI00016470,ORD0024638,SKU00485,3,2272.16
OI00016471,ORD0046777,SKU03143,10,1763.77
OI00016472,ORD0025241,SKU01415,9,1298.19
OI00016473,ORD0041373,SKU02506,9,735.99
OI00016474,ORD0028996,SKU01194,5,113.2
OI00016475,ORD0005527,SKU01982,5,1524.38
OI00016476,ORD0008160,SKU03792,2,1428.22
OI00016477,ORD0019693,SKU00361,10,216.39
OI00016478,ORD0040640,SKU03057,10,2059.79
OI00016479,ORD0008313,SKU03391,1,469.77
OI00016480,ORD0040162,SKU01367,5,1477.89
OI00016481,ORD0001549,SKU00703,6,903.53
OI00016482,ORD0044406,SKU01338,1,971.69
OI00016483,ORD0030151,SKU03507,6,611.37
OI00016484,ORD0037307,SKU02892,6,2263.0
OI00016485,ORD0040581,SKU03075,9,271.3
OI00016486,ORD0044665,SKU03783,4,510.26
OI00016487,ORD0042808,SKU01912,4,1030.36
OI00016488,ORD0007871,SKU04152,10,1157.55
OI00016489,ORD0008845,SKU01128,10,1962.96
OI00016490,ORD0003841,SKU00169,9,1896.79
OI00016491,ORD0000376,SKU00073,2,549.77
OI00016492,ORD0032321,SKU02265,7,2198.79
OI00016493,ORD0001723,SKU02775,6,1814.65
OI00016494,ORD0009754,SKU00333,1,2551.06
OI00016495,ORD0024194,SKU00778,6,1921.46
OI00016496,ORD0003786,SKU00734,8,2313.28
OI00016497,ORD0004170,SKU04998,6,2195.16
OI00016498,ORD0047992,SKU00724,10,1098.39
OI00016499,ORD0026593,SKU03600,9,1459.13
OI00016500,ORD0026791,SKU03722,,2428.39
OI00016501,ORD0006941,SKU04962,9,563.29
OI00016502,ORD0015668,SKU00500,9,2213.6
OI00016503,ORD0026646,SKU04107,1,2240.59
OI00016504,ORD0006761,SKU04710,4,1436.38
OI00016505,ORD0010850,SKU04599,8,2764.12
OI00016506,ORD0032391,SKU03971,6,1192.21
OI00016507,ORD0009553,SKU02130,10,803.45
OI00016508,ORD0016517,SKU03090,8,2308.33
OI00016509,ORD0042433,SKU04890,9,1181.68
OI00016510,ORD0035130,SKU04171,4,2963.6
OI00016511,ORD0010926,SKU00780,1,1977.01
OI00016512,ORD0032062,SKU03839,10,238.88
OI00016513,ORD0021852,SKU01751,6,2181.53
OI00016514,ORD0031045,SKU02695,1,2521.7
OI00016515,ORD0001463,SKU04197,3,2363.02
OI00016516,ORD0029661,SKU03499,4,2252.82
OI00016517,ORD0017852,SKU01076,5,607.13
OI00016518,ORD0044654,SKU02928,5,1780.99
OI00016519,ORD0011806,SKU04827,8,2753.73
OI00016520,ORD0012400,SKU00507,10,2071.96
OI00016521,ORD0037791,SKU01200,3,512.98
OI00016522,ORD0041186,SKU01748,5,2377.89
OI00016523,ORD0015176,SKU00591,7,566.3
OI00016524,ORD0020008,SKU01606,8,144.29
OI00016525,ORD0014972,SKU01319,4,630.06
OI00016526,ORD0021815,SKU02609,3,1251.11
OI00016527,ORD0025018,SKU00131,1,2471.08
OI00016528,ORD0028716,SKU02241,7,1396.05
OI00016529,ORD0035342,SKU02429,4,1417.79
OI00016530,ORD0049423,SKU00608,3,2265.68
OI00016531,ORD0021434,SKU00860,5,2479.54
OI00016532,ORD0017369,SKU04669,9,2599.08
OI00016533,ORD0033107,SKU03155,,2092.42
OI00016534,ORD0045335,SKU03073,8,1602.89
OI00016535,ORD0002601,SKU00554,5,2115.63
OI00016536,ORD0020265,SKU00386,3,1723.25
OI00016537,ORD0006102,SKU04265,2,-1315.95
OI00016538,ORD0006580,SKU02832,9,1622.01
OI00016539,ORD0001847,SKU01524,3,2730.0
OI00016540,ORD0033690,SKU02753,1,1641.11
OI00016541,ORD0022445,SKU04476,5,2122.86
OI00016542,ORD0031181,SKU03751,4,176.06
OI00016543,ORD0005408,SKU04933,,718.94
OI00016544,ORD0023699,SKU03277,2,55.96
OI00016545,ORD0017575,SKU02172,7,1769.55
OI00016546,ORD0024828,SKU00071,8,226.18
OI00016547,ORD0032124,SKU04997,3,143.52
OI00016548,ORD0042969,SKU03715,1,2845.98
OI00016549,ORD0040838,SKU01161,10,313.23
OI00016550,ORD0031593,SKU00898,4,1530.71
OI00016551,ORD0000633,SKU01786,5,549.26
OI00016552,ORD0013301,SKU01258,8,1400.02
OI00016553,ORD0044919,SKU03634,9,800.1
OI00016554,ORD0010130,SKU02331,2,2460.08
OI00016555,ORD0029659,SKU03305,2,2860.96
OI00016556,ORD0031161,SKU02486,4,1016.0
OI00016557,ORD0013205,SKU02688,1,2137.94
OI00016558,ORD0016409,SKU03684,4,2034.39
OI00016559,ORD0005367,SKU00871,1,2434.48
OI00016560,ORD0029301,SKU00370,1,797.42
OI00016561,ORD0034341,SKU00692,8,1358.8
OI00016562,ORD0048329,SKU01544,2,2183.85
OI00016563,ORD0030790,SKU01024,5,862.98
OI00016564,ORD0002367,SKU01393,7,2488.78
OI00016565,ORD0034334,SKU00347,5,1964.65
OI00016566,ORD0045002,SKU02379,2,2443.79
OI00016567,ORD0007345,SKU01912,4,1897.54
OI00016568,ORD0049072,SKU04748,2,2561.65
OI00016569,ORD0010157,SKU04297,8,2810.93
OI00016570,ORD0024170,SKU02664,7,229.49
OI00016571,ORD0038719,SKU04004,6,646.46
OI00016572,ORD0037557,SKU04448,5,1248.07
OI00016573,ORD0014469,SKU01023,10,449.91
OI00016574,ORD0039417,SKU01770,2,1776.13
OI00016575,ORD0046118,SKU01842,1,1391.41
OI00016576,ORD0022713,SKU04764,3,78.99
OI00016577,ORD0045734,SKU00631,8,604.66
OI00016578,ORD0030247,SKU04886,6,1935.22
OI00016579,ORD0035449,SKU04377,8,839.93
OI00016580,ORD0040183,SKU00572,2,2525.17
OI00016581,ORD0004793,SKU02035,4,767.79
OI00016582,ORD0031600,SKU02249,9,1912.08
OI00016583,ORD0024589,SKU02611,10,635.46
OI00016584,ORD0046938,SKU01081,9,1088.49
OI00016585,ORD0036288,SKU02275,1,1310.36
OI00016586,ORD0019156,SKU01198,10,916.91
OI00016587,ORD0041315,SKU03282,1,2219.35
OI00016588,ORD0039091,SKU01728,9,1330.05
OI00016589,ORD0013733,SKU04726,6,1573.17
OI00016590,ORD0018821,SKU01244,10,291.33
OI00016591,ORD0025369,SKU00796,5,438.66
OI00016592,ORD0007246,SKU02512,4,2108.82
OI00016593,ORD0007687,SKU02037,9,1110.34
OI00016594,ORD0049871,SKU02985,8,1768.65
OI00016595,ORD0041043,SKU02385,3,1772.19
OI00016596,ORD0026066,SKU02089,7,2835.67
OI00016597,ORD0009838,SKU00989,1,2908.73
OI00016598,ORD0033337,SKU00543,9,2000.23
OI00016599,ORD0007189,SKU03102,9,2350.08
OI00016600,ORD0021087,SKU02635,6,1136.93
OI00016601,ORD0022457,SKU04983,1,279.17
OI00016602,ORD0019306,SKU03744,7,1929.15
OI00016603,ORD0035685,SKU03789,8,958.34
OI00016604,ORD0008651,SKU02383,1,2919.82
OI00016605,ORD0001968,SKU03187,5,2420.09
OI00016606,ORD0039587,SKU03813,5,264.72
OI00016607,ORD0002533,SKU04767,2,2347.65
OI00016608,ORD0028453,SKU03767,2,639.33
OI00016609,ORD0005856,SKU01851,2,2050.41
OI00016610,ORD0022477,SKU02087,1,2300.88
OI00016611,ORD0023520,SKU01399,10,2216.61
OI00016612,ORD0045974,SKU02591,3,469.67
OI00016613,ORD0015335,SKU01129,2,2403.48
OI00016614,ORD0012943,SKU02568,10,916.33
OI00016615,ORD0035691,SKU03020,2,2309.4
OI00016616,ORD0000258,SKU01447,6,156.25
OI00016617,ORD0001458,SKU01202,6,1930.83
OI00016618,ORD0012736,SKU01517,5,743.77
OI00016619,ORD0003750,SKU01836,5,2025.02
OI00016620,ORD0046983,SKU04846,5,1134.68
OI00016621,ORD0018894,SKU02269,9,1298.44
OI00016622,ORD0025492,SKU01499,4,1371.66
OI00016623,ORD0029021,SKU02239,2,1534.69
OI00016624,ORD0030774,SKU02909,7,1455.21
OI00016625,ORD0041733,SKU03837,5,1850.64
OI00016626,ORD0018624,SKU03832,9,2776.56
OI00016627,ORD0031261,SKU02295,5,2174.11
OI00016628,ORD0026867,SKU00137,1,672.31
OI00016629,ORD0019286,SKU04695,6,532.61
OI00016630,ORD0048727,SKU02525,8,958.25
OI00016631,ORD0001519,SKU01388,4,1838.13
OI00016632,ORD0044384,SKU00688,9,830.66
OI00016633,ORD0027525,SKU02744,8,2829.41
OI00016634,ORD0033287,SKU01017,3,2508.91
OI00016635,ORD0035567,SKU03618,7,1197.68
OI00016636,ORD0035170,SKU04505,9,1767.26
OI00016637,ORD0048311,SKU04084,8,823.92
OI00016638,ORD0030879,SKU00045,8,2455.52
OI00016639,ORD0003231,SKU02430,7,923.29
OI00016640,ORD0032137,SKU02628,7,2906.8
OI00016641,ORD0041568,SKU01224,10,624.34
OI00016642,ORD0038411,SKU03017,8,1125.76
OI00016643,ORD0006421,SKU04449,6,283.58
OI00016644,ORD0002670,SKU01629,5,2589.96
OI00016645,ORD0006913,SKU00805,6,420.95
OI00016646,ORD0022421,SKU00962,1,1790.64
OI00016647,ORD0032979,SKU02482,1,2536.92
OI00016648,ORD0014057,SKU02073,3,2927.52
OI00016649,ORD0031427,SKU00675,10,439.47
OI00016650,ORD0045345,SKU02948,7,2309.64
OI00016651,ORD0012711,SKU01701,10,2883.88
OI00016652,ORD0001067,SKU04126,10,1230.58
OI00016653,ORD0044202,SKU01131,2,-1530.65
OI00016654,ORD0045415,SKU04555,1,1415.31
OI00016655,ORD0022426,SKU01332,6,2243.63
OI00016656,ORD0013716,SKU00988,10,1512.55
OI00016657,ORD0048160,SKU00180,5,1031.27
OI00016658,ORD0012267,SKU04710,9,996.23
OI00016659,ORD0049626,SKU00972,1,2756.64
OI00016660,ORD0035365,SKU04968,2,174.41
OI00016661,ORD0003410,SKU03062,1,1643.99
OI00016662,ORD0013104,SKU03477,1,2660.6
OI00016663,ORD0011187,SKU03302,4,1501.88
OI00016664,ORD0004496,SKU00577,1,1975.87
OI00016665,ORD0022833,SKU00678,3,344.99
OI00016666,ORD0006535,SKU04398,1,2489.63
OI00016667,ORD0016440,SKU02860,5,2823.46
OI00016668,ORD0016243,SKU04007,10,506.28
OI00016669,ORD0031450,SKU00840,3,2857.96
OI00016670,ORD0009536,SKU02261,7,2706.42
OI00016671,ORD0038908,SKU04293,2,2099.5
OI00016672,ORD0036257,SKU04219,8,1464.71
OI00016673,ORD0027939,SKU01972,3,861.02
OI00016674,ORD0005645,SKU04601,6,2455.3
OI00016675,ORD0015927,SKU04854,4,2129.51
OI00016676,ORD0031464,SKU04833,7,2850.39
OI00016677,ORD0049752,SKU00651,5,2094.75
OI00016678,ORD0022327,SKU00099,1,253.87
OI00016679,ORD0023110,SKU01560,1,1527.02
OI00016680,ORD0038981,SKU00235,9,138.92
OI00016681,ORD0045583,SKU02143,4,1552.14
OI00016682,ORD0046122,SKU01430,3,1636.3
OI00016683,ORD0005602,SKU02204,2,1329.26
OI00016684,ORD0035595,SKU02746,3,1278.11
OI00016685,ORD0043411,SKU03706,1,1718.86
OI00016686,ORD0003025,SKU02887,9,531.24
OI00016687,ORD0030207,SKU01475,3,1349.98
OI00016688,ORD0002005,SKU01563,6,2469.37
OI00016689,ORD0040580,SKU03459,3,-2217.86
OI00016690,ORD0038514,SKU02767,2,2936.51
OI00016691,ORD0016677,SKU00411,6,1202.09
OI00016692,ORD0012728,SKU00493,10,335.08
OI00016693,ORD0023451,SKU01938,4,57.33
OI00016694,ORD0016956,SKU00197,2,2108.01
OI00016695,ORD0027498,SKU03242,,2387.83
OI00016696,ORD0023754,SKU00666,2,282.79
OI00016697,ORD0031211,SKU00602,10,114.44
OI00016698,ORD0011411,SKU03621,4,2579.55
OI00016699,ORD0032573,SKU02467,5,737.7
OI00016700,ORD0013308,SKU00772,7,1185.52
OI00016701,ORD0040631,SKU03269,10,499.45
OI00016702,ORD0044214,SKU01481,5,112.95
OI00016703,ORD0013440,SKU02156,4,280.65
OI00016704,ORD0016323,SKU03431,5,634.14
OI00016705,ORD0046849,SKU04007,7,486.17
OI00016706,ORD0041656,SKU00086,6,2488.47
OI00016707,ORD0036049,SKU04688,8,2268.77
OI00016708,ORD0000504,SKU04588,1,480.34
OI00016709,ORD0025521,SKU00365,4,383.48
OI00016710,ORD0003906,SKU03124,6,1453.3
OI00016711,ORD0033162,SKU02644,3,2690.51
OI00016712,ORD0033845,SKU01196,10,78.82
OI00016713,ORD0020903,SKU01899,9,1071.28
OI00016714,ORD0038318,SKU01102,2,286.83
OI00016715,ORD0038499,SKU00167,10,1128.75
OI00016716,ORD0028540,SKU04815,1,2381.77
OI00016717,ORD0037168,SKU03156,1,728.16
OI00016718,ORD0019641,SKU03579,7,2546.08
OI00016719,ORD0018406,SKU03298,3,2408.72
OI00016720,ORD0014168,SKU03215,2,2718.22
OI00016721,ORD0004081,SKU02009,9,2634.22
OI00016722,ORD0027741,SKU03233,10,1398.66
OI00016723,ORD0001307,SKU04117,9,2286.53
OI00016724,ORD0013621,SKU01539,4,702.07
OI00016725,ORD0048565,SKU03428,2,2509.87
OI00016726,ORD0025145,SKU01507,9,-2630.87
OI00016727,ORD0037203,SKU01401,3,1767.53
OI00016728,ORD0004069,SKU01968,2,372.27
OI00016729,ORD0031133,SKU03383,3,1586.92
OI00016730,ORD0023450,SKU01742,4,2278.77
OI00016731,ORD0016698,SKU04480,4,1481.22
OI00016732,ORD0016315,SKU00256,7,1430.52
OI00016733,ORD0035197,SKU00649,5,1739.03
OI00016734,ORD0023578,SKU02181,1,2349.13
OI00016735,ORD0034375,SKU00152,8,103.36
OI00016736,ORD0007919,SKU03449,2,648.76
OI00016737,ORD0029394,SKU04199,8,1432.18
OI00016738,ORD0034909,SKU01748,9,461.98
OI00016739,ORD0026435,SKU01817,1,374.09
OI00016740,ORD0012645,SKU01449,1,444.02
OI00016741,ORD0000003,SKU00267,8,1631.77
OI00016742,ORD0041742,SKU04608,2,2795.95
OI00016743,ORD0034594,SKU00627,6,966.98
OI00016744,ORD0025472,SKU00206,3,1974.56
OI00016745,ORD0035126,SKU04539,5,1960.84
OI00016746,ORD0027461,SKU03410,4,1077.31
OI00016747,ORD0012628,SKU04277,10,1774.17
OI00016748,ORD0025083,SKU00312,4,1457.98
OI00016749,ORD0047723,SKU00241,1,2998.96
OI00016750,ORD0021382,SKU03812,9,2423.19
OI00016751,ORD0035123,SKU03881,8,896.6
OI00016752,ORD0008936,SKU00039,10,2920.09
OI00016753,ORD0042520,SKU00200,2,2021.72
OI00016754,ORD0004760,SKU02510,7,2116.2
OI00016755,ORD0039052,SKU04953,6,1312.11
OI00016756,ORD0048778,SKU00231,9,2730.51
OI00016757,ORD0041435,SKU00880,8,2475.11
OI00016758,ORD0047042,SKU03992,7,2069.91
OI00016759,ORD0001920,SKU04020,1,2807.63
OI00016760,ORD0009059,SKU04347,2,464.69
OI00016761,ORD0028484,SKU00599,4,1873.83
OI00016762,ORD0024911,SKU03985,5,141.01
OI00016763,ORD0000617,SKU03226,2,1282.52
OI00016764,ORD0032879,SKU00886,6,343.89
OI00016765,ORD0046483,SKU01192,6,103.23
OI00016766,ORD0022810,SKU00937,3,1881.14
OI00016767,ORD0026075,SKU03003,7,1072.65
OI00016768,ORD0017034,SKU02656,6,451.8
OI00016769,ORD0047038,SKU02382,9,1053.39
OI00016770,ORD0016558,SKU02533,7,2111.15
OI00016771,ORD0037153,SKU00127,3,311.4
OI00016772,ORD0037935,SKU00714,1,986.19
OI00016773,ORD0027054,SKU03118,10,1214.96
OI00016774,ORD0013650,SKU02572,7,115.28
OI00016775,ORD0000308,SKU01466,7,1891.34
OI00016776,ORD0046656,SKU00403,2,2396.58
OI00016777,ORD0027286,SKU04276,8,1816.98
OI00016778,ORD0007032,SKU03880,4,981.3
OI00016779,ORD0026584,SKU04586,7,2280.57
OI00016780,ORD0042747,SKU01267,7,2586.15
OI00016781,ORD0037413,SKU01822,6,1590.28
OI00016782,ORD0040741,SKU04538,1,1946.34
OI00016783,ORD0036018,SKU02900,2,1313.47
OI00016784,ORD0001510,SKU00835,5,2821.75
OI00016785,ORD0002460,SKU01913,7,112.98
OI00016786,ORD0014714,SKU00319,5,2581.55
OI00016787,ORD0041305,SKU02898,9,1190.54
OI00016788,ORD0028822,SKU00512,6,2023.6
OI00016789,ORD0004852,SKU00522,6,2918.21
OI00016790,ORD0021295,SKU02091,3,1982.15
OI00016791,ORD0005307,SKU02323,4,2063.65
OI00016792,ORD0013199,SKU01955,2,170.46
OI00016793,ORD0049799,SKU04854,2,2112.99
OI00016794,ORD0015480,SKU02150,2,547.07
OI00016795,ORD0044904,SKU04586,2,1241.07
OI00016796,ORD0007948,SKU00054,3,902.37
OI00016797,ORD0047924,SKU01088,3,387.73
OI00016798,ORD0014815,SKU02854,10,2176.52
OI00016799,ORD0018546,SKU01032,6,2046.06
OI00016800,ORD0037487,SKU00042,7,661.91
OI00016801,ORD0045134,SKU00175,9,81.57
OI00016802,ORD0020611,SKU01281,4,1456.96
OI00016803,ORD0027233,SKU03435,9,2423.86
OI00016804,ORD0007310,SKU01875,1,733.33
OI00016805,ORD0035309,SKU04864,6,2882.13
OI00016806,ORD0004568,SKU04692,1,2857.51
OI00016807,ORD0013101,SKU01304,3,1370.61
OI00016808,ORD0004688,SKU02997,5,1606.27
OI00016809,ORD0004116,SKU00708,5,78.02
OI00016810,ORD0024797,SKU01442,5,279.29
OI00016811,ORD0041610,SKU03295,5,575.77
OI00016812,ORD0003035,SKU01184,6,983.81
OI00016813,ORD0007080,SKU00381,4,1293.45
OI00016814,ORD0012136,SKU00275,2,-2752.3
OI00016815,ORD0040524,SKU03167,9,2883.09
OI00016816,ORD0021177,SKU02401,9,416.43
OI00016817,ORD0030640,SKU00556,7,2696.54
OI00016818,ORD0006171,SKU00262,10,535.01
OI00016819,ORD0022113,SKU00810,8,2337.94
OI00016820,ORD0004710,SKU02884,9,280.16
OI00016821,ORD0022188,SKU00979,6,1684.74
OI00016822,ORD0034305,SKU03447,6,2364.42
OI00016823,ORD0017616,SKU00517,4,73.07
OI00016824,ORD0010383,SKU00404,7,2994.08
OI00016825,ORD0012535,SKU02210,2,93.72
OI00016826,ORD0034515,SKU00471,1,2573.1
OI00016827,ORD0000364,SKU04991,2,2971.67
OI00016828,ORD0040971,SKU01886,6,1828.27
OI00016829,ORD0017798,SKU02157,4,1272.82
OI00016830,ORD0021444,SKU02396,6,1634.87
OI00016831,ORD0043643,SKU00962,10,2511.77
OI00016832,ORD0003739,SKU02443,3,193.99
OI00016833,ORD0018291,SKU03512,2,1264.67
OI00016834,ORD0017325,SKU04188,2,1094.2
OI00016835,ORD0024989,SKU02877,8,2009.23
OI00016836,ORD0005095,SKU04151,8,784.33
OI00016837,ORD0019152,SKU02138,5,1263.02
OI00016838,ORD0041052,SKU03844,1,2104.92
OI00016839,ORD0005160,SKU02833,10,991.43
OI00016840,ORD0005757,SKU04029,2,2984.1
OI00016841,ORD0047914,SKU03982,5,2612.62
OI00016842,ORD0040803,SKU01175,2,1605.65
OI00016843,ORD0036890,SKU01170,8,399.73
OI00016844,ORD0008897,SKU04047,3,1016.49
OI00016845,ORD0029416,SKU04769,8,498.05
OI00016846,ORD0038592,SKU00246,4,2069.74
OI00016847,ORD0033550,SKU04796,6,1057.15
OI00016848,ORD0032548,SKU00142,5,1204.27
OI00016849,ORD0029921,SKU02351,8,2674.65
OI00016850,ORD0005158,SKU01411,7,2012.82
OI00016851,ORD0015986,SKU03783,8,1429.05
OI00016852,ORD0015091,SKU04982,6,461.81
OI00016853,ORD0031119,SKU00429,6,139.84
OI00016854,ORD0036014,SKU00587,8,2473.82
OI00016855,ORD0023237,SKU01224,7,2939.19
OI00016856,ORD0035475,SKU01745,8,897.07
OI00016857,ORD0024374,SKU02833,5,1001.64
OI00016858,ORD0024195,SKU00015,10,1373.61
OI00016859,ORD0028401,SKU04021,1,68.28
OI00016860,ORD0006932,SKU03180,8,2671.33
OI00016861,ORD0028736,SKU01904,1,542.85
OI00016862,ORD0009935,SKU02259,6,685.53
OI00016863,ORD0043292,SKU03395,8,1496.9
OI00016864,ORD0020299,SKU00410,5,1533.28
OI00016865,ORD0049018,SKU04853,9,980.75
OI00016866,ORD0029458,SKU03549,1,1040.76
OI00016867,ORD0044820,SKU01821,1,1190.29
OI00016868,ORD0033227,SKU04341,10,2517.26
OI00016869,ORD0027704,SKU04115,4,1437.91
OI00016870,ORD0048004,SKU02191,2,558.81
OI00016871,ORD0034795,SKU00671,8,1162.41
OI00016872,ORD0048906,SKU01995,10,1839.61
OI00016873,ORD0025703,SKU00055,10,2816.75
OI00016874,ORD0029957,SKU01664,7,2265.43
OI00016875,ORD0045619,SKU00642,4,1372.95
OI00016876,ORD0026918,SKU02805,10,2168.54
OI00016877,ORD0025883,SKU00881,9,2797.47
OI00016878,ORD0045019,SKU04613,2,689.09
OI00016879,ORD0031628,SKU01961,2,1527.17
OI00016880,ORD0009651,SKU02367,1,761.45
OI00016881,ORD0014004,SKU00010,7,603.9
OI00016882,ORD0045985,SKU02754,10,629.72
OI00016883,ORD0017698,SKU03266,2,2185.45
OI00016884,ORD0001222,SKU02016,2,2825.42
OI00016885,ORD0036818,SKU02206,9,1930.73
OI00016886,ORD0027203,SKU04655,5,1329.29
OI00016887,ORD0009838,SKU01919,2,1742.13
OI00016888,ORD0038604,SKU00817,8,1377.86
OI00016889,ORD0034261,SKU00204,1,314.66
OI00016890,ORD0027206,SKU01155,7,2149.31
OI00016891,ORD0012913,SKU03752,8,133.94
OI00016892,ORD0013906,SKU04079,5,2685.82
OI00016893,ORD0006401,SKU01567,3,404.01
OI00016894,ORD0017242,SKU01998,10,2473.15
OI00016895,ORD0014918,SKU04980,1,2349.04
OI00016896,ORD0005280,SKU03248,3,1608.22
OI00016897,ORD0019116,SKU00643,6,2296.84
OI00016898,ORD0007185,SKU02474,5,1973.8
OI00016899,ORD0028435,SKU04724,9,147.81
OI00016900,ORD0048978,SKU01903,4,2671.34
OI00016901,ORD0007820,SKU01172,2,556.51
OI00016902,ORD0039450,SKU01374,,1433.23
OI00016903,ORD0011590,SKU04475,9,767.56
OI00016904,ORD0025619,SKU02202,2,1707.04
OI00016905,ORD0046319,SKU01697,10,1028.4
OI00016906,ORD0005274,SKU03366,1,2388.15
OI00016907,ORD0042342,SKU00936,5,1281.73
OI00016908,ORD0040594,SKU04889,10,2219.7
OI00016909,ORD0038032,SKU02047,1,1268.28
OI00016910,ORD0022843,SKU01882,1,1781.58
OI00016911,ORD0008291,SKU00667,5,2719.99
OI00016912,ORD0038879,SKU04959,8,2521.3
OI00016913,ORD0003344,SKU04164,,2883.1
OI00016914,ORD0032925,SKU01588,5,2768.49
OI00016915,ORD0024851,SKU00212,10,2789.82
OI00016916,ORD0020065,SKU00722,3,699.65
OI00016917,ORD0020307,SKU04050,5,217.67
OI00016918,ORD0041422,SKU04667,6,2167.28
OI00016919,ORD0000933,SKU01094,9,2725.1
OI00016920,ORD0036637,SKU03140,2,2484.03
OI00016921,ORD0014197,SKU03990,5,2885.94
OI00016922,ORD0042628,SKU00051,6,2113.32
OI00016923,ORD0007747,SKU01441,8,792.27
OI00016924,ORD0004130,SKU00863,9,723.99
OI00016925,ORD0002451,SKU00924,10,1525.68
OI00016926,ORD0046096,SKU03126,6,2378.67
OI00016927,ORD0014368,SKU00603,1,1341.42
OI00016928,ORD0001603,SKU02308,3,1438.56
OI00016929,ORD0046589,SKU00526,10,1590.15
OI00016930,ORD0038407,SKU01443,4,1238.76
OI00016931,ORD0029316,SKU01810,,2603.92
OI00016932,ORD0043727,SKU01461,1,2676.6
OI00016933,ORD0002165,SKU02100,9,1033.42
OI00016934,ORD0048595,SKU02398,8,688.35
OI00016935,ORD0037681,SKU02518,8,1085.35
OI00016936,ORD0038157,SKU02022,10,1908.96
OI00016937,ORD0015219,SKU04317,3,1911.01
OI00016938,ORD0028267,SKU03378,9,358.33
OI00016939,ORD0020055,SKU02413,8,2953.93
OI00016940,ORD0029368,SKU00687,9,1156.96
OI00016941,ORD0044014,SKU03464,2,-1839.09
OI00016942,ORD0044130,SKU02964,9,1957.68
OI00016943,ORD0035977,SKU02969,5,910.64
OI00016944,ORD0025953,SKU01102,7,2433.87
OI00016945,ORD0004140,SKU01116,6,1534.92
OI00016946,ORD0000308,SKU03360,8,1354.01
OI00016947,ORD0041361,SKU01851,4,259.63
OI00016948,ORD0047630,SKU00700,7,2128.71
OI00016949,ORD0047229,SKU00323,8,1901.94
OI00016950,ORD0042409,SKU01002,2,2494.74
OI00016951,ORD0049466,SKU01531,1,1605.54
OI00016952,ORD0038937,SKU03530,10,2681.14
OI00016953,ORD0031088,SKU01643,2,2780.03
OI00016954,ORD0030422,SKU01491,5,2329.5
OI00016955,ORD0043080,SKU02033,10,-85.02
OI00016956,ORD0018693,SKU03834,1,2538.26
OI00016957,ORD0028611,SKU00290,8,2826.55
OI00016958,ORD0007584,SKU01282,4,2244.05
OI00016959,ORD0047406,SKU02953,6,1145.62
OI00016960,ORD0046692,SKU02210,7,2866.12
OI00016961,ORD0011533,SKU01641,3,2367.42
OI00016962,ORD0008728,SKU03407,3,2562.29
OI00016963,ORD0022945,SKU01137,8,545.76
OI00016964,ORD0021434,SKU01688,4,2412.21
OI00016965,ORD0043749,SKU00242,9,726.77
OI00016966,ORD0034259,SKU03248,4,2741.92
OI00016967,ORD0020867,SKU00186,5,1938.84
OI00016968,ORD0010453,SKU01952,3,2254.47
OI00016969,ORD0007487,SKU00176,5,678.52
OI00016970,ORD0010546,SKU00579,5,2241.93
OI00016971,ORD0043933,SKU02846,10,2728.8
OI00016972,ORD0028052,SKU02365,4,542.14
OI00016973,ORD0012026,SKU01326,1,893.82
OI00016974,ORD0007278,SKU02898,1,674.27
OI00016975,ORD0033510,SKU02165,8,2681.91
OI00016976,ORD0042494,SKU03168,8,1590.14
OI00016977,ORD0033443,SKU01628,3,2424.7
OI00016978,ORD0021418,SKU03158,5,2093.79
OI00016979,ORD0044908,SKU01065,9,549.75
OI00016980,ORD0027579,SKU02204,9,2034.84
OI00016981,ORD0001230,SKU03852,6,1968.41
OI00016982,ORD0021919,SKU02778,6,2236.09
OI00016983,ORD0025362,SKU03833,6,2892.01
OI00016984,ORD0007340,SKU00999,4,526.85
OI00016985,ORD0010110,SKU03125,1,687.77
OI00016986,ORD0046170,SKU01487,3,2792.15
OI00016987,ORD0039985,SKU04509,5,1185.4
OI00016988,ORD0038342,SKU03897,1,815.17
OI00016989,ORD0019904,SKU03882,10,2659.95
OI00016990,ORD0003824,SKU03226,5,83.29
OI00016991,ORD0015661,SKU01163,9,394.07
OI00016992,ORD0035890,SKU01809,7,470.27
OI00016993,ORD0033640,SKU00212,2,2400.41
OI00016994,ORD0029278,SKU00463,2,2024.1
OI00016995,ORD0007658,SKU01957,2,1225.06
OI00016996,ORD0002756,SKU00548,3,2513.06
OI00016997,ORD0018797,SKU00932,10,1642.04
OI00016998,ORD0012810,SKU01753,5,614.0
OI00016999,ORD0029503,SKU01204,10,570.22
OI00017000,ORD0021805,SKU00147,7,1341.66
OI00017001,ORD0038841,SKU00090,9,1581.94
OI00017002,ORD0016928,SKU04138,2,1744.8
OI00017003,ORD0006923,SKU03839,6,2132.74
OI00017004,ORD0024881,SKU03589,7,1929.66
OI00017005,ORD0015801,SKU00638,5,1402.68
OI00017006,ORD0018796,SKU03842,10,1762.22
OI00017007,ORD0037431,SKU04248,4,1297.35
OI00017008,ORD0030047,SKU01471,6,350.99
OI00017009,ORD0000351,SKU00798,2,1145.25
