order_id,customer_id,order_date,status,total_amount,region,category,warehouse
ORD0030264,CUST006296,2026-02-04 21:28:52,placed,6686.23,North,Books,WH-HYD
ORD0045556,CUST006563,2026-05-17 09:49:40,delivered,1517.03,West,Apparel,WH-BLR
ORD0004100,CUST009122,2026-03-11 14:12:40,in_transit,9008.62,West,Electronics,WH-HYD
ORD0029730,CUST006677,2026-05-19 05:12:24,cancelled,2292.06,North,Toys,WH-PUN
ORD0031767,CUST003481,2026-05-19 14:35:10,delivered,2834.86,Central,Home,WH-DEL
ORD0034238,CUST002483,2026-03-31 20:51:20,cancelled,7153.98,South,Beauty,WH-BLR
ORD0029892,CUST009527,2026-02-15 14:04:51,N/A,8650.78,North,Beauty,WH-PUN
ORD0026356,CUST004348,2026-03-23 15:31:12,cancelled,7229.05,East,Beauty,WH-HYD
ORD0034199,CUST000960,2026-05-30 17:31:58,delivered,3724.77,West,Books,WH-HYD
ORD0019823,CUST001020,2026-02-16 07:49:55,delivered,4325.23,East,Apparel,WH-PUN
ORD0018729,CUST000288,2026-06-02 12:03:58,delivered,4324.38,East,Beauty,WH-PUN
ORD0031729,CUST001444,2026-06-27 11:32:29,placed,6335.26,West,Sports,WH-MUM
ORD0024019,CUST003981,2026-07-29 05:53:58,cancelled,7842.42,South,Home,WH-PUN
ORD0000653,CUST006598,2026-06-02 03:17:13,shipped,6005.23,Central,Home,WH-PUN
ORD0005777,CUST009002,2026-05-04 01:07:48,delivered,9428.85,West,Books,WH-MUM
ORD0003293,CUST004822,2026-04-28 14:20:48,in_transit,8817.14,South,Sports,WH-HYD
ORD0021781,CUST005188,2026-03-27 08:43:05,PENDING,2528.29,West,Toys,WH-PUN
ORD0000450,CUST006458,2026-03-01 16:38:42,placed,9846.2,Central,Home,WH-PUN
ORD0019588,CUST002953,2026-02-13 23:17:58,shipped,11815.96,North,Apparel,WH-HYD
ORD0027917,CUST000383,2026-01-25 21:32:33,delivered,2043.4,East,Apparel,WH-PUN
ORD0001377,CUST003828,2026-03-29 16:29:49,shipped,8401.13,South,Beauty,WH-DEL
ORD0034858,CUST000042,2026-05-13 21:43:17,shipped,10504.94,West,Home,WH-MUM
ORD0032102,CUST002465,2026-04-18 01:27:02,cancelled,3119.83,East,Apparel,WH-PUN
ORD0029976,CUST004062,2026-02-19 22:46:39,,7812.6,South,Electronics,WH-MUM
ORD0029648,CUST005623,2026-05-30 13:00:05,cancelled,3757.22,North,Sports,WH-BLR
ORD0035944,CUST005700,2026-03-21 07:12:48,cancelled,812.56,Central,Toys,WH-HYD
ORD0000248,CUST001982,2026-03-12 09:50:42,placed,3363.24,North,Home,WH-DEL
ORD0014065,CUST002904,2026-01-13 04:32:37,cancelled,3745.98,East,Beauty,WH-HYD
ORD0014211,CUST008974,2026-05-24 05:03:34,cancelled,12945.68,South,Toys,WH-MUM
ORD0015925,CUST007703,2026-02-17 04:31:26,placed,11434.93,North,Apparel,WH-DEL
ORD0010422,CUST001963,2026-07-22 10:02:04,shipped,8991.96,East,Apparel,WH-MUM
ORD0038785,CUST002491,2026-03-16 15:55:17,unknown,7523.89,North,Apparel,WH-PUN
ORD0014207,CUST001746,2026-03-25 15:20:39,shipped,507.26,North,Books,WH-DEL
ORD0028020,CUST003929,2026-07-24 16:57:42,delivered,10962.69,West,Beauty,WH-MUM
ORD0014956,CUST006139,2026-07-27 10:18:05,placed,645.37,Central,Books,WH-BLR
ORD0024276,CUST007220,2026-01-11 08:12:38,cancelled,1419.53,West,Sports,WH-BLR
ORD0049451,CUST002963,2026-02-20 03:23:54,placed,6677.69,East,Toys,WH-DEL
ORD0019020,CUST006057,2026-01-20 20:29:49,placed,4819.85,East,Books,WH-BLR
ORD0017348,CUST008417,2026-06-22 23:54:37,shipped,7574.54,East,Toys,WH-BLR
ORD0000994,CUST000711,2026-07-24 09:18:45,placed,6790.66,North,Sports,WH-BLR
ORD0026732,CUST002371,2026-01-29 10:54:35,unknown,7958.26,West,Beauty,WH-HYD
ORD0019583,CUST006890,2026-05-04 14:22:28,delivered,3386.03,Central,Books,WH-DEL
ORD0001435,CUST002975,2026-06-02 14:41:03,shipped,3138.51,Central,Books,WH-DEL
ORD0036258,CUST008098,2026-03-22 15:34:48,placed,12465.37,South,Beauty,WH-HYD
ORD0018045,CUST002899,2026-01-29 16:27:17,shipped,3301.4,North,Electronics,WH-BLR
ORD0036822,CUST005523,2026-03-22 08:54:41,cancelled,1528.99,Central,Sports,WH-BLR
ORD0031974,CUST004642,2026-06-26 09:53:27,shipped,13935.57,East,Beauty,WH-HYD
ORD0013939,CUST003048,2026-07-29 04:16:41,cancelled,1941.12,North,Electronics,WH-MUM
ORD0017231,CUST009770,2026-01-04 07:50:00,cancelled,4504.57,West,Toys,WH-BLR
ORD0039294,CUST006110,2026-06-01 13:01:05,,8201.07,South,Beauty,WH-HYD
ORD0049198,CUST005678,2026-04-06 20:46:55,shipped,9295.84,Central,Apparel,WH-DEL
ORD0044556,CUST002437,2026-04-28 09:24:28,unknown,8833.11,Central,Books,WH-PUN
ORD0024033,CUST003065,2026-03-03 13:19:29,placed,13801.94,East,Apparel,WH-DEL
ORD0037967,CUST002760,2026-03-07 20:13:29,shipped,771.35,South,Electronics,WH-HYD
ORD0010419,CUST002949,2026-05-18 03:06:54,delivered,7041.93,Central,Beauty,WH-MUM
ORD0008257,CUST009868,2026-03-30 15:26:03,placed,5261.68,West,Apparel,WH-HYD
ORD0009410,CUST004001,2026-06-17 04:50:01,placed,7696.35,West,Apparel,WH-HYD
ORD0037697,CUST004612,2026-02-04 11:03:11,cancelled,14497.34,Central,Toys,WH-HYD
ORD0029607,CUST003272,2026-02-26 06:02:27,shipped,14516.63,West,Books,WH-DEL
ORD0023334,CUST004026,2026-01-06 21:40:40,shipped,1319.89,South,Home,WH-BLR
ORD0030522,CUST005069,2026-04-09 18:09:38,placed,11589.35,North,Books,WH-MUM
ORD0033694,CUST006652,2026-01-08 20:19:38,cancelled,10768.66,South,Electronics,WH-HYD
ORD0035267,CUST005655,2026-04-23 14:27:52,cancelled,8067.74,East,Books,WH-HYD
ORD0046120,CUST000174,2026-04-19 10:03:03,placed,14596.08,South,Toys,WH-MUM
ORD0026711,CUST000243,2026-05-02 22:27:38,shipped,13071.95,West,Electronics,WH-HYD
ORD0001458,CUST000222,2026-05-04 20:02:55,placed,3019.71,West,Apparel,WH-HYD
ORD0006526,CUST002637,2026-02-28 06:15:58,PENDING,10314.85,East,Books,WH-DEL
ORD0009228,CUST003590,2026-06-03 05:49:38,returnd,12210.36,Central,Sports,WH-HYD
ORD0006343,CUST004162,2026-04-05 15:21:14,shipped,3765.64,East,Apparel,WH-DEL
ORD0002207,CUST002633,2026-01-25 11:21:36,shipped,3009.85,North,Books,WH-BLR
ORD0030171,CUST008094,2026-07-21 19:20:23,shipped,9776.22,East,Sports,WH-PUN
ORD0047512,CUST005620,2026-03-12 10:02:28,PENDING,2800.7,Central,Toys,WH-DEL
ORD0005428,CUST009258,2026-03-11 08:22:57,delivered,1942.78,North,Apparel,WH-MUM
ORD0017404,CUST006604,2026-01-16 04:28:50,placed,1850.2,East,Beauty,WH-HYD
ORD0028640,CUST001015,2026-04-08 00:50:04,N/A,14147.13,West,Home,WH-MUM
ORD0025057,CUST000254,2026-03-03 19:55:02,placed,14010.76,Central,Electronics,WH-BLR
ORD0033051,CUST008775,2026-01-31 05:48:02,delivered,13131.12,South,Home,WH-BLR
ORD0042172,CUST004879,2026-06-10 09:58:23,cancelled,2578.6,Central,Apparel,WH-DEL
ORD0047528,CUST007818,2026-01-31 03:39:41,,4020.27,East,Home,WH-DEL
ORD0013711,CUST005944,2026-03-18 20:40:31,N/A,2032.09,Central,Electronics,WH-PUN
ORD0016524,CUST001767,2026-07-19 19:52:19,cancelled,9661.23,East,Apparel,WH-MUM
ORD0020977,CUST003312,2026-05-05 01:12:54,shipped,13231.39,East,Books,WH-BLR
ORD0043115,CUST005793,2026-03-05 11:23:42,shipped,8607.11,Central,Toys,WH-DEL
ORD0019762,CUST004994,2026-06-02 05:55:53,placed,5990.9,West,Beauty,WH-PUN
ORD0040570,CUST006716,2026-05-16 11:29:55,delivered,5490.81,Central,Books,WH-DEL
ORD0001615,CUST005952,2026-07-30 14:13:01,cancelled,11793.83,West,Beauty,WH-HYD
ORD0019121,CUST008043,2026-02-20 08:16:40,placed,2186.16,East,Books,WH-HYD
ORD0035002,CUST007698,2026-02-22 10:49:01,placed,9042.39,East,Books,WH-MUM
ORD0033454,CUST004484,2026-04-03 05:47:20,shipped,14525.46,East,Beauty,WH-BLR
ORD0044367,CUST000195,2026-05-30 21:46:49,delivered,11163.93,Central,Home,WH-DEL
ORD0024372,CUST009290,2026-04-29 13:17:52,delivered,7567.07,East,Home,WH-DEL
ORD0025656,CUST000212,2026-05-22 00:18:41,delivered,9200.28,North,Beauty,WH-HYD
ORD0024940,CUST009091,2026-01-12 14:54:49,placed,12038.76,South,Books,WH-BLR
ORD0014170,CUST001390,2026-01-03 09:53:12,delivered,1107.98,North,Apparel,WH-PUN
ORD0023845,CUST003218,2026-06-26 14:15:14,shipped,8582.41,East,Sports,WH-PUN
ORD0046381,CUST004086,2026-03-03 19:13:52,shipped,12063.66,East,Electronics,WH-MUM
ORD0025614,CUST008226,2026-01-12 10:13:42,placed,9132.57,South,Home,WH-PUN
ORD0012858,CUST009443,2026-04-11 16:04:46,cancelled,6835.52,West,Books,WH-MUM
ORD0027713,CUST001519,2026-02-18 00:41:00,shipped,1248.71,East,Electronics,WH-BLR
ORD0046262,CUST008100,2026-07-01 06:48:54,shipped,1141.09,West,Sports,WH-BLR
ORD0048842,CUST004415,2026-06-02 05:07:31,shipped,10414.65,East,Toys,WH-MUM
ORD0026756,CUST008306,2026-03-25 08:42:27,proccessing,5477.24,East,Books,WH-MUM
ORD0049857,CUST005992,2026-05-17 23:11:19,placed,6775.12,Central,Apparel,WH-PUN
ORD0005202,CUST004961,2026-05-19 13:45:17,cancelled,3793.85,Central,Home,WH-DEL
ORD0041612,CUST009540,2026-02-17 06:12:17,in_transit,693.05,West,Apparel,WH-PUN
ORD0029987,CUST004229,2026-04-20 00:25:32,in_transit,9808.41,West,Home,WH-BLR
ORD0024087,CUST005392,2026-04-05 05:55:28,placed,6071.1,East,Books,WH-BLR
ORD0005011,,2026-06-22 11:31:10,N/A,2319.71,West,Beauty,WH-MUM
ORD0000854,CUST009055,2026-03-01 05:23:37,shipped,3671.98,East,Electronics,WH-DEL
ORD0046923,CUST003016,2026-05-16 13:42:33,shipped,14770.76,South,Home,WH-PUN
ORD0030582,CUST001724,2026-01-14 21:46:10,PENDING,7986.67,South,Books,WH-HYD
ORD0020221,CUST005489,2026-02-20 06:35:10,delivered,1027.65,West,Home,WH-DEL
ORD0047083,CUST001343,2026-03-13 16:28:40,delivered,12990.0,West,Beauty,WH-PUN
ORD0010803,CUST001572,2026-01-02 22:12:32,cancelled,1017.54,North,Beauty,WH-BLR
ORD0042310,CUST003554,2026-05-03 01:23:46,cancelled,7092.79,West,Home,WH-MUM
ORD0019208,CUST000714,2026-03-31 13:29:26,in_transit,12305.16,North,Apparel,WH-HYD
ORD0002142,CUST006683,2026-07-21 20:18:34,N/A,14295.45,East,Electronics,WH-PUN
ORD0009773,CUST009749,2026-07-16 15:38:07,,12911.46,East,Books,WH-DEL
ORD0022685,CUST002169,2026-03-05 14:45:18,cancelled,3958.6,East,Books,WH-PUN
ORD0046090,CUST003882,2026-07-04 08:53:24,cancelled,9983.23,Central,Toys,WH-HYD
ORD0017513,CUST008003,2026-05-02 13:40:26,placed,9113.91,West,Sports,WH-MUM
ORD0023896,CUST007287,2026-01-28 02:42:48,cancelled,5862.47,East,Electronics,WH-BLR
ORD0019467,CUST008942,2026-06-07 06:52:23,N/A,5841.29,East,Electronics,WH-BLR
ORD0025127,CUST003056,2026-06-30 06:40:26,,10143.64,West,Beauty,WH-HYD
ORD0003563,CUST000722,2026-06-02 23:51:12,delivered,5980.1,South,Books,WH-BLR
ORD0033766,CUST001846,2026-05-02 02:19:51,placed,1302.48,North,Sports,WH-BLR
ORD0009184,CUST001104,2026-03-10 20:02:44,placed,7877.5,South,Home,WH-HYD
ORD0025581,CUST003146,2026-04-25 22:59:05,cancelled,1113.0,South,Toys,WH-MUM
ORD0047224,CUST001633,2026-02-25 22:53:17,placed,8840.22,Central,Apparel,WH-DEL
ORD0021862,CUST007500,2026-07-02 15:42:52,delivered,13500.59,West,Home,WH-BLR
ORD0023066,CUST001138,2026-07-24 22:25:38,shipped,10511.9,Central,Home,WH-HYD
ORD0040232,CUST008870,2026-06-14 20:34:58,placed,4874.69,West,Electronics,WH-DEL
ORD0040980,CUST007185,2026-07-25 18:11:17,delivered,4043.35,West,Sports,WH-BLR
ORD0010754,CUST000793,2026-02-08 10:30:22,N/A,13295.15,South,Electronics,WH-BLR
ORD0036081,CUST009688,2026-02-01 14:27:44,placed,558.5,South,Home,WH-BLR
ORD0046949,CUST002303,2026-03-02 15:40:07,in_transit,1953.55,East,Toys,WH-HYD
ORD0032507,CUST005340,2026-07-14 17:39:20,placed,11531.33,North,Sports,WH-MUM
ORD0048410,CUST003164,2026-04-21 07:43:43,delivered,8230.23,East,Home,WH-PUN
ORD0044940,CUST005259,2026-04-17 16:54:15,cancelled,5286.77,Central,Toys,WH-PUN
ORD0035957,CUST002307,2026-02-05 04:59:27,placed,14160.7,North,Electronics,WH-PUN
ORD0034408,CUST001455,2026-01-19 16:33:47,cancelled,380.72,East,Sports,WH-PUN
ORD0009100,CUST009081,2026-05-12 09:10:56,placed,6910.55,West,Apparel,WH-DEL
ORD0044836,CUST002843,2026-02-23 19:12:35,delivered,14406.26,North,Home,WH-PUN
ORD0040325,CUST004611,2026-06-15 04:53:52,returnd,4245.02,South,Apparel,WH-PUN
ORD0029867,CUST005373,2026-01-25 20:18:15,cancelled,12243.13,Central,Home,WH-PUN
ORD0033022,CUST007470,2026-04-02 05:02:33,shipped,1899.57,West,Home,WH-PUN
ORD0003591,CUST000278,2026-02-12 18:13:24,placed,1820.43,North,Home,WH-PUN
ORD0037900,CUST006650,2026-03-23 06:25:24,shipped,11982.55,East,Apparel,WH-DEL
ORD0004873,CUST007454,2026-01-28 20:16:18,shipped,13004.89,Central,Electronics,WH-BLR
ORD0006089,CUST001983,2026-02-14 05:19:32,cancelled,13628.55,Central,Apparel,WH-DEL
ORD0034250,CUST006649,2026-04-04 14:47:05,in_transit,3451.46,West,Beauty,WH-MUM
ORD0018632,CUST001268,2026-01-30 02:38:30,placed,11880.86,Central,Electronics,WH-MUM
ORD0002606,CUST006304,2026-04-14 09:42:08,placed,8290.07,Central,Books,WH-PUN
ORD0034123,CUST007127,2026-04-27 05:44:45,placed,3806.09,South,Toys,WH-PUN
ORD0023758,CUST008467,2026-06-24 12:08:10,delivered,2800.84,East,Toys,WH-HYD
ORD0025187,CUST002177,2026-01-01 00:41:06,placed,8153.83,East,Books,WH-BLR
ORD0024202,CUST003447,2026-05-08 05:31:21,shipped,309.51,East,Toys,WH-PUN
ORD0049533,CUST005720,2026-01-11 16:36:42,placed,9243.68,East,Electronics,WH-PUN
ORD0023068,CUST002891,2026-05-01 02:31:47,cancelled,13348.62,East,Home,WH-PUN
ORD0006470,CUST008456,2026-06-06 00:57:40,proccessing,778.77,North,Beauty,WH-DEL
ORD0025888,CUST000094,2026-03-15 23:27:31,placed,7523.11,Central,Toys,WH-MUM
ORD0038954,CUST005560,2026-06-06 09:56:02,cancelled,12966.93,South,Electronics,WH-BLR
ORD0012250,CUST002690,2026-03-11 17:10:13,placed,1408.28,North,Apparel,WH-MUM
ORD0001937,CUST003219,2026-06-18 05:39:09,shipped,6321.5,North,Apparel,WH-DEL
ORD0035986,CUST002207,2026-05-07 08:42:11,cancelled,7849.98,East,Beauty,WH-BLR
ORD0046339,CUST006580,2026-03-06 19:55:14,delivered,3490.09,West,Apparel,WH-DEL
ORD0023106,CUST001099,2026-04-08 04:38:26,PENDING,1159.87,East,Sports,WH-BLR
ORD0009873,CUST009921,2026-04-18 22:46:07,unknown,14151.29,Central,Toys,WH-MUM
ORD0032608,CUST001767,2026-02-17 05:56:43,PENDING,10931.27,Central,Toys,WH-PUN
ORD0006166,CUST001569,2026-05-21 18:46:45,delivered,6988.82,North,Beauty,WH-PUN
ORD0025297,CUST008705,2026-07-12 00:13:37,shipped,12458.7,North,Apparel,WH-BLR
ORD0022474,CUST003542,2026-05-25 19:19:14,delivered,5900.97,East,Books,WH-BLR
ORD0006616,CUST001027,2026-03-17 07:28:56,shipped,13807.41,West,Home,WH-PUN
ORD0019640,CUST007400,2026-03-23 15:03:36,cancelled,6167.81,West,Toys,WH-DEL
ORD0003280,CUST007766,2026-06-21 21:53:20,PENDING,214.5,East,Home,WH-PUN
ORD0006722,CUST000104,2026-06-28 17:00:19,shipped,13430.2,West,Toys,WH-MUM
ORD0000145,CUST006049,2026-06-18 12:44:37,delivered,10938.1,East,Toys,WH-MUM
ORD0001768,CUST008072,2026-07-06 05:17:23,placed,10357.89,Central,Sports,WH-BLR
ORD0019931,CUST001754,2026-02-27 12:10:13,PENDING,1620.85,North,Electronics,WH-HYD
ORD0006736,CUST003019,2026-07-09 05:27:10,,8077.24,South,Books,WH-DEL
ORD0043061,CUST002537,2026-07-01 13:54:04,in_transit,1242.4,North,Electronics,WH-MUM
ORD0007811,CUST006104,2026-05-09 11:12:03,shipped,8514.48,West,Toys,WH-DEL
ORD0000168,CUST008992,2026-07-01 22:09:00,cancelled,9315.35,South,Apparel,WH-MUM
ORD0003161,CUST001928,2026-07-28 16:11:50,proccessing,10770.93,West,Books,WH-DEL
ORD0032421,CUST009199,2026-06-01 15:44:41,shipped,14141.12,North,Sports,WH-PUN
ORD0049109,CUST006412,2026-03-25 11:46:33,cancelled,11782.46,West,Electronics,WH-HYD
ORD0032624,CUST005296,2026-01-22 04:00:22,delivered,7700.07,East,Beauty,WH-MUM
ORD0012872,CUST007635,2026-01-26 22:17:58,placed,2408.52,East,Sports,WH-MUM
ORD0006791,CUST003182,2026-05-28 10:25:20,shipped,1365.68,North,Books,WH-HYD
ORD0032114,CUST004429,2026-02-04 20:03:32,returnd,9171.82,East,Apparel,WH-DEL
ORD0049904,CUST004244,2026-05-10 00:10:31,N/A,10098.17,East,Apparel,WH-BLR
ORD0034726,CUST006726,2026-07-13 23:15:47,PENDING,2237.32,West,Apparel,WH-HYD
ORD0012090,CUST001185,2026-01-31 18:40:24,shipped,8667.57,West,Apparel,WH-BLR
ORD0043691,CUST008301,2026-02-05 00:44:06,,11472.28,East,Home,WH-BLR
ORD0006852,CUST007010,2026-07-09 00:00:19,cancelled,6130.93,West,Books,WH-MUM
ORD0017925,CUST002034,2026-02-20 22:44:32,PENDING,12197.17,East,Home,WH-DEL
ORD0017217,CUST009935,2026-02-20 05:35:18,placed,13680.25,North,Home,WH-BLR
ORD0039569,CUST003921,2026-03-27 13:45:16,placed,5171.42,North,Sports,WH-BLR
ORD0007778,CUST008331,2026-06-16 06:24:09,delivered,5672.02,East,Toys,WH-HYD
ORD0037719,CUST001329,2026-01-12 22:58:43,placed,7244.85,East,Toys,WH-HYD
ORD0038779,CUST002380,2026-02-06 19:43:11,shipped,2067.61,Central,Home,WH-HYD
ORD0011104,CUST001623,2026-06-14 17:13:23,shipped,9415.37,North,Books,WH-MUM
ORD0022755,CUST006457,2026-03-09 17:42:30,delivered,5650.97,North,Sports,WH-HYD
ORD0046604,CUST005526,2026-07-27 05:54:54,cancelled,1791.7,East,Apparel,WH-MUM
ORD0003061,CUST008753,2026-04-20 00:16:22,cancelled,14188.34,West,Home,WH-MUM
ORD0019001,CUST002116,2026-03-24 05:09:51,,12790.09,North,Apparel,WH-MUM
ORD0016476,CUST005056,2026-02-16 20:43:46,proccessing,14998.05,Central,Beauty,WH-MUM
ORD0001886,CUST005841,2026-07-14 20:55:21,placed,6915.5,North,Books,WH-DEL
ORD0019932,CUST000110,2026-03-08 16:06:13,delivered,2142.63,South,Books,WH-PUN
ORD0014987,CUST001918,2026-04-05 12:05:37,placed,13394.37,West,Toys,WH-HYD
ORD0002002,CUST008179,2026-02-04 20:20:27,,4379.69,South,Toys,WH-PUN
ORD0020698,CUST007218,2026-01-06 06:46:59,shipped,1621.61,West,Sports,WH-BLR
ORD0010245,CUST004735,2026-05-14 07:45:59,placed,808.65,North,Electronics,WH-DEL
ORD0008301,CUST002429,2026-05-07 10:17:27,shipped,4887.77,North,Books,WH-HYD
ORD0006804,CUST004325,2026-02-04 02:53:41,proccessing,8080.69,North,Toys,WH-BLR
ORD0007101,CUST004082,2026-06-06 22:52:06,in_transit,6252.44,Central,Toys,WH-MUM
ORD0019176,CUST007838,2026-06-24 17:36:58,shipped,6812.13,North,Beauty,WH-DEL
ORD0027453,CUST008855,2026-07-09 16:33:58,cancelled,2302.68,South,Home,WH-HYD
ORD0024697,CUST009545,2026-07-27 09:08:04,PENDING,14456.61,East,Electronics,WH-BLR
ORD0040303,CUST003049,2026-07-22 00:47:44,shipped,545.93,East,Books,WH-DEL
ORD0035780,CUST008561,2026-01-12 15:20:17,cancelled,14903.46,West,Electronics,WH-PUN
ORD0001002,CUST002018,2026-04-03 00:49:25,shipped,5745.29,Central,Apparel,WH-DEL
ORD0002799,CUST005292,2026-07-25 00:18:22,shipped,9265.96,West,Sports,WH-DEL
ORD0036364,CUST001566,2026-03-16 11:06:26,placed,2343.87,Central,Apparel,WH-DEL
ORD0037787,CUST004615,2026-05-05 05:48:18,delivered,7561.02,East,Electronics,WH-MUM
ORD0022556,CUST008035,2026-06-05 23:27:55,cancelled,409.44,South,Electronics,WH-MUM
ORD0009845,CUST002634,2026-07-02 19:27:35,delivered,4602.71,Central,Toys,WH-MUM
ORD0014269,CUST002217,2026-07-07 04:37:08,placed,6120.36,North,Toys,WH-PUN
ORD0032656,CUST002331,2026-03-10 02:40:46,shipped,187.46,Central,Beauty,WH-BLR
ORD0008986,CUST003841,2026-06-01 18:11:27,cancelled,7882.9,East,Home,WH-MUM
ORD0002616,CUST003871,2026-02-15 11:03:53,delivered,2864.26,East,Sports,WH-BLR
ORD0012019,CUST002894,2026-03-27 12:41:05,placed,3294.33,West,Beauty,WH-HYD
ORD0049297,CUST007119,2026-07-16 21:09:14,PENDING,1374.07,North,Electronics,WH-HYD
ORD0034860,CUST008198,2026-04-07 06:48:25,delivered,5730.74,Central,Home,WH-BLR
ORD0023364,CUST002614,2026-06-04 04:07:10,cancelled,12925.7,West,Sports,WH-PUN
ORD0033190,CUST007229,2026-06-10 11:05:44,delivered,570.48,West,Beauty,WH-BLR
ORD0034933,CUST004952,2026-05-26 14:39:49,delivered,14684.36,North,Electronics,WH-BLR
ORD0027185,CUST008710,2026-01-19 08:29:41,cancelled,4798.5,Central,Electronics,WH-MUM
ORD0028290,CUST007992,2026-01-18 00:38:36,placed,701.07,East,Books,WH-HYD
ORD0004450,CUST005374,2026-02-10 17:03:17,delivered,10110.53,West,Toys,WH-DEL
ORD0012093,CUST000840,2026-01-17 00:32:05,cancelled,10577.15,West,Toys,WH-HYD
ORD0009197,CUST002218,2026-03-01 02:21:52,delivered,2665.81,Central,Apparel,WH-DEL
ORD0011547,CUST006361,2026-07-16 04:46:02,delivered,2562.51,South,Apparel,WH-PUN
ORD0030639,CUST005234,2026-04-22 18:05:00,,6055.91,South,Sports,WH-DEL
ORD0043300,CUST009412,2026-01-28 22:54:45,cancelled,6905.69,East,Toys,WH-MUM
ORD0024995,CUST007991,2026-02-06 21:32:14,delivered,5070.24,Central,Toys,WH-DEL
ORD0008368,CUST002797,2026-07-08 20:46:29,in_transit,8336.43,Central,Beauty,WH-HYD
ORD0036948,CUST008066,2026-06-18 00:10:30,PENDING,5833.47,South,Sports,WH-MUM
ORD0011348,CUST002083,2026-03-20 14:35:39,,1834.83,South,Apparel,WH-MUM
ORD0012826,CUST007219,2026-04-19 06:36:40,shipped,2164.78,South,Books,WH-HYD
ORD0047888,CUST004352,2026-03-29 10:03:39,shipped,14784.69,West,Home,WH-MUM
ORD0011220,CUST004354,2026-03-23 20:44:14,cancelled,7583.78,East,Home,WH-BLR
ORD0015656,CUST009364,2026-07-08 06:59:43,shipped,13443.81,Central,Electronics,WH-BLR
ORD0040353,CUST003141,2026-05-20 01:31:42,placed,11506.3,West,Sports,WH-BLR
ORD0006214,CUST008139,2026-02-07 13:19:49,placed,12789.43,North,Books,WH-PUN
ORD0041922,CUST007868,2026-01-16 23:15:50,shipped,9309.75,East,Electronics,WH-HYD
ORD0031684,CUST004714,2026-01-14 10:41:26,,7752.22,Central,Home,WH-DEL
ORD0004095,CUST006329,2026-06-27 17:02:15,proccessing,7747.13,North,Beauty,WH-HYD
ORD0009386,CUST005020,2026-07-27 03:16:07,shipped,3888.79,East,Books,WH-PUN
ORD0038891,CUST003359,2026-02-24 14:24:35,delivered,12843.64,West,Toys,WH-DEL
ORD0034278,CUST009790,2026-05-16 13:12:38,placed,5491.89,West,Toys,WH-MUM
ORD0035589,CUST007698,2026-06-16 14:25:53,returnd,510.23,Central,Beauty,WH-MUM
ORD0045274,CUST001951,2026-03-27 08:47:43,delivered,4057.84,North,Home,WH-DEL
ORD0016370,CUST004453,2026-04-11 23:37:11,cancelled,3885.6,South,Electronics,WH-BLR
ORD0047400,CUST001350,2026-04-22 08:28:20,cancelled,7193.04,East,Toys,WH-PUN
ORD0036618,CUST004644,2026-05-02 22:44:12,cancelled,6447.13,North,Books,WH-MUM
ORD0043232,CUST002386,2026-03-05 01:10:55,,2886.96,Central,Beauty,WH-PUN
ORD0016405,CUST007094,2026-04-05 00:50:03,returnd,12686.35,South,Sports,WH-BLR
ORD0037130,CUST003953,2026-07-27 15:12:40,delivered,7942.04,East,Books,WH-DEL
ORD0038946,CUST008149,2026-04-06 10:19:39,cancelled,13455.25,East,Books,WH-BLR
ORD0040477,CUST004464,2026-02-26 08:51:31,cancelled,13915.86,West,Sports,WH-BLR
ORD0015162,CUST006890,2026-04-19 20:21:38,shipped,9439.25,North,Beauty,WH-HYD
ORD0030552,CUST006055,2026-05-09 08:06:57,cancelled,6035.98,North,Sports,WH-BLR
ORD0024238,CUST000570,2026-05-05 04:45:41,delivered,7435.78,East,Electronics,WH-DEL
ORD0036026,CUST005466,2026-07-04 09:24:02,cancelled,8554.72,Central,Electronics,WH-PUN
ORD0040515,CUST007310,2026-01-13 09:25:32,N/A,11000.8,East,Electronics,WH-BLR
ORD0010838,CUST005241,2026-06-18 20:58:51,cancelled,12565.25,West,Apparel,WH-MUM
ORD0013323,CUST005666,2026-03-07 22:31:51,delivered,9144.94,Central,Beauty,WH-MUM
ORD0023575,CUST005447,2026-04-15 18:57:36,shipped,12446.85,North,Home,WH-MUM
ORD0042204,CUST009225,2026-04-21 11:23:23,shipped,7522.61,West,Sports,WH-MUM
ORD0027232,CUST000776,2026-07-10 09:53:19,cancelled,14348.04,Central,Books,WH-MUM
ORD0012808,CUST008367,2026-03-11 20:00:51,shipped,14434.63,Central,Toys,WH-DEL
ORD0030372,CUST008913,2026-03-27 10:24:23,delivered,1952.76,South,Home,WH-BLR
ORD0015082,CUST004692,2026-02-12 08:46:22,placed,11595.86,East,Sports,WH-DEL
ORD0039235,CUST000736,2026-07-01 09:08:49,cancelled,1439.48,North,Books,WH-HYD
ORD0037753,CUST008882,2026-06-11 18:05:19,shipped,8578.48,Central,Apparel,WH-DEL
ORD0032678,CUST004682,2026-07-06 09:30:25,cancelled,11652.98,West,Books,WH-MUM
ORD0040447,CUST005275,2026-05-24 22:27:09,placed,1166.08,Central,Electronics,WH-BLR
ORD0007852,CUST007662,2026-07-05 07:37:08,placed,10763.62,West,Beauty,WH-HYD
